,id_eq,FCAO,SiO2,Al2O3,Fe2O3,CaO,MgO,SO3,K2O,Na2O,C3S,C2S,C3A,C4AF,A/S," ""CaO""  [CurrentProduct.Dry basis]"," ""SiO2""  [CurrentProduct.Dry basis]"," ""Al2O3""  [CurrentProduct.Dry basis]"," ""Fe2O3""  [CurrentProduct.Dry basis]"," ""MgO""  [CurrentProduct.Dry basis]"," ""CaO""  [Rolling.Analysis1.Dry basis]"," ""SiO2""  [Rolling.Analysis1.Dry basis]"," ""Al2O3""  [Rolling.Analysis1.Dry basis]"," ""Fe2O3""  [Rolling.Analysis1.Dry basis]"," ""MgO""  [Rolling.Analysis1.Dry basis]"
3519,2,1.548243,20.99781,4.911848,2.354812,66.37144,2.820908,1.413777,0.6332718,0.3960364,67.94670296300004,4.187129983289616,9.032055296,7.165692916,0.7426697655158309,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3520,0,1.885851,20.68195,4.933465,2.377032,66.09911,2.68216,1.592772,0.7084911,0.3735322,67.68718375899998,2.440491655248046,9.051744106,7.233308376,0.6811697978079944,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3521,0,2.0,20.67918,4.918672,2.376271,66.07956,2.670998,1.588969,0.7015958,0.3709214,67.26441473399997,2.4009169009104383,9.013830268,7.230992653,0.676986817600063,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3522,0,1.706393,20.73775,4.886001,2.356696,66.21499,2.679666,1.567932,0.6941901,0.3714489,68.813368389,2.3020212323551945,8.960373018,7.171425928,0.6824843094803789,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3523,0,1.872228,20.73812,4.862374,2.353001,66.13969,2.665517,1.588965,0.702176,0.3736219,67.99290584000002,2.412732752716778,8.904013408,7.160182043,0.6794922291795158,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3525,2,1.596498,21.03006,4.872818,2.355317,66.58814,2.815025,1.329686,0.6078125,0.386197,68.64882394799997,3.601711720593606,8.927771336,7.167229631,0.7637938157730265,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3526,0,1.98,20.64864,4.861447,2.33919,66.18188,2.665977,1.609992,0.7080816,0.3716678,68.431946834,1.4939957526704006,8.92492507,7.11815517,0.6721735220650674,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3527,0,2.046001,20.69311,4.892887,2.351849,66.24772,2.68769,1.564152,0.6918525,0.3742468,67.86400311299994,1.8472481962304244,8.986822042,7.156676507,0.6851698141050652,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3528,1,1.275211,20.88247,4.859167,2.366422,66.39404,2.954471,1.481841,0.6314415,0.3801287,70.364113493,2.8712813118544176,8.872806526,7.201022146000001,0.6936544922416684,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3529,2,1.761588,20.95642,4.948335,2.372365,66.08102,2.786606,1.475449,0.668943,0.3976735,65.94021919199993,4.926939067904037,9.099046170000001,7.219106695,0.733634499236202,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3530,1,1.961917,20.51684,4.956343,2.362018,66.11474,2.930662,1.961276,0.669571,0.3970387,68.56376041899996,1.0722208138256377,9.137774494000002,7.187620774,0.5517610267879013,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3531,2,1.120262,21.17074,4.923419,2.41431,66.08479,2.784785,1.411378,0.6363176,0.3918846,67.04497734599998,6.67758125386883,8.96204783,7.34674533,0.7419730518713754,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3532,0,1.693808,20.71311,4.9068,2.374415,66.23016,2.672868,1.55104,0.6917945,0.3716885,68.94855714199997,2.1680425358960207,8.98550982,7.225344845,0.6888019271662069,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3533,0,1.766902,20.76093,4.879496,2.364825,66.20206,2.67234,1.573504,0.7003336,0.3714989,68.37030634000001,2.5168913364591887,8.929380499999997,7.196162475000001,0.6834313831420318,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3534,0,1.595382,20.75555,4.912538,2.388471,66.1925,2.670137,1.502015,0.6832746,0.3655392,68.81474356399995,2.692949209521636,8.976932767999998,7.268117253000001,0.7011739441638786,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3536,2,1.221263,21.32143,4.780479,2.322884,66.30306,2.731298,1.514799,0.6937086,0.4009139,67.46814554500004,6.480180920980828,8.737949621999999,7.068536012000001,0.7312511798178217,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3537,0,1.742868,20.70388,4.8959,2.371383,66.10217,2.654173,1.62036,0.7324724,0.3775421,68.37549655199996,2.423225807648045,8.961754964,7.2161184689999995,0.6853611930260192,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3538,1,1.526865,20.74843,5.050864,2.420695,66.25639,2.995968,1.338391,0.6152214,0.3751999,68.432530073,3.1713048612928247,9.28897366,7.3661748849999995,0.7529351169253754,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3539,1,1.018578,21.26887,4.889744,2.3909,66.1283,2.824335,1.409281,0.666172,0.4016455,67.14997906999994,7.191994740764805,8.912418800000001,7.2755087,0.7700431295685796,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3540,2,1.132034,21.1976,4.833028,2.412599,65.88097,2.710857,1.442326,0.6782313,0.3921293,66.572859782,7.074600640377604,8.725406691999996,7.341538757000001,0.7510031837338821,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3541,0,1.633774,20.78824,4.900453,2.382028,66.19981,2.656147,1.581308,0.7121786,0.3726856,68.53016526199998,2.883449243689604,8.955809073999998,7.248511204000001,0.6874018799435664,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
