Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "MgO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis]
1, 17/07/2023 20:20:57, 60.063, 0, Pila 5423 Norte[Pila 5423 Norte], AC mantencion 03-03-2016 ., 109.28938, 88.12462, 2.91696, 2.25259, 1062.60093, 2.39596, 92.11112, 2.99629, 1056.96676, 41.21748, 40.80268, 3.12498, 3.15036, 3.35377, 1.39976, 3.49129, 1.5499, 14.24295, 14.70498, 2.85332, 43.12033, 2.45106, 2.77527, 1.1575, 3.21238, 12.46865, 1149.48
2, 17/07/2023 20:21:57, 60.055, 60.06, Pila 5423 Norte[Pila 5423 Norte], AC mantencion 03-03-2016 ., 108.22212, 89.31829, 2.93413, 2.26082, 1054.36003, 2.408, 94.69731, 2.98609, 1071.51817, 41.23667, 40.788, 3.40968, 3.30914, 3.27827, 1.36141, 3.42915, 1.51677, 13.85446, 14.512, 2.9337, 41.29674, 4.67722, 2.47117, 1.18953, 2.93952, 12.11336, 1138.24
3, 17/07/2023 20:22:57, 60.06, 60.06, Pila 5423 Norte[Pila 5423 Norte], AC mantencion 03-03-2016 ., 114.68868, 91.09415, 2.94214, 2.26248, 1047.38357, 2.33659, 97.4714, 3.00622, 1075.14217, 41.98806, 41.13133, 2.91242, 3.1413, 3.19611, 1.36785, 3.38313, 1.49531, 13.72028, 14.35304, 3.13645, 46.31029, 0.05052, 1.93836, 1.40488, 2.72316, 12.94737, 1096.16
4, 17/07/2023 20:23:57, 60.059, 60.06, Pila 5423 Norte[Pila 5423 Norte], AC mantencion 03-03-2016 ., 113.16527, 92.84783, 2.91874, 2.29623, 1046.77038, 2.30617, 99.32697, 3.00186, 1080.71737, 42.10487, 41.34019, 2.98334, 3.11855, 3.13729, 1.36039, 3.37446, 1.46956, 13.5014, 14.13843, 2.96974, 42.86072, 3.44761, 2.09809, 1.31111, 2.75084, 12.06294, 1117.89
5, 17/07/2023 20:24:57, 60.064, 60.06, Pila 5423 Norte[Pila 5423 Norte], AC mantencion 03-03-2016 ., 112.04574, 94.27155, 2.92709, 2.3331, 1052.54438, 2.28633, 100.71706, 3.03374, 1082.51771, 42.42924, 41.55266, 2.80709, 3.0564, 3.0808, 1.34749, 3.3475, 1.43479, 13.43427, 13.9982, 3.31767, 44.92221, 1.44812, 2.11959, 1.24781, 2.64485, 12.91455, 1096.59
6, 17/07/2023 20:25:57, 60.058, 60.06, Pila 5423 Norte[Pila 5423 Norte], AC mantencion 03-03-2016 ., 103.71034, 96.06973, 2.98987, 2.2533, 1060.25677, 2.20994, 101.02885, 3.09975, 1090.3216, 42.37103, 41.75417, 2.90962, 3.03104, 2.97849, 1.34777, 3.20628, 1.42293, 13.41031, 13.84073, 3.79145, 41.88309, 3.75433, 1.58126, 1.34982, 2.13441, 13.21025, 1155.61
7, 17/07/2023 20:26:57, 60.06, 60.06, Pila 5423 Norte[Pila 5423 Norte], AC mantencion 03-03-2016 ., 104.36467, 97.7728, 3.04135, 2.19501, 1063.98741, 2.14408, 101.34844, 3.14139, 1096.06847, 42.45523, 41.94768, 2.88354, 3.01501, 2.91281, 1.35853, 3.0929, 1.40906, 13.41793, 13.69204, 3.58811, 43.23684, 2.64021, 1.57682, 1.45879, 2.30026, 13.48789, 1150.15
8, 17/07/2023 20:27:57, 60.06, 60.06, Pila 5423 Norte[Pila 5423 Norte], AC mantencion 03-03-2016 ., 90.73662, 98.22193, 3.08594, 2.17375, 1073.18937, 2.12498, 100.3529, 3.15961, 1103.32523, 42.26308, 42.00045, 2.97519, 3.02329, 2.90524, 1.36718, 3.03383, 1.39567, 13.49915, 13.66917, 3.34562, 40.29383, 3.91348, 1.94246, 1.45568, 2.8276, 14.33025, 1177.14
9, 17/07/2023 20:28:57, 60.06, 60.06, Pila 5423 Norte[Pila 5423 Norte], AC mantencion 03-03-2016 ., 89.52374, 98.32565, 3.11256, 2.16521, 1089.00892, 2.15563, 99.37903, 3.15065, 1112.04339, 42.15757, 42.01013, 2.9933, 3.03825, 2.94676, 1.36701, 3.00451, 1.38763, 13.59116, 13.67079, 3.06232, 40.99285, 3.19238, 2.49341, 1.36497, 3.40344, 14.60237, 1207.03
10, 17/07/2023 20:29:57, 60.059, 60.06, Pila 5423 Norte[Pila 5423 Norte], AC mantencion 03-03-2016 ., 91.35412, 98.14419, 3.09086, 2.16916, 1108.54387, 2.14755, 98.69344, 3.11383, 1121.75424, 42.16746, 42.11312, 2.9417, 2.93991, 2.99593, 1.39505, 3.03809, 1.40058, 13.67276, 13.71933, 2.76334, 42.28221, 2.33891, 2.07263, 1.72253, 3.57016, 14.62551, 1234.68
