Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis]
1, 28/09/2023 07:20:08, 60.06, 0, Pila 7123 sur[Pila 7123 sur], AC mantencion 03-03-2016 ., 85.44602, 91.93964, 2.95507, 2.23358, 1059.88584, 2.29818, 93.29144, 2.91122, 1066.98695, 41.73993, 41.68698, 2.7218, 2.62048, 3.39951, 1.47922, 3.37121, 1.50933, 14.20304, 14.42235, 3.33638, 40.68605, 1.93364, 1.56955, 3.03495, 15.36237, 1198.58, 194.1595
2, 28/09/2023 07:21:08, 60.062, 60.06, Pila 7123 sur[Pila 7123 sur], AC mantencion 03-03-2016 ., 82.98956, 91.51925, 2.95097, 2.24769, 1068.20647, 2.29518, 92.28735, 2.91881, 1075.07848, 41.66951, 41.66632, 2.69531, 2.62019, 3.42146, 1.49071, 3.39554, 1.51068, 14.33772, 14.47811, 2.99083, 40.94333, 2.26703, 1.60784, 3.64503, 15.71046, 1156.58, 213.4358
3, 28/09/2023 07:22:08, 60.059, 60.06, Pila 7123 sur[Pila 7123 sur], AC mantencion 03-03-2016 ., 86.97153, 91.3208, 2.9598, 2.23553, 1079.63475, 2.28889, 91.81154, 2.93376, 1085.52191, 41.64379, 41.57845, 2.69641, 2.70283, 3.41876, 1.49363, 3.38128, 1.51251, 14.41175, 14.48466, 3.09384, 41.36803, 2.223, 1.52485, 3.38975, 15.20499, 1197.23, 233.3896
4, 28/09/2023 07:23:08, 60.057, 60.06, Pila 7123 sur[Pila 7123 sur], AC mantencion 03-03-2016 ., 83.05628, 90.85894, 2.94646, 2.20252, 1097.54003, 2.22663, 91.04272, 2.9343, 1101.45644, 41.51465, 41.42222, 2.74994, 2.81674, 3.40855, 1.53081, 3.38429, 1.53655, 14.49356, 14.49906, 2.93991, 40.08516, 1.69722, 1.94172, 3.29553, 15.39707, 1276.29, 254.661
5, 28/09/2023 07:24:08, 60.064, 60.06, Pila 7123 sur[Pila 7123 sur], AC mantencion 03-03-2016 ., 81.43679, 90.3082, 2.90073, 2.22694, 1107.49996, 2.22694, 90.3082, 2.90073, 1107.49996, 41.41291, 41.41291, 2.77247, 2.77247, 3.46326, 1.55517, 3.46326, 1.55517, 14.55707, 14.55707, 2.54328, 40.08171, 2.23022, 1.87251, 4.1761, 15.38331, 1185.4, 274.4177
6, 28/09/2023 07:25:09, 60.058, 60.06, Pila 7123 sur[Pila 7123 sur], AC mantencion 03-03-2016 ., 90.63266, 89.57311, 2.89859, 2.16606, 1128.01477, 2.20047, 90.33021, 2.87403, 1114.06466, 41.42509, 41.38862, 2.73334, 2.69896, 3.47955, 1.58128, 3.46296, 1.59874, 14.54497, 14.6718, 2.54766, 41.59146, 1.90879, 1.94022, 3.70347, 14.37818, 1203.85, 294.4819
7, 28/09/2023 07:26:09, 60.059, 60.06, Pila 7123 sur[Pila 7123 sur], AC mantencion 03-03-2016 ., 90.28741, 89.02875, 2.88701, 2.1328, 1140.66753, 2.1955, 90.32756, 2.84978, 1118.67267, 41.38507, 41.29518, 2.74432, 2.723, 3.50016, 1.59424, 3.47225, 1.62802, 14.51793, 14.72451, 2.52249, 40.78744, 2.12985, 1.78775, 3.80764, 14.11431, 1187.25, 314.2694
8, 28/09/2023 07:27:09, 60.062, 60.06, Pila 7123 sur[Pila 7123 sur], AC mantencion 03-03-2016 ., 97.58482, 88.63194, 2.85341, 2.12878, 1144.66693, 2.17473, 90.73979, 2.84648, 1123.18685, 41.43052, 41.21487, 2.73579, 2.73685, 3.48169, 1.60098, 3.51536, 1.65134, 14.46771, 14.74273, 2.79273, 42.13902, 1.87105, 1.70623, 3.19244, 13.68064, 1194.45, 334.1769
9, 28/09/2023 07:28:09, 60.057, 60.06, Pila 7123 sur[Pila 7123 sur], AC mantencion 03-03-2016 ., 97.22143, 88.66154, 2.81723, 2.14555, 1159.63079, 2.18047, 91.12292, 2.82456, 1133.47686, 41.53671, 41.36392, 2.65896, 2.57278, 3.50263, 1.60637, 3.57562, 1.66653, 14.43069, 14.76831, 2.5119, 43.18079, 2.26461, 1.68985, 3.82685, 13.85743, 1293.04, 355.7275
10, 28/09/2023 07:29:09, 60.063, 60.06, Pila 7123 sur[Pila 7123 sur], AC mantencion 03-03-2016 ., 96.075, 88.58682, 2.84479, 2.11124, 1168.77369, 2.1624, 91.38012, 2.83809, 1139.08893, 41.50535, 41.22416, 2.7184, 2.71483, 3.46665, 1.60315, 3.51843, 1.66653, 14.38852, 14.75011, 3.1062, 40.96493, 1.84228, 1.548, 2.85185, 13.66682, 1236, 376.3275
