Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis]
1, 22/11/2023 07:20:06, 60.059, 0, Pila 8623 Norte[ila 8623 Norte], AC mantencion 03-03-2016 ., 85.93164, 75.92313, 2.67912, 2.15046, 1108.20052, 2.15297, 72.60728, 2.73929, 1083.12797, 39.36603, 39.35425, 2.68607, 3.09259, 4.26427, 1.98064, 4.15601, 1.93261, 17.1066, 16.31216, 2.54403, 39.59593, 2.64499, 1.54961, 4.09871, 14.36953, 1087.61, 126.2384
2, 22/11/2023 07:21:06, 60.062, 60.06, Pila 8623 Norte[ila 8623 Norte], AC mantencion 03-03-2016 ., 86.19182, 76.74275, 2.66147, 2.15088, 1104.29419, 2.20206, 74.03993, 2.70837, 1076.18352, 39.48995, 39.45703, 2.69134, 3.05942, 4.26607, 1.93731, 4.14669, 1.9279, 16.801, 16.1673, 2.46832, 40.39646, 2.64223, 1.61947, 4.27902, 14.55935, 1024.86, 143.3194
3, 22/11/2023 07:22:06, 60.06, 60.06, Pila 8623 Norte[ila 8623 Norte], AC mantencion 03-03-2016 ., 88.04185, 78.06591, 2.68124, 2.14056, 1102.07999, 2.17501, 75.44585, 2.75092, 1076.23765, 39.60429, 39.61647, 2.84021, 3.08421, 4.12594, 1.89698, 4.06033, 1.89685, 16.56858, 15.97262, 3.19146, 40.44623, 1.91966, 1.58383, 3.04041, 14.75807, 1076.67, 161.2639
4, 22/11/2023 07:23:06, 60.058, 60.06, Pila 8623 Norte[ila 8623 Norte], AC mantencion 03-03-2016 ., 101.73134, 80.29371, 2.65267, 2.21713, 1093.52696, 2.21976, 77.712, 2.7299, 1078.69246, 39.95964, 39.96764, 2.75998, 2.98755, 4.09395, 1.84432, 4.06319, 1.83264, 16.21089, 15.63965, 2.5228, 42.95578, 2.73906, 1.39382, 3.81777, 13.14778, 1100.28, 179.6019
5, 22/11/2023 07:24:06, 60.061, 60.06, Pila 8623 Norte[ila 8623 Norte], AC mantencion 03-03-2016 ., 94.89377, 81.59388, 2.67605, 2.23947, 1083.61435, 2.20045, 79.23619, 2.76132, 1087.3046, 40.24411, 40.44488, 2.67949, 2.66771, 3.99268, 1.81448, 4.02701, 1.7982, 16.03546, 15.58851, 3.12488, 42.78426, 1.99277, 1.54474, 3.0783, 14.44643, 1166.84, 199.0493
6, 22/11/2023 07:25:06, 60.058, 60.06, Pila 8623 Norte[ila 8623 Norte], AC mantencion 03-03-2016 ., 98.04117, 83.14223, 2.71657, 2.25038, 1076.53382, 2.16646, 80.66009, 2.79099, 1090.98349, 40.37327, 40.60157, 2.7361, 2.72041, 3.87954, 1.79073, 3.92073, 1.74226, 15.82563, 15.38391, 3.20317, 41.64901, 1.7592, 1.5463, 2.72025, 13.66648, 1129.87, 217.8805
7, 22/11/2023 07:26:06, 60.063, 60.06, Pila 8623 Norte[ila 8623 Norte], AC mantencion 03-03-2016 ., 101.05264, 83.77729, 2.74565, 2.24399, 1075.09131, 2.18193, 82.04038, 2.7857, 1089.4465, 40.64707, 40.88656, 2.62156, 2.55347, 3.85486, 1.76672, 3.87842, 1.72836, 15.66003, 15.39425, 2.7145, 43.90433, 2.40586, 1.47902, 3.55831, 13.67386, 1070.68, 235.7251
8, 22/11/2023 07:27:06, 60.06, 60.06, Pila 8623 Norte[ila 8623 Norte], AC mantencion 03-03-2016 ., 95.41002, 83.69121, 2.78916, 2.22254, 1084.0776, 2.18402, 82.94707, 2.80597, 1092.28885, 40.7866, 40.86931, 2.61469, 2.6105, 3.80243, 1.74102, 3.81632, 1.7171, 15.55475, 15.4336, 3.11372, 42.50322, 2.21611, 1.42306, 3.15365, 14.2506, 1127.93, 254.524
9, 22/11/2023 07:28:07, 60.057, 60.06, Pila 8623 Norte[ila 8623 Norte], AC mantencion 03-03-2016 ., 99.7365, 83.9264, 2.80525, 2.18665, 1092.09649, 2.18665, 83.9264, 2.80525, 1092.09649, 40.86423, 40.86423, 2.64144, 2.64144, 3.76742, 1.72292, 3.76742, 1.72292, 15.40182, 15.40182, 2.79377, 41.92652, 2.22953, 1.47271, 3.28347, 13.28769, 1089.4, 272.6807
10, 22/11/2023 07:29:07, 60.062, 60.06, Pila 8623 Norte[ila 8623 Norte], AC mantencion 03-03-2016 ., 97.08693, 85.10989, 2.82751, 2.16485, 1095.44835, 2.18031, 84.66536, 2.81483, 1090.32018, 40.97625, 41.08159, 2.61412, 2.55812, 3.73022, 1.71087, 3.69753, 1.70799, 15.31577, 15.28415, 2.98489, 42.66812, 2.07191, 1.52763, 3.16512, 14.00734, 1062.98, 290.397
