Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis], "MgO"  [CurrentAnalysis.Dry basis]
1, 27/03/2024 18:26:37, 60.059, 0, Pila 2324 norte[Pila 2324 norte], AC mantencion 03-03-2016 ., 98.76927, 95.88757, 2.68259, 2.00105, 1181.02235, 2.22625, 98.76927, 2.7739, 1029.04, 41.3447, 41.45837, 3.51163, 3.07083, 3.28889, 1.47732, 3.38585, 1.69204, 13.22098, 13.6219, 2.7739, 41.3447, 2.22625, 1.47732, 3.28889, 13.22098, 1029.04, 17.1507, 3.51163
2, 27/03/2024 18:27:37, 60.061, 60.06, Pila 2324 norte[Pila 2324 norte], AC mantencion 03-03-2016 ., 88.24325, 95.52286, 2.66972, 2.05104, 1171.65447, 2.49247, 93.1654, 2.64719, 1031.1493, 41.97076, 41.47194, 2.55101, 3.05154, 3.80915, 1.52826, 3.44112, 1.67775, 14.12913, 13.66595, 2.54377, 42.59886, 2.74467, 1.57964, 4.33559, 15.047, 1033.25, 34.3716, 1.57759
3, 27/03/2024 18:28:37, 60.058, 60.06, Pila 2324 norte[Pila 2324 norte], AC mantencion 03-03-2016 ., 102.86437, 96.33795, 2.66303, 2.06029, 1169.89281, 2.3352, 96.44714, 2.60618, 1069.1333, 42.33314, 41.65253, 2.33578, 2.94447, 3.69448, 1.58208, 3.43931, 1.66933, 13.75169, 13.60443, 2.52933, 42.99051, 2.07563, 1.67971, 3.48647, 13.06698, 1137.97, 53.3378, 1.94532
4, 27/03/2024 18:29:37, 60.061, 60.06, Pila 2324 norte[Pila 2324 norte], AC mantencion 03-03-2016 ., 87.54252, 96.07765, 2.6496, 2.10615, 1166.41922, 2.40122, 93.93808, 2.5954, 1087.34616, 42.4906, 41.83662, 1.94658, 2.75018, 3.85147, 1.60396, 3.50318, 1.66331, 14.15902, 13.68917, 2.56823, 42.93358, 2.57978, 1.66606, 4.29808, 15.3173, 1138.54, 72.3134, 0.83786
5, 27/03/2024 18:30:37, 60.059, 60.06, Pila 2324 norte[Pila 2324 norte], AC mantencion 03-03-2016 ., 114.881, 97.27842, 2.64879, 2.0921, 1163.99628, 2.33716, 97.94781, 2.57441, 1106.14496, 42.9686, 42.05268, 1.7563, 2.62509, 3.73331, 1.59737, 3.47157, 1.65937, 13.72331, 13.59077, 2.48909, 44.69634, 2.09991, 1.57309, 3.30335, 12.13792, 1175.53, 91.9056, 1.06478
6, 27/03/2024 18:31:37, 60.058, 60.06, Pila 2324 norte[Pila 2324 norte], AC mantencion 03-03-2016 ., 114.71319, 99.03037, 2.64982, 2.07366, 1164.2621, 2.25363, 100.50071, 2.63188, 1113.98345, 42.82574, 42.15574, 2.13503, 2.6672, 3.51947, 1.56169, 3.40795, 1.64345, 13.37297, 13.38531, 2.99661, 42.13466, 1.80762, 1.39445, 2.52064, 11.73203, 1151.52, 111.0976, 3.89915
7, 27/03/2024 18:32:37, 60.062, 60.06, Pila 2324 norte[Pila 2324 norte], AC mantencion 03-03-2016 ., 84.46677, 97.93994, 2.65502, 2.08754, 1160.81831, 2.25258, 97.90388, 2.60704, 1125.40104, 42.34183, 41.97506, 2.35764, 2.76113, 3.60136, 1.59877, 3.43232, 1.64419, 13.55698, 13.47825, 2.48487, 39.57995, 2.24742, 1.80947, 4.06664, 14.60136, 1189.39, 130.9208, 3.62381
8, 27/03/2024 18:33:37, 60.06, 60.06, Pila 2324 norte[Pila 2324 norte], AC mantencion 03-03-2016 ., 100.45854, 97.40448, 2.685, 2.11405, 1155.94475, 2.27493, 98.21644, 2.6429, 1122.43153, 42.40572, 41.94376, 2.35201, 2.76756, 3.56273, 1.56609, 3.42801, 1.62153, 13.55493, 13.55799, 2.9282, 42.85544, 2.4643, 1.33472, 3.28916, 13.53966, 1101.25, 149.275, 2.31208
9, 27/03/2024 18:34:37, 60.06, 60.06, Pila 2324 norte[Pila 2324 norte], AC mantencion 03-03-2016 ., 123.79663, 99.11464, 2.70397, 2.09183, 1152.03437, 2.27228, 100.64239, 2.62842, 1124.07832, 42.52122, 42.15864, 2.41535, 2.70705, 3.502, 1.54118, 3.35419, 1.60347, 13.2556, 13.40536, 2.49698, 43.40678, 2.24845, 1.34781, 3.03048, 10.93248, 1137.05, 168.2258, 2.90574
10, 27/03/2024 18:35:37, 60.057, 60.06, Pila 2324 norte[Pila 2324 norte], AC mantencion 03-03-2016 ., 87.01747, 98.23434, 2.73747, 2.07759, 1147.42391, 2.23052, 99.10465, 2.66059, 1125.09366, 42.46892, 42.25557, 2.36646, 2.56847, 3.49506, 1.56693, 3.34823, 1.61159, 13.46783, 13.57736, 2.93905, 41.99633, 1.90908, 1.79797, 3.43246, 15.37249, 1134.13, 187.128, 1.9273
