Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis], "MgO"  [CurrentAnalysis.Dry basis]
1, 11/05/2024 07:46:31, 60.059, 0, Pila 3724 Norte[Pila 3724 Norte], AC mantencion 03-03-2016 ., 99.50887, 97.67507, 3.05008, 2.46048, 1056.61096, 2.49273, 99.50887, 4.26014, 953.107, 42.98873, 42.50128, 2.91779, 2.46965, 2.37963, 0.95463, 3.23387, 1.31433, 14.20444, 13.87237, 4.26014, 42.98873, 2.49273, 0.95463, 2.37963, 14.20444, 953.107, 15.8851, 2.91779
2, 11/05/2024 07:47:31, 60.062, 60.06, Pila 3724 Norte[Pila 3724 Norte], AC mantencion 03-03-2016 ., 73.76693, 95.35578, 3.10361, 2.49538, 1076.46492, 2.51527, 83.56674, 4.05785, 1174.55265, 40.25104, 42.10575, 4.00631, 2.70391, 2.78135, 1.10578, 3.24369, 1.29988, 15.77342, 14.10143, 3.94203, 38.21709, 2.52831, 1.21678, 3.0764, 16.92387, 1332.9, 38.1001, 4.80717
3, 11/05/2024 07:48:31, 60.061, 60.06, Pila 3724 Norte[Pila 3724 Norte], AC mantencion 03-03-2016 ., 78.74304, 93.31307, 3.18753, 2.46247, 1098.6008, 2.47928, 81.68484, 4.0875, 1251.2565, 40.47119, 41.95033, 3.51936, 2.71199, 2.83062, 1.14171, 3.21268, 1.30466, 16.23689, 14.39913, 4.13463, 40.83614, 2.42355, 1.20202, 2.91315, 17.0147, 1378.46, 61.0745, 2.6993
4, 11/05/2024 07:49:31, 66.064, 60.06, Pila 3724 Norte[Pila 3724 Norte], AC mantencion 03-03-2016 ., 80.28737, 91.14355, 3.24248, 2.44118, 1111.0337, 2.55818, 81.28954, 3.84619, 1246.66014, 40.40739, 41.73076, 3.47851, 2.7879, 3.02854, 1.18387, 3.21433, 1.31671, 16.20171, 14.69178, 3.33698, 40.24172, 2.73701, 1.29192, 3.536, 16.11067, 1234.97, 85.0879, 3.37354
5, 11/05/2024 07:50:37, 60.062, 66.06, Pila 3724 Norte[Pila 3724 Norte], AC mantencion 03-03-2016 ., 95.12891, 90.69007, 3.25818, 2.4197, 1124.91986, 2.514, 83.82036, 3.69462, 1246.9902, 40.92556, 41.81795, 3.13183, 2.63247, 3.07108, 1.22159, 3.21514, 1.32874, 15.85979, 14.80475, 3.13256, 43.03151, 2.35931, 1.37496, 3.24396, 14.46905, 1248.34, 105.8936, 1.72207
6, 11/05/2024 07:51:37, 60.059, 60.06, Pila 3724 Norte[Pila 3724 Norte], AC mantencion 03-03-2016 ., 97.12067, 90.52842, 3.20004, 2.46206, 1143.15599, 2.46448, 85.93461, 3.5676, 1259.40355, 41.27297, 41.70932, 2.91638, 2.6861, 3.10134, 1.25841, 3.28077, 1.33253, 15.55386, 14.76276, 3.00958, 42.93627, 2.26252, 1.43478, 3.24622, 14.08787, 1319.19, 127.8801, 1.8842
7, 11/05/2024 07:52:37, 60.061, 60.06, Pila 3724 Norte[Pila 3724 Norte], AC mantencion 03-03-2016 ., 95.20597, 90.58093, 3.1644, 2.42444, 1161.81011, 2.323, 87.18632, 3.42705, 1269.16913, 41.25681, 41.5944, 2.96682, 2.80044, 3.11598, 1.34136, 3.28866, 1.35646, 15.27555, 14.69903, 2.72306, 41.16316, 1.7587, 1.81976, 3.20041, 13.6702, 1325.69, 149.975, 3.2577
8, 11/05/2024 07:53:37, 60.059, 60.06, Pila 3724 Norte[Pila 3724 Norte], AC mantencion 03-03-2016 ., 84.98306, 90.0058, 3.19375, 2.33773, 1174.72095, 2.2469, 86.91474, 3.34994, 1269.59173, 41.16183, 41.42593, 2.96094, 2.88961, 3.15228, 1.40295, 3.23537, 1.38398, 15.25973, 14.75305, 2.88169, 40.47628, 1.85052, 1.84366, 3.41174, 15.14443, 1272.58, 171.1847, 2.91844
9, 11/05/2024 07:54:37, 60.059, 60.06, Pila 3724 Norte[Pila 3724 Norte], AC mantencion 03-03-2016 ., 86.9159, 89.89301, 3.20478, 2.30767, 1183.62099, 2.28405, 86.91486, 3.28824, 1263.34256, 41.2159, 41.48413, 2.86555, 2.81313, 3.22533, 1.41211, 3.22185, 1.39615, 15.24902, 14.79966, 2.83566, 41.67386, 2.585, 1.49068, 3.85341, 15.15406, 1210.31, 191.3565, 2.04404
10, 11/05/2024 07:55:38, 60.061, 60.06, Pila 3724 Norte[Pila 3724 Norte], AC mantencion 03-03-2016 ., 86.72007, 89.57939, 3.22563, 2.31537, 1193.17115, 2.28116, 86.8962, 3.30834, 1260.7509, 41.10249, 41.4046, 2.97286, 2.85133, 3.19835, 1.40207, 3.2113, 1.38695, 15.21974, 14.83224, 3.50947, 40.05632, 2.25245, 1.30969, 2.95001, 14.9493, 1236.69, 211.968, 3.95929
