Index, Time, Period, Seconds since, Mound, Comment," ""LSF""  [CurrentAnalysis.Dry basis]"," ""LSF""  [Rolling.Analysis1.Dry basis]"," ""SM""  [Rolling.Analysis1.Dry basis]"," ""IM""  [Rolling.Analysis1.Dry basis]"," ""Tph""  [Rolling.Analysis1.Dry basis]"," ""IM""  [CurrentProduct.Dry basis]"," ""LSF""  [CurrentProduct.Dry basis]"," ""SM""  [CurrentProduct.Dry basis]"," ""Tph""  [CurrentProduct.Dry basis]"," ""CaO""  [CurrentProduct.Dry basis]"," ""CaO""  [Rolling.Analysis1.Dry basis]"," ""MgO""  [CurrentProduct.Dry basis]"," ""MgO""  [Rolling.Analysis1.Dry basis]"," ""Al2O3""  [CurrentProduct.Dry basis]"," ""Fe2O3""  [CurrentProduct.Dry basis]"," ""Al2O3""  [Rolling.Analysis1.Dry basis]"," ""Fe2O3""  [Rolling.Analysis1.Dry basis]"," ""SiO2""  [CurrentProduct.Dry basis]"," ""SiO2""  [Rolling.Analysis1.Dry basis]"," ""SM""  [CurrentAnalysis.Dry basis]"," ""CaO""  [CurrentAnalysis.Dry basis]"," ""MgO""  [CurrentAnalysis.Dry basis]"," ""IM""  [CurrentAnalysis.Dry basis]"," ""Fe2O3""  [CurrentAnalysis.Dry basis]"," ""Al2O3""  [CurrentAnalysis.Dry basis]"," ""SiO2""  [CurrentAnalysis.Dry basis]"," ""Tph""  [CurrentAnalysis.Dry basis]"
1, 11/01/2023 20:53:20,60.058,0, Pila 0423 Norte[Pila 0423 Norte], AC mantencion 03-03-2016 .,139.42815,147.8354,2.88985,3.04617,1104.88134,3.04617,147.8354,2.88985,1104.88134,44.84686,44.84686,3.0578,3.0578,2.49856,0.82023,2.49856,0.82023,9.59079,9.59079,2.76205,44.19017,3.30432,3.03428,0.89454,2.71427,9.96771,1088.14
2, 11/01/2023 20:54:20,60.062,60.06, Pila 0423 Norte[Pila 0423 Norte], AC mantencion 03-03-2016 .,138.49946,144.65809,2.86375,2.88765,1091.4881,2.88765,144.65809,2.86375,1091.4881,45.09829,45.09829,2.6063,2.6063,2.55531,0.88491,2.55531,0.88491,9.8519,9.8519,2.8144,45.62207,1.65569,2.61959,1.02094,2.67444,10.40029,1063.67
3, 11/01/2023 20:55:20,60.059,60.06, Pila 0423 Norte[Pila 0423 Norte], AC mantencion 03-03-2016 .,84.03154,124.17735,2.98244,2.61846,1092.15252,2.61846,124.17735,2.98244,1092.15252,44.4041,44.4041,2.29289,2.29289,2.75739,1.05306,2.75739,1.05306,11.36443,11.36443,3.24142,42.12187,1.30025,2.14352,1.58078,3.38843,16.10729,1094.14
4, 11/01/2023 20:56:20,60.059,60.06, Pila 0423 Norte[Pila 0423 Norte], AC mantencion 03-03-2016 .,79.30927,112.51261,2.98742,2.51844,1097.29849,2.51844,112.51261,2.98742,1097.29849,43.7899,43.7899,2.11265,2.11265,2.96549,1.17751,2.96549,1.17751,12.3769,12.3769,3.00167,41.14307,1.36302,2.26086,1.68846,3.81738,16.52669,1117.41
5, 11/01/2023 20:57:20,60.061,60.06, Pila 0423 Norte[Pila 0423 Norte], AC mantencion 03-03-2016 .,70.73344,103.5265,2.97733,2.51143,1095.89902,2.51143,103.5265,2.97733,1095.89902,43.10594,43.10594,2.15417,2.15417,3.17971,1.2661,3.17971,1.2661,13.23663,13.23663,2.94101,39.47314,2.36871,2.48642,1.72804,4.29664,17.71865,1088.85
6, 11/01/2023 20:58:21,60.058,60.06, Pila 0423 Norte[Pila 0423 Norte], AC mantencion 03-03-2016 .,82.68257,100.13555,2.93225,2.54171,1099.97711,2.54171,100.13555,2.93225,1099.97711,42.67006,42.67006,2.28319,2.28319,3.30937,1.30203,3.30937,1.30203,13.52176,13.52176,2.71802,40.04086,3.05447,2.69301,1.51652,4.08399,15.22227,1123.83
7, 11/01/2023 20:59:21,60.059,60.06, Pila 0423 Norte[Pila 0423 Norte], AC mantencion 03-03-2016 .,106.43344,100.92109,2.90167,2.56288,1110.92712,2.56288,100.92109,2.90167,1110.92712,42.4996,42.4996,2.5212,2.5212,3.30847,1.29092,3.30847,1.29092,13.34593,13.34593,2.70193,41.39802,4.04516,2.70768,1.21949,3.30197,12.21668,1182.22
8, 11/01/2023 21:00:21,60.064,60.06, Pila 0423 Norte[Pila 0423 Norte], AC mantencion 03-03-2016 .,89.53804,99.53483,2.91544,2.56797,1112.52896,2.56797,99.53483,2.91544,1112.52896,42.39108,42.39108,2.52312,2.52312,3.33374,1.2982,3.33374,1.2982,13.50413,13.50413,3.01829,41.52768,2.53822,2.6065,1.35594,3.53426,14.76005,1125.17
9, 11/01/2023 21:01:21,60.058,60.06, Pila 0423 Norte[Pila 0423 Norte], AC mantencion 03-03-2016 .,91.46973,98.69609,2.8976,2.60912,1110.49519,2.60912,98.69609,2.8976,1110.49519,42.37577,42.37577,2.45059,2.45059,3.39358,1.30066,3.39358,1.30066,13.60205,13.60205,2.75135,42.21895,1.77263,2.98604,1.32324,3.95126,14.512,1091.86
10, 11/01/2023 21:02:21,60.062,60.06, Pila 0423 Norte[Pila 0423 Norte], AC mantencion 03-03-2016 .,98.04965,98.63613,2.91399,2.52442,1109.6596,2.52442,98.63613,2.91399,1109.6596,42.45227,42.45227,2.38423,2.38423,3.3549,1.32898,3.3549,1.32898,13.6488,13.6488,3.08269,43.22011,1.71778,1.83867,1.61336,2.96644,14.11812,1101.24
