Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis], "MgO"  [CurrentAnalysis.Dry basis]
1, 25/08/2024 08:23:37, 60.057, 0, Pila 6924 norte[Pila 6924 norte], AC mantencion 03-03-2016 ., 68.04127, 73.87642, 2.93275, 2.4158, 1173.77572, 2.46238, 76.32362, 2.91862, 1176.7194, 40.33947, 39.91654, 2.37835, 2.47975, 4.08609, 1.65941, 4.1372, 1.71256, 16.76893, 17.15587, 3.38049, 39.30389, 2.26352, 1.68847, 3.82187, 18.62767, 1237.94, 331.8727, 2.37054
2, 25/08/2024 08:24:37, 60.059, 60.06, Pila 6924 norte[Pila 6924 norte], AC mantencion 03-03-2016 ., 64.64101, 72.13454, 2.92231, 2.4293, 1160.37557, 2.45065, 75.59897, 2.93656, 1177.34657, 40.23404, 39.66849, 2.40456, 2.48651, 4.0867, 1.6676, 4.23074, 1.74154, 16.89789, 17.45289, 3.23359, 38.43241, 2.26733, 1.80671, 4.0964, 19.08823, 1187.86, 351.6703, 2.84998
3, 25/08/2024 08:25:37, 60.061, 60.06, Pila 6924 norte[Pila 6924 norte], AC mantencion 03-03-2016 ., 74.75684, 71.53298, 2.8768, 2.47889, 1171.31279, 2.4882, 75.5505, 2.90885, 1185.24, 40.17656, 39.57894, 2.43833, 2.45865, 4.13538, 1.662, 4.34069, 1.75107, 16.8637, 17.5248, 2.5121, 39.24733, 3.13196, 1.57141, 4.9216, 16.3111, 1312.17, 373.5397, 2.98375
4, 25/08/2024 08:26:38, 60.058, 60.06, Pila 6924 norte[Pila 6924 norte], AC mantencion 03-03-2016 ., 80.51713, 71.12145, 2.91886, 2.4422, 1167.08435, 2.45483, 75.79578, 2.93691, 1186.43785, 40.2045, 39.45057, 2.45635, 2.55762, 4.07461, 1.65983, 4.27824, 1.75179, 16.84152, 17.60082, 3.5867, 40.70932, 1.82823, 1.61996, 2.96166, 16.43289, 1208.65, 393.6839, 2.78572
5, 25/08/2024 08:27:38, 60.059, 60.06, Pila 6924 norte[Pila 6924 norte], AC mantencion 03-03-2016 ., 85.00853, 71.14042, 2.95788, 2.45594, 1163.58733, 2.44598, 76.19509, 2.94573, 1184.65543, 40.25022, 39.4585, 2.47273, 2.58278, 4.04299, 1.65291, 4.23435, 1.72413, 16.77861, 17.62445, 3.15306, 41.15433, 2.25037, 1.5128, 3.40436, 15.50412, 1147.98, 412.8169, 2.80158
6, 25/08/2024 08:28:38, 60.062, 60.06, Pila 6924 norte[Pila 6924 norte], AC mantencion 03-03-2016 ., 83.10418, 72.36841, 2.95541, 2.45508, 1163.18561, 2.43993, 76.48531, 2.94348, 1183.85658, 40.25551, 39.58557, 2.50756, 2.64455, 4.02814, 1.65093, 4.1786, 1.70202, 16.7162, 17.37964, 2.89285, 40.36068, 2.30952, 1.6091, 3.71626, 15.40545, 1166.9, 432.2652, 3.23758
7, 25/08/2024 08:29:38, 60.058, 60.06, Pila 6924 norte[Pila 6924 norte], AC mantencion 03-03-2016 ., 90.49595, 72.90716, 2.95125, 2.4758, 1160.56831, 2.45299, 77.00944, 2.94109, 1181.22924, 40.33012, 39.61335, 2.50021, 2.70382, 4.017, 1.6376, 4.16552, 1.68249, 16.63067, 17.25894, 2.88073, 42.00862, 2.81975, 1.3344, 3.76266, 14.68327, 1120.41, 450.9387, 2.33256
8, 25/08/2024 08:30:38, 60.063, 60.06, Pila 6924 norte[Pila 6924 norte], AC mantencion 03-03-2016 ., 100.57267, 74.65208, 2.95363, 2.44877, 1158.73351, 2.44985, 77.8236, 2.94863, 1178.03223, 40.52648, 40.05661, 2.40442, 2.49808, 3.98383, 1.62615, 4.09824, 1.67359, 16.54174, 17.04785, 3.17394, 45.21075, 2.3586, 1.35072, 3.1858, 14.39861, 1099.35, 469.2612, 0.10524
9, 25/08/2024 08:31:38, 60.059, 60.06, Pila 6924 norte[Pila 6924 norte], AC mantencion 03-03-2016 ., 102.53839, 75.86881, 2.97576, 2.41052, 1153.21382, 2.43955, 78.59842, 2.95192, 1176.0641, 40.57461, 40.14547, 2.4578, 2.5876, 3.94069, 1.61533, 3.99705, 1.65817, 16.40096, 16.82857, 3.05696, 41.68893, 2.14098, 1.35246, 2.89558, 12.98608, 1126.89, 488.0428, 3.7427
10, 25/08/2024 08:32:38, 60.06, 60.06, Pila 6924 norte[Pila 6924 norte], AC mantencion 03-03-2016 ., 95.69834, 77.34743, 3.02339, 2.40052, 1153.66901, 2.43125, 79.16731, 2.97214, 1173.16113, 40.70668, 40.39597, 2.40443, 2.55749, 3.89763, 1.60314, 3.8851, 1.61844, 16.34904, 16.63937, 3.68928, 44.09817, 2.16055, 1.28544, 2.77726, 14.98846, 1095.57, 506.3023, 1.01804
