Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis]
1, 05/10/2023 07:28:19, 60.058, 0, Pila 7323 Sur[Pila 7323 Sur], AC mantencion 03-03-2016 ., 90.3329, 92.37316, 2.83004, 2.59405, 1012.35379, 2.78864, 79.76491, 2.3911, 1127.44295, 40.46062, 41.67903, 2.04051, 2.63515, 4.8268, 1.73088, 3.63597, 1.40166, 15.68005, 14.2567, 2.32742, 41.77039, 2.52435, 1.73862, 4.38889, 14.26125, 1193.36, 37.4347
2, 05/10/2023 07:29:19, 60.067, 60.06, Pila 7323 Sur[Pila 7323 Sur], AC mantencion 03-03-2016 ., 77.87487, 92.30036, 2.79553, 2.56532, 1016.77024, 2.66287, 79.12798, 2.42776, 1130.37116, 40.11782, 41.61594, 2.38113, 2.65405, 4.70551, 1.76708, 3.66204, 1.42752, 15.71386, 14.22801, 2.50266, 39.44333, 2.43023, 1.83814, 4.4671, 15.77988, 1136.16, 56.3706
3, 05/10/2023 07:30:19, 60.054, 60.07, Pila 7323 Sur[Pila 7323 Sur], AC mantencion 03-03-2016 ., 74.38227, 91.15396, 2.81544, 2.55721, 1018.81946, 2.6696, 77.89642, 2.54547, 1129.89304, 40.03325, 41.50898, 2.39302, 2.67214, 4.58023, 1.7157, 3.67231, 1.43606, 16.02609, 14.38231, 2.9433, 39.77819, 2.69253, 1.56103, 4.20312, 16.96561, 1128.46, 75.1783
4, 05/10/2023 07:31:19, 60.06, 60.05, Pila 7323 Sur[Pila 7323 Sur], AC mantencion 03-03-2016 ., 87.29173, 91.83856, 2.78517, 2.58452, 1012.65017, 2.6607, 79.6346, 2.58249, 1116.74693, 40.59075, 41.71448, 2.06127, 2.50331, 4.4818, 1.68444, 3.70869, 1.43496, 15.92423, 14.32591, 2.75738, 42.93916, 2.61924, 1.55255, 4.0665, 15.49386, 1060.85, 92.8591
5, 05/10/2023 07:32:19, 60.061, 60.06, Pila 7323 Sur[Pila 7323 Sur], AC mantencion 03-03-2016 ., 86.40306, 92.1106, 2.80874, 2.55882, 1012.46119, 2.57387, 80.70749, 2.67575, 1111.0489, 40.76998, 41.74754, 2.12539, 2.53675, 4.26817, 1.65827, 3.66339, 1.43167, 15.85765, 14.31068, 3.28745, 41.64771, 2.0927, 1.52598, 3.19343, 15.51483, 1081.7, 110.8875
6, 05/10/2023 07:33:19, 60.061, 60.06, Pila 7323 Sur[Pila 7323 Sur], AC mantencion 03-03-2016 ., 95.8234, 92.20531, 2.81902, 2.56671, 1018.51954, 2.61148, 82.73728, 2.66256, 1119.95422, 40.93731, 41.75867, 2.16906, 2.51269, 4.21495, 1.61401, 3.6518, 1.42276, 15.51997, 14.30531, 2.58012, 41.85733, 2.86588, 1.36676, 3.91696, 13.63262, 1170.57, 130.397
7, 05/10/2023 07:34:19, 60.058, 60.06, Pila 7323 Sur[Pila 7323 Sur], AC mantencion 03-03-2016 ., 88.2923, 92.58928, 2.77096, 2.62451, 1020.07551, 2.66222, 83.39173, 2.658, 1119.37974, 40.8342, 41.85099, 2.35143, 2.41747, 4.19879, 1.57718, 3.72249, 1.41836, 15.3525, 14.24508, 2.62416, 40.11117, 3.08766, 1.3234, 4.08622, 14.19572, 1115.35, 148.9862
8, 05/10/2023 07:35:19, 60.062, 60.06, Pila 7323 Sur[Pila 7323 Sur], AC mantencion 03-03-2016 ., 76.21972, 91.71202, 2.81364, 2.54618, 1023.67582, 2.59416, 82.59834, 2.71382, 1113.61611, 40.60625, 41.75114, 2.53214, 2.45002, 4.111, 1.58472, 3.66906, 1.44101, 15.45716, 14.37787, 3.24866, 38.70417, 2.05089, 1.64753, 3.37891, 16.32919, 1065.25, 166.7404
9, 05/10/2023 07:36:19, 60.058, 60.06, Pila 7323 Sur[Pila 7323 Sur], AC mantencion 03-03-2016 ., 71.33789, 88.46632, 2.87635, 2.47878, 1031.43939, 2.50508, 81.32826, 2.80989, 1115.56943, 40.466, 41.37015, 2.6071, 2.54329, 3.99719, 1.59563, 3.66915, 1.48022, 15.71519, 14.81142, 3.83706, 39.23145, 1.77087, 1.69164, 2.99567, 17.9855, 1132.82, 185.6208
10, 05/10/2023 07:37:19, 60.061, 60.06, Pila 7323 Sur[Pila 7323 Sur], AC mantencion 03-03-2016 ., 80.67995, 86.34163, 2.8789, 2.48507, 1050.45933, 2.49437, 81.26528, 2.83606, 1122.32037, 40.44109, 41.17891, 2.6554, 2.51743, 3.96051, 1.58778, 3.74174, 1.50569, 15.7353, 15.1068, 3.10153, 40.2062, 2.38926, 1.5146, 3.61876, 15.92127, 1185.73, 205.383
11, 05/10/2023 07:38:19, 60.059, 60.06, Pila 7323 Sur[Pila 7323 Sur], AC mantencion 03-03-2016 ., 81.00332, 84.49949, 2.86473, 2.50462, 1073.05677, 2.49118, 81.24227, 2.83603, 1127.97737, 40.44222, 40.92347, 2.62342, 2.53576, 3.9604, 1.58977, 3.82445, 1.52696, 15.74042, 15.33038, 2.83565, 40.45364, 2.45845, 1.61045, 3.95921, 15.79359, 1186.72, 225.1617
12, 05/10/2023 07:39:19, 60.059, 60.06, Pila 7323 Sur[Pila 7323 Sur], AC mantencion 03-03-2016 ., 79.59498, 82.69967, 2.87952, 2.4871, 1092.52256, 2.49703, 81.11223, 2.84659, 1129.16423, 40.39675, 40.65532, 2.67033, 2.61359, 3.9518, 1.5826, 3.85697, 1.55079, 15.75418, 15.57177, 2.97524, 39.86134, 2.56984, 1.49844, 3.85074, 15.91513, 1143.19, 244.2149
