Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "MgO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis]
1, 05/11/2024 21:12:38, 60.059, 0, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 100.93199, 95.50097, 2.75103, 2.37507, 1201.18128, 2.19241, 96.12166, 1129.63517, 2.59261, 41.12544, 41.22402, 3.40605, 3.46258, 3.55152, 1.61992, 3.4812, 1.46572, 13.40752, 13.60912, 2.82496, 42.38894, 2.8957, 1.73736, 1.72459, 2.99622, 13.33607, 1026.77, 130.4844
2, 05/11/2024 21:13:38, 60.062, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 95.86336, 95.99472, 2.75532, 2.3374, 1199.26166, 2.19256, 96.08936, 1126.45854, 2.5892, 41.22442, 41.27625, 3.29715, 3.44147, 3.56545, 1.62615, 3.44716, 1.47478, 13.44212, 13.5615, 2.56558, 41.92979, 2.51791, 2.19366, 1.67067, 3.66488, 13.68879, 1103.93, 148.8833
3, 05/11/2024 21:14:38, 60.062, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 133.51765, 98.42868, 2.75397, 2.30769, 1197.71604, 2.16957, 99.70086, 1135.60565, 2.58579, 41.51448, 41.4708, 3.334, 3.44945, 3.45352, 1.5918, 3.36678, 1.45894, 13.04615, 13.2899, 2.55428, 43.51378, 3.59092, 1.97182, 1.34498, 2.65205, 10.20951, 1203.5, 168.9417
4, 05/11/2024 21:15:39, 60.057, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 127.05858, 100.54896, 2.70045, 2.31055, 1196.25205, 2.14816, 102.37902, 1153.01239, 2.578, 41.82295, 41.66891, 3.21429, 3.37212, 3.38697, 1.57668, 3.37057, 1.45877, 12.7963, 13.04141, 2.50819, 44.18059, 2.29191, 1.96851, 1.45975, 2.87352, 10.86866, 1289.81, 190.4386
5, 05/11/2024 21:16:39, 60.06, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 102.53995, 100.86837, 2.67927, 2.32145, 1183.22012, 2.1776, 102.39339, 1149.52444, 2.59829, 41.81167, 41.62265, 3.26676, 3.4287, 3.37624, 1.55044, 3.38411, 1.45776, 12.80093, 12.97269, 2.82299, 41.6931, 3.79917, 2.54475, 1.2838, 3.26695, 12.84674, 1113.74, 209.0009
6, 05/11/2024 21:17:39, 60.059, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 120.08475, 102.40231, 2.64315, 2.26415, 1171.37433, 2.18735, 103.75063, 1147.1013, 2.5657, 42.12899, 42.00456, 3.04564, 3.14483, 3.39928, 1.55407, 3.37979, 1.49274, 12.70883, 12.87883, 2.22299, 45.68699, 0.56631, 2.29361, 1.59473, 3.65768, 11.67606, 1119.97, 227.6671
7, 05/11/2024 21:18:39, 60.061, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 95.6247, 102.38643, 2.59632, 2.24924, 1166.80845, 2.19895, 103.05535, 1153.06609, 2.56091, 42.01301, 41.97319, 3.12039, 3.13887, 3.42381, 1.55702, 3.42459, 1.52256, 12.75545, 12.84436, 2.51059, 40.71332, 3.95799, 2.32594, 1.59015, 3.69861, 13.27793, 1219.86, 247.9981
8, 05/11/2024 21:19:39, 60.059, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 99.01879, 102.10636, 2.63715, 2.15467, 1158.91752, 2.14529, 102.74335, 1153.71249, 2.6082, 42.04711, 42.07207, 3.12222, 3.06774, 3.35717, 1.5649, 3.35193, 1.55566, 12.83777, 12.94204, 3.31541, 42.46067, 3.14418, 1.51462, 1.66331, 2.51928, 13.86697, 1161.99, 267.3646
9, 05/11/2024 21:20:39, 60.061, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 87.44155, 101.62885, 2.6012, 2.16109, 1150.30864, 2.16109, 101.62885, 1150.30864, 2.6012, 42.03781, 42.03781, 3.05551, 3.05551, 3.40883, 1.57737, 3.40883, 1.57737, 12.97012, 12.97012, 2.51477, 41.87991, 2.06015, 2.37011, 1.76233, 4.17693, 14.93588, 1100.7, 285.7096
10, 05/11/2024 21:21:39, 60.06, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 85.63587, 102.13552, 2.63057, 2.15801, 1130.0183, 2.14014, 100.55216, 1145.6703, 2.63485, 42.00484, 42.07432, 3.02327, 3.10715, 3.39392, 1.58584, 3.3601, 1.55704, 13.12091, 12.93486, 3.19293, 41.4628, 2.50006, 1.82907, 1.723, 3.15148, 15.56388, 1071.46, 303.5672
11, 05/11/2024 21:22:39, 60.058, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 92.27015, 104.22696, 2.62947, 2.15946, 1120.5527, 2.14025, 100.07461, 1139.5809, 2.63911, 41.98978, 42.31979, 3.01243, 3.03204, 3.4041, 1.59051, 3.31378, 1.53454, 13.18136, 12.74849, 2.71058, 41.72318, 2.82054, 2.14221, 1.67315, 3.58424, 14.25055, 1032.12, 320.7692
12, 05/11/2024 21:23:39, 60.062, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 90.95711, 103.74476, 2.60083, 2.19163, 1111.10487, 2.17445, 99.59112, 1133.60444, 2.62247, 41.9339, 42.3734, 3.02782, 2.91893, 3.45167, 1.58738, 3.38064, 1.54252, 13.21475, 12.80432, 2.35249, 40.85762, 3.32147, 2.85528, 1.52716, 4.36047, 13.85059, 1020.94, 337.7849
13, 05/11/2024 21:24:39, 60.059, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 94.19792, 102.62758, 2.60604, 2.18702, 1112.4249, 2.16814, 99.31434, 1129.53423, 2.62695, 41.93024, 42.39188, 3.00121, 2.81535, 3.45277, 1.59251, 3.41077, 1.55955, 13.25369, 12.95289, 2.71219, 41.85357, 2.48186, 2.05266, 1.69234, 3.4738, 14.01157, 1051.05, 355.3025
14, 05/11/2024 21:25:39, 60.059, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 94.39913, 101.67464, 2.58852, 2.20257, 1115.61475, 2.16977, 99.07528, 1126.11258, 2.61795, 41.90781, 42.38766, 2.98934, 2.73329, 3.47049, 1.59947, 3.47019, 1.57552, 13.2729, 13.06093, 2.45219, 41.44834, 2.74762, 2.20021, 1.74103, 3.83063, 13.66276, 1057.11, 372.921
15, 05/11/2024 21:26:39, 60.063, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 97.62548, 100.49937, 2.63348, 2.1316, 1115.40609, 2.17073, 99.00867, 1124.03529, 2.61181, 41.86977, 42.24889, 3.01574, 2.82605, 3.4773, 1.6019, 3.41282, 1.60106, 13.26591, 13.20398, 2.48989, 41.08393, 3.56118, 2.18996, 1.65203, 3.61789, 13.12153, 1081.04, 390.9384
16, 05/11/2024 21:27:39, 60.061, 60.06, Pila 9124 Norte[Pila 9124 Norte], AC mantencion 03-03-2016 ., 95.79511, 100.16535, 2.61736, 2.13789, 1116.63043, 2.1553, 98.86616, 1120.7854, 2.60936, 41.89299, 42.25073, 2.97949, 2.78039, 3.4796, 1.61444, 3.44599, 1.61186, 13.29219, 13.23821, 2.55765, 42.41421, 2.16144, 1.86124, 1.89726, 3.53126, 13.88424, 1048.05, 408.4059
