Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis], "MgO"  [CurrentAnalysis.Dry basis]
1, 17/05/2024 07:57:01, 60.058, 0, Pila 3924 Norte[Pila 3924 Norte], AC mantencion 03-03-2016 ., 70.3492, 95.83132, 2.85198, 2.11441, 1093.58536, 1.75828, 70.3492, 2.93336, 1221.73, 39.26599, 42.54645, 2.41436, 2.21404, 3.86688, 2.19924, 3.35082, 1.58475, 17.79408, 14.07614, 2.93336, 39.26599, 1.75828, 2.19924, 3.86688, 17.79408, 1221.73, 20.3622, 2.41436
2, 17/05/2024 07:58:01, 60.063, 60.06, Pila 3924 Norte[Pila 3924 Norte], AC mantencion 03-03-2016 ., 73.03049, 93.61489, 2.85564, 2.07436, 1097.89858, 1.77079, 71.6584, 3.0024, 1219.83296, 38.92184, 42.28092, 3.03026, 2.26583, 3.69465, 2.08644, 3.38472, 1.63169, 17.35712, 14.32506, 3.07795, 38.57801, 1.78462, 1.97442, 3.52359, 16.92261, 1217.93, 40.661, 3.64095
3, 17/05/2024 07:59:01, 60.059, 60.06, Pila 3924 Norte[Pila 3924 Norte], AC mantencion 03-03-2016 ., 77.18261, 92.16738, 2.80318, 2.08472, 1093.87163, 1.99022, 73.32489, 2.789, 1190.92028, 39.00186, 42.0272, 3.0789, 2.34777, 4.01753, 2.01864, 3.47932, 1.66896, 16.83488, 14.43156, 2.38393, 39.17496, 2.51927, 1.87197, 4.71599, 15.7052, 1128.41, 59.4678, 3.18413
4, 17/05/2024 08:00:01, 60.06, 60.06, Pila 3924 Norte[Pila 3924 Norte], AC mantencion 03-03-2016 ., 72.31238, 90.30161, 2.8302, 2.06052, 1089.91072, 1.92965, 73.08658, 2.92113, 1167.12662, 38.88559, 41.75409, 3.28684, 2.44465, 3.81815, 1.97868, 3.48551, 1.69157, 16.93331, 14.65216, 3.43804, 38.50589, 1.71453, 1.84864, 3.16955, 17.25274, 1089.18, 77.6207, 3.96298
5, 17/05/2024 08:01:01, 60.061, 60.06, Pila 3924 Norte[Pila 3924 Norte], AC mantencion 03-03-2016 ., 70.93531, 88.07915, 2.87727, 2.03131, 1084.08414, 1.88802, 72.67041, 3.04177, 1149.57258, 38.92599, 41.40648, 3.27093, 2.59736, 3.68087, 1.94959, 3.47648, 1.71145, 17.12659, 14.92709, 3.65675, 39.09985, 1.69297, 1.82392, 3.08786, 17.96115, 1073.41, 95.5108, 3.20216
6, 17/05/2024 08:02:01, 60.058, 60.06, Pila 3924 Norte[Pila 3924 Norte], AC mantencion 03-03-2016 ., 81.10557, 86.38817, 2.86521, 2.02351, 1089.50962, 1.91448, 73.97301, 3.02164, 1143.99703, 39.15115, 41.17844, 3.19258, 2.63426, 3.67559, 1.91989, 3.53388, 1.74641, 16.90755, 15.12915, 2.91539, 40.29005, 2.06258, 1.76884, 3.64837, 15.7933, 1115.35, 114.1, 2.79435
7, 17/05/2024 08:03:01, 60.062, 60.06, Pila 3924 Norte[Pila 3924 Norte], AC mantencion 03-03-2016 ., 101.6863, 85.04288, 2.85096, 2.01121, 1095.43801, 1.9602, 77.13713, 2.95807, 1136.33512, 39.65882, 40.98519, 3.0212, 2.65886, 3.66726, 1.87086, 3.58184, 1.78094, 16.38213, 15.28907, 2.5348, 42.77595, 2.30541, 1.56787, 3.61459, 13.13652, 1088.13, 132.2355, 1.96335
8, 17/05/2024 08:04:01, 60.059, 60.06, Pila 3924 Norte[Pila 3924 Norte], AC mantencion 03-03-2016 ., 93.73004, 83.2122, 2.83837, 1.99391, 1100.54272, 1.98652, 78.93491, 2.91232, 1132.30098, 39.87604, 40.71651, 2.99212, 2.68328, 3.66957, 1.84724, 3.64089, 1.82601, 16.06673, 15.51706, 2.57841, 41.40203, 2.19376, 1.67978, 3.68502, 13.83264, 1103.29, 150.6236, 2.78572
9, 17/05/2024 08:05:01, 60.059, 60.06, Pila 3924 Norte[Pila 3924 Norte], AC mantencion 03-03-2016 ., 103.96236, 82.03099, 2.81161, 2.02662, 1099.15254, 2.02336, 81.19727, 2.87355, 1126.81717, 40.19898, 40.61676, 2.89289, 2.60161, 3.66081, 1.80928, 3.73471, 1.84282, 15.71857, 15.68183, 2.52831, 42.83742, 2.39641, 1.49716, 3.58781, 12.85641, 1080.97, 168.6398, 2.07761
10, 17/05/2024 08:06:01, 60.061, 60.06, Pila 3924 Norte[Pila 3924 Norte], AC mantencion 03-03-2016 ., 100.80752, 81.33117, 2.77061, 2.08259, 1096.73962, 2.08174, 82.78135, 2.80054, 1121.92806, 40.22651, 40.32324, 2.99837, 2.77234, 3.70928, 1.78182, 3.82117, 1.83482, 15.37805, 15.67052, 2.15213, 40.46761, 2.71971, 1.52788, 4.15537, 12.23107, 1075.95, 186.5722, 3.97069
