Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis], "MgO"  [CurrentAnalysis.Dry basis]
1, 03/03/2024 07:47:14, 60.057, 0, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 99.31162, 104.1378, 2.98575, 2.25122, 1197.88449, 2.29672, 103.48107, 2.9778, 1194.92691, 42.21132, 42.38477, 3.14885, 3.02155, 3.03706, 1.32235, 3.00542, 1.33502, 12.98146, 12.95947, 2.91381, 43.36513, 2.41857, 1.39086, 3.36388, 13.85439, 1217.49, 338.1404, 1.56906
2, 03/03/2024 07:48:14, 60.064, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 87.0619, 103.23665, 2.95915, 2.26651, 1208.74644, 2.30055, 102.3968, 2.97452, 1197.86641, 42.18481, 42.42228, 3.09669, 2.93731, 3.0718, 1.33524, 3.06474, 1.35218, 13.10884, 13.07034, 2.92879, 41.7279, 2.35494, 1.54903, 3.64787, 15.22059, 1245.74, 358.9027, 2.22879
3, 03/03/2024 07:49:14, 60.056, 60.07, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 86.26248, 101.78734, 2.98707, 2.22425, 1209.94318, 2.30558, 101.47836, 2.98369, 1196.43996, 42.08194, 42.28841, 3.12808, 2.97046, 3.08553, 1.33829, 3.05567, 1.3738, 13.19931, 13.23114, 3.14328, 40.14522, 2.39561, 1.39494, 3.34175, 14.88874, 1170.19, 378.4059, 3.71455
4, 03/03/2024 07:50:14, 60.062, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 87.47496, 100.1484, 2.98917, 2.21975, 1207.51164, 2.3117, 100.71225, 2.98862, 1195.16917, 42.05057, 42.17304, 3.09851, 2.96702, 3.1045, 1.34295, 3.09339, 1.39358, 13.29177, 13.41233, 3.07634, 41.41995, 2.42446, 1.43451, 3.4779, 15.11224, 1170.52, 397.9146, 2.51436
5, 03/03/2024 07:51:14, 60.06, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 82.54134, 98.78969, 2.95505, 2.22141, 1205.5693, 2.30581, 99.76957, 2.98406, 1192.68148, 41.9633, 42.00182, 3.11346, 3.00193, 3.12927, 1.35713, 3.15603, 1.42073, 13.38769, 13.52457, 2.90286, 40.09747, 2.20432, 1.65821, 3.65523, 15.42416, 1140.61, 416.9248, 3.43069
6, 03/03/2024 07:52:14, 60.059, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 88.00004, 97.57619, 2.93863, 2.21205, 1202.93275, 2.28668, 99.19976, 2.9654, 1191.27416, 41.94613, 41.93863, 3.06767, 2.91076, 3.15593, 1.38014, 3.20231, 1.44766, 13.45122, 13.66453, 2.63722, 41.54457, 1.98313, 1.88702, 3.74219, 14.84549, 1160.95, 436.274, 2.05561
7, 03/03/2024 07:53:14, 60.062, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 90.49387, 96.20685, 2.95586, 2.1613, 1200.87753, 2.27823, 98.81302, 2.95077, 1190.18132, 41.87794, 41.81676, 3.10807, 2.93523, 3.17365, 1.39303, 3.19916, 1.4802, 13.47522, 13.83155, 2.66483, 40.32839, 2.1213, 1.68533, 3.57508, 14.01811, 1165.64, 455.7014, 4.02386
8, 03/03/2024 07:54:14, 60.06, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 90.4427, 94.92467, 2.94863, 2.1846, 1197.08896, 2.26146, 98.44971, 2.95198, 1188.61147, 41.87469, 41.64067, 3.09087, 3.00954, 3.17705, 1.40487, 3.24629, 1.48599, 13.52572, 13.95377, 2.97876, 41.79092, 1.9292, 1.68901, 3.25844, 14.73724, 1151.33, 474.8902, 2.67702
9, 03/03/2024 07:55:14, 60.06, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 104.61731, 94.15669, 2.97623, 2.12632, 1191.11767, 2.22262, 98.68641, 2.96897, 1187.66205, 41.92351, 41.63157, 3.06818, 2.95643, 3.14078, 1.4131, 3.21839, 1.5136, 13.52032, 14.08345, 3.45683, 43.10591, 1.40147, 1.61279, 2.26028, 13.38856, 1164.43, 494.2974, 2.51737
10, 03/03/2024 07:56:14, 60.06, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 96.12782, 93.74228, 2.9885, 2.05031, 1186.23085, 2.19056, 98.59157, 2.97288, 1185.56839, 41.90001, 41.56377, 3.08031, 2.97878, 3.12472, 1.42645, 3.17927, 1.55063, 13.53008, 14.13532, 3.07748, 41.28271, 1.52097, 1.77698, 2.70272, 13.78621, 1130.65, 513.1415, 3.39872
11, 03/03/2024 07:57:14, 60.058, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 92.52823, 93.27896, 2.94506, 2.06906, 1181.57452, 2.20843, 98.36731, 2.95112, 1184.16718, 41.86921, 41.50298, 3.08087, 2.97828, 3.15779, 1.42988, 3.24159, 1.5667, 13.53876, 14.1607, 2.46882, 41.02715, 2.66307, 1.52298, 4.0558, 13.77299, 1146.54, 532.2506, 3.09564
12, 03/03/2024 07:58:14, 60.062, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 89.55437, 92.55792, 2.94538, 2.10755, 1175.41016, 2.21147, 98.04706, 2.96083, 1181.50238, 41.87495, 41.64836, 3.0498, 2.76647, 3.16058, 1.42918, 3.29683, 1.56429, 13.58949, 14.31787, 3.24099, 42.03742, 2.30173, 1.40842, 3.24181, 15.07138, 1104.45, 550.6581, 2.14081
13, 03/03/2024 07:59:14, 60.06, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 89.68091, 91.77322, 2.96817, 2.10468, 1168.32778, 2.21154, 97.76378, 2.96029, 1179.17459, 41.82789, 41.60728, 3.06205, 2.73224, 3.16672, 1.43191, 3.29761, 1.5668, 13.61328, 14.43838, 2.94499, 40.40655, 2.21364, 1.51389, 3.35121, 14.32766, 1109.88, 569.1562, 3.43059
14, 03/03/2024 08:00:14, 60.059, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 84.69833, 90.37416, 3.00315, 2.08765, 1156.72247, 2.20489, 97.32081, 2.96948, 1176.47965, 41.7766, 41.41895, 3.0846, 2.82215, 3.16562, 1.43572, 3.29051, 1.57618, 13.66358, 14.61543, 3.254, 40.15303, 2.01173, 1.55615, 3.13056, 15.25055, 1092.22, 587.3599, 3.79621
15, 03/03/2024 08:01:15, 60.06, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 92.39023, 90.57623, 2.93812, 2.13875, 1154.83116, 2.21138, 97.16603, 2.95999, 1175.09837, 41.73764, 41.28213, 3.10366, 2.9414, 3.17954, 1.43781, 3.36186, 1.57188, 13.66733, 14.49589, 2.69153, 40.5039, 2.40672, 1.50323, 3.61785, 13.78352, 1132.1, 606.2283, 3.70365
16, 03/03/2024 08:02:15, 60.057, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 88.08601, 89.82178, 2.97678, 2.10091, 1147.54565, 2.19896, 96.87555, 2.97731, 1173.19073, 41.71766, 41.12045, 3.10691, 3.05623, 3.16568, 1.43962, 3.31939, 1.57998, 13.71139, 14.58435, 3.60089, 41.06143, 1.80778, 1.49924, 2.71028, 15.15804, 1110.72, 624.7404, 3.21368
17, 03/03/2024 08:03:15, 60.062, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 92.11741, 90.17858, 2.96027, 2.09094, 1137.65591, 2.19972, 96.73563, 2.9679, 1171.2548, 41.69963, 41.07364, 3.10439, 3.1139, 3.17817, 1.4448, 3.31402, 1.58494, 13.72051, 14.50224, 2.68456, 41.08044, 2.2227, 1.62183, 3.60485, 14.03137, 1105.62, 643.1674, 3.01818
18, 03/03/2024 08:04:15, 60.06, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 93.95747, 90.693, 2.97009, 2.05376, 1135.46199, 2.18772, 96.65721, 2.97759, 1170.3103, 41.65332, 41.07032, 3.13989, 3.15556, 3.16278, 1.4457, 3.26683, 1.59066, 13.72217, 14.42722, 3.34852, 40.07529, 1.78756, 1.47612, 2.63865, 13.77839, 1138.29, 662.1389, 4.349
19, 03/03/2024 08:05:15, 60.06, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 102.88494, 91.69764, 2.94804, 2.05972, 1133.0417, 2.19734, 96.8272, 2.971, 1169.34005, 41.71553, 41.23567, 3.08678, 3.06985, 3.17239, 1.44374, 3.26866, 1.58695, 13.7145, 14.31451, 2.75142, 43.90792, 2.55457, 1.37451, 3.51128, 13.44285, 1135.39, 681.062, 1.21229
20, 03/03/2024 08:06:15, 60.062, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 92.43503, 92.41228, 2.99049, 2.0097, 1131.83577, 2.17567, 96.70467, 2.98674, 1168.08779, 41.69908, 41.30357, 3.10502, 3.09228, 3.15079, 1.44819, 3.18265, 1.58365, 13.73599, 14.25357, 3.64319, 41.10158, 1.47597, 1.60822, 2.37368, 14.50682, 1122.5, 699.7703, 3.76044
21, 03/03/2024 08:07:15, 60.059, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 107.60369, 93.65052, 2.98968, 2.03122, 1129.49973, 2.17938, 96.96997, 2.97512, 1167.00668, 41.73729, 41.41085, 3.07745, 3.09258, 3.15764, 1.44887, 3.1602, 1.55582, 13.70489, 14.09935, 2.56729, 43.16197, 2.31546, 1.47388, 3.41272, 12.54533, 1126.72, 718.5489, 2.04956
22, 03/03/2024 08:08:15, 60.059, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 93.61689, 93.8676, 2.9947, 2.05719, 1125.63524, 2.18895, 96.8841, 2.96778, 1165.5439, 41.72213, 41.46713, 3.08915, 3.05823, 3.17044, 1.44838, 3.16513, 1.53857, 13.70764, 14.08617, 2.71021, 41.13337, 2.56554, 1.42959, 3.66766, 13.81461, 1108.66, 737.0265, 3.54359
23, 03/03/2024 08:09:15, 60.062, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 91.7768, 93.97059, 2.99042, 2.07971, 1121.35148, 2.19063, 96.75372, 2.96644, 1163.64997, 41.74072, 41.51152, 3.06351, 3.01682, 3.17814, 1.45079, 3.17992, 1.52902, 13.73143, 14.08173, 2.916, 42.50056, 2.25496, 1.54946, 3.49397, 14.70664, 1086.57, 755.136, 2.01077
24, 03/03/2024 08:10:15, 60.057, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 87.83795, 92.86715, 2.93476, 2.17219, 1115.69694, 2.20367, 96.53508, 2.95624, 1161.70696, 41.71584, 41.34313, 3.06333, 3.05453, 3.19892, 1.45164, 3.30268, 1.52044, 13.74816, 14.15469, 2.59465, 40.64252, 2.74628, 1.48742, 4.08488, 14.45818, 1080.21, 773.1395, 3.05472
25, 03/03/2024 08:12:15, 60.06, 120.12, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 95.13163, 93.73479, 2.97395, 2.15885, 1115.32561, 2.19092, 96.74099, 2.9591, 1160.50659, 41.72864, 41.45769, 3.071, 3.05198, 3.18479, 1.45363, 3.23657, 1.49921, 13.72553, 14.08395, 2.74137, 41.12586, 2.39012, 1.46582, 3.50349, 13.62271, 1107.04, 810.9822, 3.29083
26, 03/03/2024 08:13:15, 60.059, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 94.34523, 94.06768, 2.92071, 2.18247, 1115.99441, 2.20142, 96.6868, 2.94701, 1159.47837, 41.72965, 41.44012, 3.05466, 3.06423, 3.20289, 1.45492, 3.28685, 1.50603, 13.72661, 13.99861, 2.49611, 41.76461, 2.64864, 1.51208, 4.00496, 13.77113, 1114.59, 829.5586, 2.32919
27, 03/03/2024 08:14:15, 60.061, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 97.44414, 94.58094, 2.87551, 2.2417, 1116.0208, 2.2217, 96.70296, 2.93155, 1158.40487, 41.72199, 41.50391, 3.0588, 3.05206, 3.22563, 1.45187, 3.34643, 1.49281, 13.71233, 13.91528, 2.34781, 41.37454, 3.23529, 1.31414, 4.25163, 13.06737, 1110.28, 848.0632, 3.24569
28, 03/03/2024 08:15:15, 60.058, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 102.99233, 95.81931, 2.84206, 2.2808, 1119.25614, 2.22976, 96.83392, 2.92708, 1158.01948, 41.73418, 41.64405, 3.0523, 2.98411, 3.23007, 1.44862, 3.36599, 1.4758, 13.69487, 13.76067, 2.72926, 42.27898, 2.63146, 1.30292, 3.4286, 12.91356, 1140.83, 867.077, 2.76149
29, 03/03/2024 08:16:15, 60.06, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 104.74658, 96.6538, 2.82499, 2.32552, 1121.7752, 2.24775, 97.00349, 2.91595, 1158.23819, 41.79628, 41.92311, 2.99645, 2.76351, 3.24791, 1.44496, 3.39637, 1.46048, 13.68416, 13.72053, 2.47558, 44.59098, 3.16624, 1.27974, 4.05194, 13.19901, 1167.98, 886.5433, 0.47697
30, 03/03/2024 08:17:15, 60.064, 60.06, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 100.17929, 97.49512, 2.78026, 2.33417, 1123.57074, 2.24126, 97.0669, 2.9139, 1157.80543, 41.77815, 41.91282, 3.01422, 2.8071, 3.24363, 1.44724, 3.41776, 1.46423, 13.66871, 13.5732, 2.81642, 40.9333, 1.9603, 1.55314, 3.04462, 12.94923, 1137.57, 905.5029, 3.84104
31, 03/03/2024 08:18:16, 60.055, 60.07, Pila 1624 sur[Pila 1624 sur], AC mantencion 03-03-2016 ., 84.78262, 96.9028, 2.78275, 2.31143, 1127.85085, 2.23423, 96.78648, 2.90934, 1158.03103, 41.73675, 41.82141, 3.03494, 2.87584, 3.2513, 1.45522, 3.41878, 1.47908, 13.69289, 13.62948, 2.72584, 39.8031, 1.97417, 1.8282, 3.60918, 14.82145, 1168.52, 924.9783, 4.00262
