Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "MgO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis]
1, 04/10/2024 10:27:29, 60.06, 0, Pila 8224 Sur[Pila 8224 Sur], AC mantencion 03-03-2016 ., 83.20832, 89.803, 3.2357, 2.05593, 1140.73932, 2.64534, 83.20832, 1031.92, 3.36458, 41.16457, 41.67919, 2.8495, 2.80572, 3.43366, 1.298, 3.1018, 1.50871, 15.9201, 14.91822, 3.36458, 41.16457, 2.8495, 2.64534, 1.298, 3.43366, 15.9201, 1031.92, 17.1987
2, 04/10/2024 10:28:29, 60.06, 60.06, Pila 8224 Sur[Pila 8224 Sur], AC mantencion 03-03-2016 ., 87.71906, 89.48183, 3.22311, 2.06943, 1143.01578, 2.40221, 85.54823, 1089.59309, 3.07493, 41.76978, 41.67898, 2.31611, 2.78573, 3.57844, 1.48965, 3.1303, 1.51264, 15.58399, 14.9647, 2.84414, 42.31727, 1.83356, 2.23053, 1.66302, 3.70941, 15.27992, 1141.72, 36.2273
3, 04/10/2024 10:29:29, 60.065, 60.06, Pila 8224 Sur[Pila 8224 Sur], AC mantencion 03-03-2016 ., 98.01781, 89.66607, 3.203, 2.06522, 1135.98631, 2.33961, 89.4883, 1096.30333, 3.00846, 42.11837, 41.68437, 2.25847, 2.76354, 3.49101, 1.49214, 3.13989, 1.52037, 14.99161, 14.92684, 2.87314, 42.78898, 2.14671, 2.21903, 1.49681, 3.32147, 13.84358, 1109.45, 54.7182
4, 04/10/2024 10:30:29, 60.056, 60.07, Pila 8224 Sur[Pila 8224 Sur], AC mantencion 03-03-2016 ., 98.65255, 89.16524, 3.13621, 2.15041, 1129.89608, 2.4081, 91.68691, 1106.71381, 2.94093, 42.04024, 41.51724, 2.48446, 2.84761, 3.49907, 1.45304, 3.24537, 1.50919, 14.56378, 14.9113, 2.74349, 41.81272, 3.12895, 2.62546, 1.34134, 3.52165, 13.34157, 1136.78, 73.6645
5, 04/10/2024 10:31:29, 60.058, 60.06, Pila 8224 Sur[Pila 8224 Sur], AC mantencion 03-03-2016 ., 95.87991, 89.94302, 3.06976, 2.18947, 1127.38133, 2.43689, 92.49708, 1105.55845, 2.89066, 42.05317, 41.53223, 2.49282, 2.88133, 3.53479, 1.45053, 3.29878, 1.50665, 14.41087, 14.75153, 2.69617, 42.10438, 2.52619, 2.55302, 1.44049, 3.67759, 13.79921, 1100.92, 92.0131
6, 04/10/2024 10:32:29, 60.062, 60.06, Pila 8224 Sur[Pila 8224 Sur], AC mantencion 03-03-2016 ., 94.30294, 89.72801, 3.06735, 2.18553, 1124.57584, 2.41319, 92.79686, 1109.48311, 2.90897, 41.94978, 41.4669, 2.58915, 2.90632, 3.48551, 1.44436, 3.302, 1.51085, 14.34083, 14.76271, 3.0041, 41.4459, 3.05689, 2.29515, 1.4143, 3.24602, 14.00005, 1128.68, 110.8245
7, 04/10/2024 10:33:29, 60.06, 60.06, Pila 8224 Sur[Pila 8224 Sur], AC mantencion 03-03-2016 ., 84.40768, 89.43201, 3.05092, 2.22327, 1120.75321, 2.42317, 91.54362, 1106.86825, 2.96365, 41.75113, 41.46697, 2.69992, 2.86399, 3.46275, 1.42902, 3.34604, 1.50501, 14.4975, 14.80016, 3.31358, 40.54722, 3.37001, 2.48842, 1.33615, 3.32491, 15.44481, 1090.93, 129.0066
8, 04/10/2024 10:34:30, 60.058, 60.06, Pila 8224 Sur[Pila 8224 Sur], AC mantencion 03-03-2016 ., 88.49428, 88.90614, 2.97362, 2.34075, 1115.729, 2.52157, 91.16262, 1101.28437, 2.88983, 41.94355, 41.55654, 2.40285, 2.63457, 3.61194, 1.43242, 3.50367, 1.49682, 14.5773, 14.86956, 2.45076, 43.35637, 0.16592, 3.2478, 1.45678, 4.73132, 15.16556, 1060.53, 146.6822
9, 04/10/2024 10:35:30, 60.063, 60.06, Pila 8224 Sur[Pila 8224 Sur], AC mantencion 03-03-2016 ., 74.36273, 88.03269, 2.96414, 2.41039, 1113.41947, 2.53739, 89.02281, 1104.63677, 2.88687, 41.68756, 41.46836, 2.46113, 2.63555, 3.68578, 1.45258, 3.57063, 1.48135, 14.83377, 14.97479, 2.86673, 39.64101, 2.92287, 2.64897, 1.61218, 4.27062, 16.86442, 1130.73, 165.5276
10, 04/10/2024 10:36:30, 60.06, 60.06, Pila 8224 Sur[Pila 8224 Sur], AC mantencion 03-03-2016 ., 82.17767, 87.57604, 2.90762, 2.47866, 1108.47007, 2.54839, 88.31575, 1106.04, 2.87661, 41.45694, 41.33765, 2.62835, 2.68779, 3.71075, 1.45611, 3.66813, 1.47989, 14.86306, 14.96846, 2.79021, 39.4068, 4.1149, 2.6439, 1.48747, 3.93272, 15.12346, 1118.5, 184.1692
