Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis], "MgO"  [CurrentAnalysis.Dry basis]
1, 16/08/2024 14:33:12, 60.061, 0, Pila 6724 Norte[Pila 6724 Norte], AC mantencion 03-03-2016 ., 120.75352, 89.8657, 2.62519, 2.45705, 1106.01569, 2.24772, 90.29966, 2.70823, 1083.55538, 40.68648, 40.67415, 3.47407, 3.34028, 3.62607, 1.61322, 3.84002, 1.56286, 14.18922, 14.18356, 2.56841, 45.29419, 2.67488, 1.24063, 3.31852, 11.70977, 1074.52, 1347.7379, 0.9066
2, 16/08/2024 14:34:12, 60.057, 60.06, Pila 6724 Norte[Pila 6724 Norte], AC mantencion 03-03-2016 ., 103.73851, 91.94622, 2.61466, 2.54982, 1093.23549, 2.25943, 90.45899, 2.70806, 1083.27012, 40.70368, 41.02629, 3.47465, 3.19033, 3.62696, 1.60525, 3.83756, 1.50503, 14.16914, 13.96903, 2.69399, 41.97894, 3.66318, 1.00793, 3.69223, 12.66219, 1061.54, 1365.4303, 3.51657
3, 16/08/2024 14:35:12, 60.062, 60.06, Pila 6724 Norte[Pila 6724 Norte], AC mantencion 03-03-2016 ., 83.896, 92.36182, 2.65089, 2.63938, 1091.30339, 2.27252, 90.36591, 2.70622, 1083.81674, 40.69538, 41.13813, 3.4746, 3.15954, 3.63828, 1.60099, 3.8196, 1.44716, 14.17864, 13.96157, 2.58298, 40.07741, 3.47712, 1.28646, 4.47318, 14.87707, 1123.67, 1384.1581, 3.47038
4, 16/08/2024 14:36:12, 60.061, 60.06, Pila 6724 Norte[Pila 6724 Norte], AC mantencion 03-03-2016 ., 84.18801, 91.73735, 2.69907, 2.6612, 1085.55957, 2.27325, 90.27853, 2.71141, 1084.34185, 40.68834, 41.12877, 3.47611, 3.15848, 3.63537, 1.5992, 3.79251, 1.42512, 14.19306, 14.08275, 3.12217, 40.16813, 2.33214, 1.46664, 3.42041, 15.25822, 1123.17, 1402.8776, 3.58769
5, 16/08/2024 14:37:12, 60.058, 60.06, Pila 6724 Norte[Pila 6724 Norte], AC mantencion 03-03-2016 ., 87.47006, 91.44842, 2.73763, 2.6362, 1086.90222, 2.26444, 90.24116, 2.71675, 1084.46551, 40.69043, 41.22674, 3.47039, 3.04, 3.62664, 1.60156, 3.75693, 1.42513, 14.20369, 14.18659, 3.16963, 40.85113, 1.65741, 1.78323, 2.95554, 15.02013, 1093.98, 1421.1106, 3.03108
6, 16/08/2024 14:38:12, 60.061, 60.06, Pila 6724 Norte[Pila 6724 Norte], AC mantencion 03-03-2016 ., 81.09264, 91.1403, 2.78539, 2.54124, 1088.61429, 2.25547, 90.10535, 2.72144, 1085.2029, 40.70924, 41.34851, 3.4378, 2.89014, 3.62403, 1.60677, 3.68728, 1.45098, 14.2353, 14.31209, 3.06715, 42.12713, 1.70781, 2.00423, 3.42283, 16.6456, 1140.34, 1440.1162, 0.94462
7, 16/08/2024 14:39:12, 60.061, 60.06, Pila 6724 Norte[Pila 6724 Norte], AC mantencion 03-03-2016 ., 91.25105, 91.08947, 2.81894, 2.55568, 1092.86422, 2.25378, 90.12039, 2.7254, 1086.60754, 40.68453, 41.16539, 3.47068, 3.12221, 3.61578, 1.60432, 3.63991, 1.42424, 14.22686, 14.2755, 3.05538, 38.90799, 2.11863, 1.42938, 3.02832, 13.61996, 1188.71, 1459.9281, 5.80199
8, 16/08/2024 14:40:12, 60.057, 60.06, Pila 6724 Norte[Pila 6724 Norte], AC mantencion 03-03-2016 ., 82.63594, 90.57179, 2.87257, 2.5316, 1092.21793, 2.2497, 90.02129, 2.73416, 1087.13024, 40.66167, 41.06655, 3.48829, 3.19713, 3.60558, 1.60269, 3.58231, 1.41504, 14.24022, 14.3552, 3.56217, 38.88575, 1.90563, 1.47608, 2.81286, 15.27789, 1127.73, 1478.7237, 4.85658
9, 16/08/2024 14:41:12, 60.062, 60.06, Pila 6724 Norte[Pila 6724 Norte], AC mantencion 03-03-2016 ., 77.30564, 89.47405, 2.9581, 2.45108, 1095.81614, 2.24342, 89.8276, 2.74268, 1088.17144, 40.67489, 41.08118, 3.46306, 3.12601, 3.60164, 1.60543, 3.503, 1.42917, 14.28129, 14.58985, 3.41216, 41.68598, 1.81519, 1.81632, 3.29696, 17.44735, 1167.31, 1498.1789, 1.51486
10, 16/08/2024 14:42:12, 60.058, 60.06, Pila 6724 Norte[Pila 6724 Norte], AC mantencion 03-03-2016 ., 73.71749, 88.04142, 2.94301, 2.52224, 1102.69782, 2.25785, 89.59505, 2.74022, 1088.67749, 40.66616, 40.99231, 3.44838, 3.07026, 3.61989, 1.60325, 3.59671, 1.426, 14.31259, 14.78187, 2.5807, 39.9269, 3.58582, 1.42463, 5.10848, 16.86001, 1128.97, 1516.995, 2.24733
