Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis]
1, 12/11/2023 07:40:20, 60.061, 0, Pila 8323 Sur[Pila 8323 Sur], AC mantencion 03-03-2016 ., 81.63384, 82.07467, 3.41189, 2.15721, 1174.0269, 2.32177, 79.80771, 3.37953, 1168.11721, 40.37841, 40.88308, 2.91144, 2.72236, 3.37337, 1.45293, 3.22134, 1.49329, 16.31059, 16.0858, 3.41134, 41.8917, 2.10273, 1.56607, 3.29302, 16.57603, 1195.15, 588.6243
2, 12/11/2023 07:41:21, 60.059, 60.06, Pila 8323 Sur[Pila 8323 Sur], AC mantencion 03-03-2016 ., 89.50315, 83.40741, 3.36878, 2.14893, 1176.29554, 2.32179, 80.10558, 3.35927, 1169.04324, 40.41742, 41.04708, 2.9085, 2.69486, 3.38238, 1.45679, 3.21557, 1.49636, 16.25609, 15.87348, 2.81635, 41.53077, 2.3223, 1.56819, 3.6418, 14.67315, 1196.38, 608.564
3, 12/11/2023 07:42:21, 60.065, 60.06, Pila 8323 Sur[Pila 8323 Sur], AC mantencion 03-03-2016 ., 85.78372, 84.74026, 3.27133, 2.17019, 1178.4975, 2.32042, 80.27734, 3.33119, 1170.73993, 40.42865, 41.23536, 2.89671, 2.59402, 3.40115, 1.46575, 3.27463, 1.50892, 16.21255, 15.64858, 2.6118, 40.76398, 2.2855, 1.73594, 3.9675, 14.89624, 1221.46, 628.9216
4, 12/11/2023 07:43:21, 60.056, 60.07, Pila 8323 Sur[Pila 8323 Sur], AC mantencion 03-03-2016 ., 78.74801, 85.201, 3.1529, 2.21476, 1179.40888, 2.32573, 80.23202, 3.29928, 1171.24137, 40.37647, 41.18399, 2.92486, 2.63737, 3.43055, 1.47504, 3.38317, 1.52755, 16.18493, 15.483, 2.49136, 38.70781, 2.46613, 1.77201, 4.37002, 15.302, 1187.18, 648.7079
5, 12/11/2023 07:44:21, 60.06, 60.06, Pila 8323 Sur[Pila 8323 Sur], AC mantencion 03-03-2016 ., 70.23102, 84.82871, 3.10945, 2.19957, 1183.0745, 2.32046, 79.91063, 3.29128, 1171.84613, 40.33691, 41.1517, 2.92334, 2.60081, 3.44624, 1.48515, 3.43074, 1.55973, 16.23058, 15.51765, 3.06566, 39.00958, 2.17864, 1.82079, 3.96685, 17.74295, 1191.6, 668.5679
6, 12/11/2023 07:45:21, 60.059, 60.06, Pila 8323 Sur[Pila 8323 Sur], AC mantencion 03-03-2016 ., 78.20803, 85.00284, 3.07193, 2.18175, 1186.01256, 2.312, 79.86026, 3.2831, 1172.62026, 40.34614, 41.24046, 2.89982, 2.48684, 3.45327, 1.49363, 3.46009, 1.58593, 16.24115, 15.501, 3.03411, 40.65448, 2.07352, 1.77974, 3.69034, 16.59681, 1198.53, 688.5434
7, 12/11/2023 07:46:21, 60.059, 60.06, Pila 8323 Sur[Pila 8323 Sur], AC mantencion 03-03-2016 ., 90.85581, 85.34987, 2.99873, 2.22788, 1189.13183, 2.31333, 80.15216, 3.2706, 1173.79032, 40.39638, 41.2842, 2.88417, 2.44791, 3.4574, 1.49456, 3.54701, 1.5921, 16.19587, 15.41079, 2.86471, 42.07929, 2.357, 1.52559, 3.59581, 14.67131, 1213.62, 708.7705
8, 12/11/2023 07:47:21, 60.062, 60.06, Pila 8323 Sur[Pila 8323 Sur], AC mantencion 03-03-2016 ., 88.80525, 85.93276, 2.94236, 2.19787, 1191.27628, 2.31578, 80.36726, 3.24326, 1174.25668, 40.39963, 41.22985, 2.89559, 2.53912, 3.47563, 1.50084, 3.56383, 1.6215, 16.13999, 15.25711, 2.42107, 40.5138, 2.39131, 1.72405, 4.12276, 14.15552, 1190.91, 728.619
9, 12/11/2023 07:48:21, 60.061, 60.06, Pila 8323 Sur[Pila 8323 Sur], AC mantencion 03-03-2016 ., 80.88183, 85.58679, 2.9226, 2.19841, 1191.87454, 2.30678, 80.38037, 3.22781, 1174.76672, 40.35694, 41.09715, 2.9345, 2.63415, 3.48238, 1.50963, 3.58845, 1.63229, 16.11321, 15.25812, 2.7228, 38.79822, 2.03736, 1.83015, 3.72868, 15.13556, 1193.45, 748.5098
10, 12/11/2023 07:49:21, 60.059, 60.06, Pila 8323 Sur[Pila 8323 Sur], AC mantencion 03-03-2016 ., 79.09035, 84.85587, 2.91136, 2.20466, 1189.93449, 2.30587, 80.34712, 3.21227, 1174.35493, 40.38437, 41.05066, 2.88851, 2.58864, 3.50093, 1.51827, 3.63076, 1.64686, 16.123, 15.36506, 2.70974, 41.45428, 2.27682, 1.85873, 4.23199, 16.50425, 1158.39, 767.8164
