Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis], "MgO"  [CurrentAnalysis.Dry basis]
1, 24/07/2024 15:54:30, 60.063, 0, Pila 6024 Sur[Pila 6024 Sur], AC mantencion 03-03-2016 ., 95.11674, 96.82601, 3.13929, 2.29069, 1095.80808, 2.58901, 103.45022, 2.97796, 1077.03274, 42.28267, 41.89641, 3.06436, 2.98669, 3.14646, 1.21531, 3.07073, 1.34053, 12.98918, 13.84821, 3.12446, 41.76825, 2.65593, 1.22771, 3.26071, 14.02391, 1191.5, 503.0814, 3.1477
2, 24/07/2024 15:55:30, 60.058, 60.06, Pila 6024 Sur[Pila 6024 Sur], AC mantencion 03-03-2016 ., 85.54382, 96.80145, 3.1732, 2.29056, 1101.87869, 2.57402, 102.65843, 2.99008, 1081.97521, 42.23503, 41.8609, 3.0667, 3.04702, 3.15082, 1.22408, 3.03943, 1.32694, 13.08132, 13.85537, 3.27493, 41.01999, 2.25472, 1.44627, 3.26093, 15.41573, 1205.71, 523.1765, 3.12563
3, 24/07/2024 15:56:30, 60.058, 60.06, Pila 6024 Sur[Pila 6024 Sur], AC mantencion 03-03-2016 ., 96.4448, 98.03558, 3.13797, 2.26139, 1110.90139, 2.5462, 102.40701, 2.98396, 1088.23478, 42.24576, 42.06341, 3.03283, 2.93507, 3.15587, 1.23945, 3.03458, 1.34191, 13.11544, 13.7333, 2.84538, 42.5155, 2.01517, 1.62967, 3.28408, 13.98151, 1245.94, 543.9422, 2.17195
4, 24/07/2024 15:57:30, 60.063, 60.06, Pila 6024 Sur[Pila 6024 Sur], AC mantencion 03-03-2016 ., 87.71984, 97.51672, 3.09269, 2.24157, 1118.39074, 2.51773, 101.79666, 2.96456, 1094.53227, 42.23842, 42.18771, 2.98317, 2.77589, 3.18299, 1.26423, 3.09177, 1.37929, 13.18402, 13.82757, 2.57321, 42.00096, 2.0274, 1.92643, 3.90564, 15.00713, 1257.92, 564.9075, 1.65095
5, 24/07/2024 15:58:30, 60.06, 60.06, Pila 6024 Sur[Pila 6024 Sur], AC mantencion 03-03-2016 ., 93.18101, 98.62835, 3.06927, 2.18148, 1125.33973, 2.4902, 101.47509, 2.95124, 1098.40522, 42.26609, 42.30934, 2.92069, 2.72774, 3.19835, 1.28437, 3.06162, 1.40346, 13.22957, 13.70456, 2.64203, 43.03961, 1.95363, 1.86207, 3.6378, 14.53082, 1207.15, 585.0267, 1.12538
6, 24/07/2024 15:59:30, 60.058, 60.06, Pila 6024 Sur[Pila 6024 Sur], AC mantencion 03-03-2016 ., 79.02302, 96.71476, 3.05111, 2.18306, 1139.29362, 2.47252, 100.58284, 2.95229, 1102.73031, 42.17657, 42.08149, 2.9505, 2.79063, 3.21255, 1.2993, 3.1226, 1.43038, 13.32029, 13.89161, 2.97782, 39.56735, 2.09186, 1.73267, 3.6245, 15.95268, 1226.51, 605.4686, 3.81562
7, 24/07/2024 16:00:30, 60.062, 60.06, Pila 6024 Sur[Pila 6024 Sur], AC mantencion 03-03-2016 ., 94.92177, 96.46201, 3.03225, 2.1272, 1151.34062, 2.42024, 100.39669, 2.96058, 1105.60559, 42.14831, 41.99769, 2.96539, 2.83667, 3.1893, 1.31776, 3.11717, 1.46539, 13.34352, 13.89547, 3.22232, 41.28584, 1.31849, 1.8809, 2.47994, 14.05203, 1193.15, 625.3544, 3.41988
8, 24/07/2024 16:01:30, 60.058, 60.06, Pila 6024 Sur[Pila 6024 Sur], AC mantencion 03-03-2016 ., 87.17251, 95.69863, 3.01498, 2.09462, 1163.04315, 2.41171, 99.93263, 2.94725, 1108.28186, 42.16269, 42.14738, 2.91655, 2.65119, 3.2149, 1.33304, 3.15428, 1.5059, 13.40395, 14.05032, 2.61881, 42.61047, 2.2141, 1.82183, 4.03371, 15.33452, 1192.49, 645.2292, 1.35189
9, 24/07/2024 16:02:30, 60.062, 60.06, Pila 6024 Sur[Pila 6024 Sur], AC mantencion 03-03-2016 ., 82.77851, 94.44967, 3.01198, 2.03894, 1171.63487, 2.3788, 99.34843, 2.95271, 1110.5746, 42.13511, 42.04869, 2.90118, 2.64564, 3.21388, 1.35105, 3.16448, 1.55202, 13.47889, 14.20599, 3.11441, 41.18863, 1.62723, 1.95277, 3.17761, 15.97812, 1185.45, 664.9866, 2.38535
10, 24/07/2024 16:03:30, 60.059, 60.06, Pila 6024 Sur[Pila 6024 Sur], AC mantencion 03-03-2016 ., 93.08268, 93.75941, 2.9804, 2.00075, 1183.27753, 2.3443, 99.14691, 2.95753, 1113.60973, 42.17467, 42.08327, 2.84388, 2.51551, 3.20535, 1.3673, 3.20122, 1.60001, 13.52375, 14.3096, 3.10868, 43.48318, 1.53362, 1.9057, 2.92262, 15.00971, 1213.41, 685.2102, 0.94431
