Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis], "MgO"  [CurrentAnalysis.Dry basis]
1, 07/04/2024 07:10:34, 60.058, 0, Pila 2624 Sur[Pila 2624 Sur], AC mantencion 03-03-2016 ., 109.07684, 96.93888, 2.92692, 2.44649, 1099.05621, 2.68645, 118.03506, 2.67548, 1010.28399, 43.26682, 42.2117, 3.02643, 2.60528, 3.13248, 1.16603, 3.35193, 1.3701, 11.50059, 13.821, 2.31552, 41.2221, 2.65393, 1.37566, 3.6509, 11.63913, 1020.55, 100.4783, 3.90227
2, 07/04/2024 07:11:34, 60.059, 60.06, Pila 2624 Sur[Pila 2624 Sur], AC mantencion 03-03-2016 ., 97.98242, 96.33882, 2.91411, 2.39575, 1091.75549, 2.59134, 114.77775, 2.65635, 1011.76441, 43.09516, 42.20423, 2.96889, 2.5645, 3.19849, 1.2343, 3.36555, 1.4048, 11.77504, 13.9013, 2.56165, 42.04185, 2.18464, 1.64585, 3.5956, 13.42676, 1020.51, 117.4869, 2.62046
3, 07/04/2024 07:12:34, 60.062, 60.06, Pila 2624 Sur[Pila 2624 Sur], AC mantencion 03-03-2016 ., 95.35955, 96.16145, 2.94402, 2.32807, 1083.14837, 2.48988, 111.91342, 2.69515, 1014.82148, 43.03483, 42.16398, 2.88998, 2.63148, 3.1996, 1.28504, 3.3109, 1.42217, 12.08674, 13.93422, 2.93954, 42.61564, 1.9627, 1.63392, 3.20689, 14.22973, 1035.63, 134.7474, 2.34688
4, 07/04/2024 07:13:34, 60.058, 60.06, Pila 2624 Sur[Pila 2624 Sur], AC mantencion 03-03-2016 ., 93.04435, 96.82469, 2.95056, 2.28216, 1073.94273, 2.44332, 109.4328, 2.70612, 1022.71352, 42.78909, 42.09479, 2.95555, 2.77637, 3.22499, 1.31992, 3.25744, 1.42735, 12.29906, 13.82275, 2.78051, 40.92728, 2.15773, 1.58337, 3.4165, 13.90221, 1081.7, 152.7758, 3.45073
5, 07/04/2024 07:14:34, 60.062, 60.06, Pila 2624 Sur[Pila 2624 Sur], AC mantencion 03-03-2016 ., 88.98952, 97.85369, 2.90007, 2.31048, 1066.64562, 2.42137, 106.97979, 2.72514, 1026.39043, 42.6922, 42.0852, 2.89351, 2.85072, 3.26299, 1.34758, 3.28407, 1.42138, 12.56447, 13.64614, 2.87207, 41.82598, 2.26083, 1.59106, 3.59712, 14.9008, 1058.24, 170.4132, 2.34583
6, 07/04/2024 07:15:34, 60.059, 60.06, Pila 2624 Sur[Pila 2624 Sur], AC mantencion 03-03-2016 ., 85.30884, 97.36327, 2.83384, 2.36761, 1056.91922, 2.41803, 104.68651, 2.70272, 1025.75758, 42.57311, 42.01003, 2.84051, 2.88281, 3.34817, 1.38467, 3.38662, 1.43039, 12.79156, 13.65062, 2.52553, 41.33143, 2.39191, 1.76446, 4.22043, 15.11506, 1019.41, 187.4033, 2.29543
7, 07/04/2024 07:16:34, 60.058, 60.06, Pila 2624 Sur[Pila 2624 Sur], AC mantencion 03-03-2016 ., 99.63258, 98.93324, 2.78042, 2.42193, 1054.00761, 2.42844, 104.20825, 2.69517, 1034.55341, 42.6033, 42.20562, 2.75705, 2.79414, 3.37828, 1.39113, 3.42711, 1.41504, 12.85437, 13.46319, 2.62466, 42.90401, 2.52869, 1.45646, 3.68294, 13.48917, 1122.65, 206.1142, 1.91125
8, 07/04/2024 07:17:34, 60.062, 60.06, Pila 2624 Sur[Pila 2624 Sur], AC mantencion 03-03-2016 ., 88.62678, 99.79719, 2.70975, 2.48987, 1045.69695, 2.50301, 102.87115, 2.62941, 1035.7575, 42.5159, 42.11751, 2.68561, 2.89173, 3.51935, 1.40605, 3.4949, 1.40365, 12.9509, 13.27384, 2.06951, 41.40769, 3.29914, 1.5862, 5.23311, 14.11261, 1049.94, 223.6133, 1.81306
9, 07/04/2024 07:18:34, 60.059, 60.06, Pila 2624 Sur[Pila 2624 Sur], AC mantencion 03-03-2016 ., 88.71683, 100.83806, 2.62541, 2.51601, 1044.67859, 2.4941, 101.73065, 2.59306, 1039.96536, 42.32842, 42.13127, 2.75452, 2.91154, 3.58313, 1.43664, 3.56761, 1.41796, 13.01658, 13.08917, 2.23333, 39.98904, 2.40834, 1.81715, 4.37631, 13.83205, 1091.68, 241.808, 3.61164
10, 07/04/2024 07:19:34, 60.063, 60.06, Pila 2624 Sur[Pila 2624 Sur], AC mantencion 03-03-2016 ., 92.14024, 101.02252, 2.57942, 2.49653, 1043.91351, 2.49653, 101.02252, 2.57942, 1043.91351, 42.21471, 42.21471, 2.79949, 2.79949, 3.61617, 1.44848, 3.61617, 1.44848, 13.06387, 13.06387, 2.41839, 40.69917, 2.52546, 1.60606, 4.05604, 13.69316, 1096.17, 260.0774, 3.39816
