Index, Time, Period, Seconds since, Mound, Comment," ""LSF""  [CurrentAnalysis.Dry basis]"," ""LSF""  [Rolling.Analysis1.Dry basis]"," ""SM""  [Rolling.Analysis1.Dry basis]"," ""IM""  [Rolling.Analysis1.Dry basis]"," ""Tph""  [Rolling.Analysis1.Dry basis]"," ""IM""  [CurrentProduct.Dry basis]"," ""LSF""  [CurrentProduct.Dry basis]"," ""SM""  [CurrentProduct.Dry basis]"," ""Tph""  [CurrentProduct.Dry basis]"," ""CaO""  [CurrentProduct.Dry basis]"," ""CaO""  [Rolling.Analysis1.Dry basis]"," ""MgO""  [CurrentProduct.Dry basis]"," ""MgO""  [Rolling.Analysis1.Dry basis]"," ""Al2O3""  [CurrentProduct.Dry basis]"," ""Fe2O3""  [CurrentProduct.Dry basis]"," ""Al2O3""  [Rolling.Analysis1.Dry basis]"," ""Fe2O3""  [Rolling.Analysis1.Dry basis]"," ""SiO2""  [CurrentProduct.Dry basis]"," ""SiO2""  [Rolling.Analysis1.Dry basis]"," ""SM""  [CurrentAnalysis.Dry basis]"," ""CaO""  [CurrentAnalysis.Dry basis]"," ""IM""  [CurrentAnalysis.Dry basis]"," ""Fe2O3""  [CurrentAnalysis.Dry basis]"," ""Al2O3""  [CurrentAnalysis.Dry basis]"," ""SiO2""  [CurrentAnalysis.Dry basis]"," ""Tph""  [CurrentAnalysis.Dry basis]"," ""Tons""  [CurrentProduct.Dry basis]"
1, 16/09/2023 12:43:11,60.058,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,101.46301,97.93454,2.83537,2.34508,1166.49675,2.3688,90.00824,2.88223,1088.36828,40.81134,41.46091,3.27822,3.33303,3.5063,1.4802,3.31221,1.4124,14.37222,13.39602,2.81083,42.22732,2.03342,1.54581,3.14328,13.18021,1128.53,722.8934
2, 16/09/2023 12:44:11,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,105.724,98.59596,2.81026,2.33648,1167.3272,2.36057,90.39549,2.876,1090.6824,40.90445,41.55995,3.22096,3.30153,3.50249,1.48375,3.32043,1.42113,14.34042,13.32498,2.64763,44.30865,2.08458,1.61335,3.36315,13.17591,1176.03,742.494
3, 16/09/2023 12:45:11,60.067,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,107.6287,99.76577,2.80812,2.30495,1170.72567,2.34594,90.77803,2.88178,1092.73486,40.90829,41.62448,3.25381,3.31975,3.47566,1.48157,3.27594,1.42126,14.28564,13.19028,3.15769,41.02633,1.77021,1.39978,2.4779,12.2445,1170.83,762.0079
4, 16/09/2023 12:46:11,60.052,60.07, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,101.85898,100.30284,2.77562,2.3081,1169.02189,2.34122,91.01345,2.8792,1092.8765,40.91013,41.56092,3.26835,3.39832,3.46758,1.4811,3.28839,1.42472,14.24824,13.08181,2.76471,40.98048,2.14479,1.46166,3.13496,12.7083,1098.77,780.3208
5, 16/09/2023 12:47:11,60.061,60.05, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,100.5466,100.62247,2.76493,2.30846,1172.66111,2.34227,91.23755,2.87885,1095.5193,40.94083,41.68231,3.26504,3.31398,3.46247,1.47826,3.2989,1.42905,14.22364,13.07245,2.8646,42.1263,2.38614,1.36806,3.26437,13.27003,1198.74,800.2997
6, 16/09/2023 12:48:11,60.06,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,98.87364,100.48833,2.75537,2.25786,1173.31541,2.32763,91.41428,2.8779,1097.60261,40.97214,41.74613,3.25136,3.24844,3.45321,1.48357,3.29712,1.46029,14.20756,13.10838,2.83815,42.22493,1.81541,1.69699,3.08073,13.55987,1182.22,820.0033
7, 16/09/2023 12:49:11,60.058,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,94.37532,99.79464,2.72214,2.28394,1170.57605,2.338,91.47918,2.86598,1099.19044,40.93952,41.50473,3.28377,3.40673,3.46516,1.48211,3.34762,1.46572,14.17877,13.10258,2.40972,39.57342,2.78991,1.42078,3.96384,12.9754,1166.18,839.4396
8, 16/09/2023 12:50:11,60.064,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,100.54464,100.03242,2.72839,2.21672,1174.65663,2.32433,91.67704,2.86534,1101.55603,40.94977,41.48072,3.29387,3.4459,3.4534,1.48576,3.30179,1.4895,14.15238,13.07249,2.83711,41.35901,1.81415,1.63584,2.96766,13.06065,1200.78,859.4526
9, 16/09/2023 12:51:11,60.057,60.07, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,82.82087,98.8176,2.68975,2.21137,1174.26419,2.31668,91.4654,2.85882,1102.78421,40.95938,41.44104,3.26053,3.38392,3.46591,1.49607,3.37902,1.52802,14.18538,13.19873,2.61363,41.37289,2.05257,1.96585,4.03505,15.68411,1157.5,878.7443
10, 16/09/2023 12:52:11,60.063,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,93.82858,97.3818,2.70534,2.18022,1164.17721,2.30482,91.51388,2.85471,1102.53669,40.9943,41.47657,3.22646,3.20479,3.46629,1.50393,3.39986,1.55942,14.18855,13.41652,2.6707,42.68757,1.84828,1.88541,3.48475,14.34206,1090.57,896.9205
11, 16/09/2023 12:53:12,60.057,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,85.94738,96.88799,2.72863,2.15319,1155.91769,2.29935,91.39969,2.85646,1101.83884,40.99491,41.48514,3.21552,3.14637,3.4664,1.50755,3.37936,1.56947,14.20789,13.50351,2.94195,41.02343,2.05225,1.69172,3.47182,15.19089,1066.63,914.6976
12, 16/09/2023 12:54:12,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,84.76511,96.44017,2.73905,2.12943,1142.58262,2.29574,91.2726,2.85515,1100.73762,40.96072,41.36611,3.23435,3.21135,3.46816,1.51069,3.36253,1.57908,14.21535,13.5353,2.78944,39.15735,2.12431,1.67624,3.56084,14.60849,1042.78,932.0773
13, 16/09/2023 12:55:12,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,92.26043,96.61267,2.8023,2.05913,1142.41559,2.27902,91.29221,2.86782,1101.55465,40.94796,41.29835,3.26021,3.34022,3.44538,1.51178,3.25001,1.57834,14.21626,13.53049,3.64345,40.32086,1.50201,1.56379,2.34883,14.25544,1141.58,951.1037
14, 16/09/2023 12:56:12,60.058,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,87.99163,95.6861,2.82629,2.03725,1140.72739,2.26972,91.22507,2.87253,1102.22656,40.95405,41.30711,3.24911,3.2814,3.43929,1.51529,3.24652,1.59358,14.23218,13.67953,3.1161,41.2602,1.85141,1.692,3.13258,15.03386,1135.98,970.0367
15, 16/09/2023 12:57:12,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,91.26473,95.05606,2.84749,2.02493,1144.03061,2.26973,91.22586,2.87365,1103.66519,40.96112,41.41988,3.24891,3.14524,3.43867,1.51501,3.24904,1.60452,14.23514,13.82048,2.92937,41.30916,2.27035,1.5011,3.40803,14.38065,1174.93,989.6189
16, 16/09/2023 12:58:12,60.063,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,87.03717,94.07919,2.86216,2.03393,1146.8699,2.26777,91.14186,2.87661,1104.96213,40.95698,41.32143,3.24362,3.15668,3.43748,1.51579,3.26465,1.60509,14.24862,13.93799,3.02793,40.74542,2.17067,1.55564,3.37678,14.93502,1170.74,1009.1313
17, 16/09/2023 12:59:12,66.062,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,83.99523,92.56135,2.87694,2.03662,1137.246,2.26445,90.99259,2.87626,1103.65774,40.95172,41.07285,3.23711,3.27867,3.44157,1.51982,3.28454,1.61274,14.27022,14.08915,2.85997,40.68129,2.11698,1.72307,3.6477,15.36021,1038.47,1029.3238
18, 16/09/2023 13:00:18,60.061,66.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,96.75772,91.93898,2.85139,2.06172,1137.45995,2.2628,91.09415,2.87344,1104.96758,40.94856,41.05494,3.24529,3.2227,3.43972,1.52012,3.34451,1.62219,14.25178,14.162,2.7237,40.78137,2.1773,1.53542,3.34307,13.28753,1173.88,1048.8885
19, 16/09/2023 13:01:18,60.059,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,86.61088,91.00954,2.87263,2.0481,1140.13393,2.25642,91.01239,2.87742,1105.60262,40.92671,40.97144,3.2625,3.24666,3.43389,1.52183,3.34266,1.63208,14.25968,14.29059,3.10681,39.72579,1.92695,1.61586,3.11368,14.69376,1140.64,1067.8992
20, 16/09/2023 13:02:18,60.059,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,86.93145,90.11945,2.85622,2.06416,1133.57153,2.2631,90.94053,2.8728,1105.53665,40.92848,40.89394,3.25332,3.22054,3.44465,1.52209,3.39481,1.64464,14.26847,14.39378,2.63408,41.03021,2.64999,1.53754,4.07448,14.78252,1101.7,1086.2608
21, 16/09/2023 13:16:37,60.06,858.87, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,68.7836,88.05678,2.85875,2.09455,1123.65391,2.26289,90.53455,2.87285,1104.29269,40.87843,40.60685,3.26413,3.30112,3.45572,1.52712,3.46297,1.65333,14.31497,14.62622,2.87554,37.59919,2.2518,1.85368,4.1741,17.3331,1025.21,1103.3476
22, 16/09/2023 13:17:37,60.058,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,80.33915,87.12387,2.90133,2.04769,1121.28304,2.25814,90.35078,2.87508,1104.7573,40.84805,40.57565,3.2799,3.26835,3.45566,1.53031,3.42736,1.67377,14.33505,14.80005,3.00073,39.06513,2.01011,1.71742,3.4522,15.51263,1131.93,1122.213
23, 16/09/2023 13:18:37,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,82.51811,85.95419,2.90492,2.07282,1120.27278,2.25665,90.21231,2.87539,1106.18683,40.80145,40.34775,3.31339,3.37297,3.45601,1.53148,3.46393,1.67112,14.34096,14.9169,2.89289,38.15316,2.1756,1.59766,3.47587,14.67718,1187.26,1142.0006
24, 16/09/2023 13:20:43,60.061,126.13, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,85.08377,86.11912,2.89872,2.10363,1118.67889,2.26103,90.12529,2.86874,1106.64748,40.79814,40.29423,3.30527,3.44502,3.46816,1.53388,3.47519,1.652,14.34957,14.8623,2.52469,40.59016,2.50523,1.68068,4.21048,14.87332,1134.47,1160.9084
25, 16/09/2023 13:21:43,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,95.7191,86.25988,2.97714,2.03714,1123.95342,2.23619,90.21494,2.88417,1107.67996,40.81179,40.23305,3.30366,3.54841,3.43816,1.53751,3.349,1.64397,14.3507,14.86474,4.21483,41.61232,0.95308,1.75126,1.6691,14.41625,1169.19,1180.3948
26, 16/09/2023 13:22:43,60.059,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,89.93591,86.49771,2.96466,2.03808,1120.18938,2.23352,90.21094,2.88208,1106.16717,40.837,40.32416,3.27397,3.46373,3.44144,1.54082,3.36041,1.64881,14.35925,14.85062,2.74462,42.64167,2.06746,1.77826,3.67647,14.97118,998.909,1197.0433
27, 16/09/2023 13:23:43,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,108.91201,87.95143,2.96964,2.02041,1128.39082,2.22726,90.4795,2.8818,1107.20404,40.88076,40.61843,3.25638,3.32864,3.43233,1.54106,3.31482,1.64067,14.33232,14.71602,2.86305,43.52648,1.85159,1.55537,2.8799,12.69841,1170.81,1216.5569
28, 16/09/2023 13:24:43,60.059,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,94.96365,88.18618,2.96844,2.05796,1140.07402,2.22504,90.55678,2.89111,1110.48469,40.90204,40.74938,3.24887,3.2112,3.42036,1.53721,3.33724,1.62163,14.33289,14.72012,3.5275,42.08988,2.0807,1.32173,2.75013,14.3635,1295.35,1238.1461
29, 16/09/2023 13:25:44,60.057,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,105.41723,89.34101,2.95016,2.10579,1148.30558,2.23068,90.78617,2.8903,1112.80217,40.95633,40.96392,3.21766,3.11191,3.41967,1.53302,3.35369,1.59261,14.31475,14.59237,2.839,44.16802,2.6298,1.28494,3.37914,13.24132,1250.48,1258.9874
30, 16/09/2023 13:26:44,60.064,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,98.94845,89.85536,2.96793,2.07545,1150.46563,2.22401,90.9116,2.89481,1114.25624,40.99721,41.12072,3.1936,3.00415,3.41059,1.53353,3.31439,1.59695,14.31228,14.57651,3.21168,43.55235,1.81573,1.56562,2.84274,14.15825,1205.38,1279.0771
31, 16/09/2023 13:27:44,60.057,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,105.75193,91.10195,2.97448,2.02956,1157.25055,2.21212,91.13287,2.89817,1116.66541,41.02823,41.2753,3.18911,3.00011,3.39594,1.53515,3.25189,1.60226,14.29114,14.43857,3.13558,42.84841,1.54823,1.63053,2.52445,13.02827,1263.05,1300.1279
32, 16/09/2023 13:28:44,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,101.08145,92.30686,2.98365,2.00089,1171.52816,2.20386,91.28257,2.89938,1118.63689,41.06342,41.45708,3.1722,2.94339,3.38822,1.5374,3.20017,1.59937,14.28127,14.32016,2.98049,43.24945,1.73352,1.67739,2.9078,13.66615,1242.42,1320.8349
33, 16/09/2023 13:29:44,60.06,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,109.07646,93.1606,2.98002,1.99735,1180.78414,2.20235,91.54542,2.89616,1121.54849,41.12261,41.74349,3.13299,2.73235,3.38601,1.53746,3.1944,1.59933,14.25914,14.28541,2.69456,44.71955,2.11044,1.54084,3.25184,12.91415,1299.16,1342.4875
34, 16/09/2023 13:30:44,60.063,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,107.6839,94.48441,2.94391,2.01876,1184.58664,2.20319,91.75633,2.89146,1122.67902,41.1401,41.91181,3.13417,2.66993,3.38494,1.53638,3.20785,1.58902,14.22978,14.12154,2.57164,42.28183,2.26155,1.4649,3.31294,12.2869,1198.65,1362.4651
35, 16/09/2023 13:31:44,60.057,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,106.99931,95.76675,2.93574,1.9923,1192.15285,2.20286,91.95765,2.88588,1124.11135,41.1589,41.99931,3.13263,2.69216,3.38472,1.53651,3.16597,1.58911,14.20209,13.95967,2.51745,42.39172,2.18133,1.54467,3.36942,12.37098,1220.08,1382.7998
36, 16/09/2023 13:32:44,60.06,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,96.9847,97.74146,2.94997,1.9656,1200.02027,2.19769,92.02597,2.88854,1124.69733,41.1736,42.25545,3.12833,2.62997,3.37827,1.53719,3.094,1.57407,14.19848,13.77064,3.09306,42.20813,1.84428,1.5849,2.92301,13.94324,1166.38,1402.2394
37, 16/09/2023 13:33:44,60.06,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,100.78756,99.17055,2.92918,1.96101,1202.16755,2.19383,92.14152,2.88593,1125.27663,41.19661,42.49151,3.12031,2.52651,3.37684,1.53925,3.0835,1.57241,14.18749,13.63797,2.70241,42.82332,1.94326,1.68512,3.27463,13.40332,1167.04,1421.6901
38, 16/09/2023 13:34:44,60.06,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,99.21897,100.35567,2.96155,1.91649,1202.18255,2.18402,92.23502,2.89224,1126.13082,41.20907,42.74802,3.11906,2.38412,3.36336,1.53998,3.01284,1.57206,14.18164,13.5784,3.44176,42.08498,1.51204,1.59205,2.40724,13.7646,1187.49,1441.4816
39, 16/09/2023 13:35:44,60.06,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,99.83591,101.39147,2.97805,1.88924,1199.54528,2.18301,92.3257,2.88956,1125.65891,41.23725,42.92692,3.091,2.26516,3.36465,1.54129,2.9656,1.56973,14.17602,13.50645,2.68205,43.50263,2.10687,1.6463,3.46854,13.71827,1088.15,1459.6174
40, 16/09/2023 13:36:44,60.06,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,94.01475,101.31457,2.89091,1.98486,1195.08032,2.18473,92.3459,2.88546,1125.27179,41.22988,42.87388,3.09643,2.2804,3.36836,1.54177,3.09336,1.55847,14.168,13.44801,2.57908,40.64056,2.31858,1.5805,3.66451,13.52729,1094.29,1477.8556
41, 16/09/2023 13:37:44,60.059,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,101.22743,102.00551,2.88647,2.00453,1204.54759,2.18733,92.45326,2.88291,1125.90158,41.22993,42.77745,3.10703,2.44797,3.36831,1.53991,3.07942,1.53623,14.14996,13.32291,2.68673,41.22607,2.40089,1.40109,3.36387,12.80218,1173.49,1497.4138
42, 16/09/2023 13:38:44,60.059,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,92.57153,100.98017,2.91574,1.99364,1198.29292,2.18091,92.45467,2.88814,1125.15319,41.23576,42.66568,3.10372,2.48734,3.36033,1.5408,3.06946,1.53962,14.15512,13.43887,3.38779,41.7214,1.66692,1.61453,2.69129,14.58721,1061.83,1515.111
43, 16/09/2023 13:39:44,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,91.01458,100.76387,2.90076,1.98796,1185.93289,2.17865,92.43669,2.89289,1125.02345,41.24849,42.6855,3.08739,2.41634,3.35607,1.54043,3.08879,1.55375,14.16503,13.46686,3.31791,42.29378,1.98899,1.51045,3.00427,14.97943,1114.44,1533.685
44, 16/09/2023 13:40:44,60.06,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,81.39211,99.10991,2.89325,1.97942,1173.50429,2.18189,92.29883,2.89084,1124.23982,41.24562,42.4817,3.07605,2.4701,3.36447,1.542,3.12821,1.58037,14.18381,13.6231,2.73604,40.96535,2.44709,1.68075,4.11296,15.85182,1055.95,1551.2842
45, 16/09/2023 13:41:44,60.063,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,89.89767,98.4607,2.89957,2.00977,1172.37326,2.18331,92.2679,2.89567,1125.05865,41.2421,42.30594,3.07719,2.57064,3.36098,1.5394,3.14505,1.56488,14.18987,13.65679,3.31422,40.9669,2.31095,1.3363,3.08813,14.66357,1189.15,1571.1034
46, 16/09/2023 13:42:45,60.058,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,86.23793,97.08917,2.89874,2.08228,1162.20364,2.18823,92.19171,2.89827,1124.96079,41.25344,42.26002,3.06173,2.49206,3.36428,1.53744,3.22266,1.54766,14.20652,13.82796,3.11631,42.21648,2.66213,1.36949,3.64575,15.62905,1116.7,1589.7151
47, 16/09/2023 13:43:45,60.059,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,91.41944,96.40884,2.88062,2.12866,1158.10671,2.19034,92.1822,2.89607,1125.7156,41.25262,42.11552,3.06238,2.56131,3.3678,1.53758,3.27464,1.53835,14.20634,13.86439,2.72872,41.1861,2.35867,1.54844,3.65227,14.1913,1186.4,1609.4885
48, 16/09/2023 13:44:45,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,94.35369,95.37434,2.88327,2.11068,1147.48219,2.18604,92.20776,2.89392,1126.10716,41.25966,41.90021,3.0591,2.71357,3.36768,1.54054,3.28196,1.55493,14.204,13.94606,2.7231,41.84499,1.87893,1.78697,3.35759,14.00914,1158.74,1628.8009
49, 16/09/2023 13:45:45,60.06,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,88.56748,94.15048,2.87604,2.09929,1139.80769,2.1848,92.16682,2.8888,1125.63691,41.25658,41.81415,3.05576,2.68046,3.37365,1.54415,3.31964,1.58132,14.20655,14.09536,2.49421,40.97463,2.0917,1.87227,3.91622,14.43772,1083.21,1646.8544
50, 16/09/2023 13:46:45,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,93.09605,93.25113,2.90533,2.06374,1132.72957,2.17847,92.17715,2.88917,1125.57429,41.25725,41.73849,3.05572,2.67939,3.37,1.54695,3.29798,1.59806,14.20591,14.2246,2.92222,41.31633,1.69797,1.79467,3.04729,14.14928,1120.05,1665.5218
51, 16/09/2023 13:47:45,60.059,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,83.41948,92.29477,2.88142,2.07475,1131.20458,2.17625,92.07124,2.88734,1125.78801,41.24825,41.61957,3.05315,2.67905,3.374,1.55037,3.35274,1.61598,14.21832,14.31698,2.7444,40.44367,2.01202,1.85263,3.72752,15.31414,1144.45,1684.596
52, 16/09/2023 13:48:45,66.064,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,86.23062,91.28912,2.89734,2.07855,1121.3509,2.17393,91.99847,2.88784,1124.62517,41.25116,41.52591,3.04574,2.6695,3.37529,1.55262,3.36745,1.62009,14.23104,14.45061,2.92838,41.49651,1.99839,1.744,3.4852,15.31306,1026.48,1704.5554
53, 16/09/2023 15:32:15,60.059,6210.24, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,86.46843,90.44461,2.87637,2.10877,1113.47429,2.17123,91.93799,2.8896,1124.06658,41.25336,41.48079,3.03777,2.61811,3.3746,1.55424,3.43255,1.62775,14.24235,14.55527,3.05616,41.45975,1.93403,1.71002,3.30723,15.3335,1070.71,1722.4006
54, 16/09/2023 15:33:15,60.062,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,83.791,89.45115,2.84664,2.1593,1109.55958,2.17904,91.85221,2.88241,1123.06904,41.2559,41.35243,3.02379,2.6709,3.38912,1.55533,3.51742,1.62896,14.25193,14.64989,2.32261,41.49147,2.93385,1.66755,4.89233,15.23605,1022.22,1739.4375
55, 16/09/2023 15:34:15,60.059,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,80.69578,88.62158,2.86221,2.17158,1103.18882,2.18256,91.73781,2.88164,1121.77552,41.24258,41.30908,3.02881,2.66696,3.39471,1.55538,3.53556,1.62811,14.26438,14.77952,2.80917,39.82983,2.55503,1.56059,3.98737,15.58519,984.675,1755.8488
56, 16/09/2023 15:36:51,60.06,156.16, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,96.67013,88.34065,2.87259,2.15375,1098.58721,2.18184,91.78825,2.88124,1121.63873,41.25432,41.38537,3.02308,2.56579,3.39389,1.55552,3.53311,1.64044,14.26043,14.86147,2.84223,42.35933,2.11424,1.56894,3.31711,13.88729,1108.64,1774.3261
57, 16/09/2023 15:37:51,60.059,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,89.52173,88.15355,2.85562,2.19256,1098.89399,2.18279,91.76468,2.88288,1121.09447,41.26515,41.42492,3.01206,2.50646,3.39439,1.55507,3.58198,1.6337,14.26867,14.89398,3.04693,42.34935,2.28042,1.51006,3.44356,15.09332,1066.78,1792.1058
58, 16/09/2023 15:38:52,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,82.71302,87.61188,2.84406,2.2069,1093.18071,2.18315,91.67183,2.88505,1120.17478,41.26233,41.33771,3.00778,2.56078,3.39549,1.55532,3.61657,1.63875,14.28332,14.94644,3.10949,40.95822,2.22147,1.58109,3.51234,15.83793,1023.56,1809.1651
59, 16/09/2023 15:39:52,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,79.22387,87.45413,2.87133,2.18285,1093.84354,2.18204,91.53794,2.88776,1119.65348,41.25072,41.27774,3.01021,2.63685,3.39615,1.55641,3.57553,1.63801,14.30177,14.96981,3.15748,40.04178,2.07537,1.66872,3.46322,16.20403,1066.6,1826.9418
60, 16/09/2023 15:40:52,60.055,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,94.06041,87.73559,2.85426,2.18714,1095.16949,2.18391,91.56477,2.88917,1120.59336,41.24974,41.29181,3.01561,2.66232,3.39447,1.55431,3.58632,1.63973,14.29787,14.91651,3.02662,41.16015,2.37596,1.36478,3.24265,13.94494,1206.02,1847.0421
61, 16/09/2023 15:41:52,60.064,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,98.72348,88.54362,2.81652,2.19705,1097.33734,2.18961,91.6347,2.88552,1120.86869,41.26026,41.29848,3.01192,2.72373,3.39922,1.55244,3.60126,1.63914,14.28812,14.75966,2.55249,42.27343,2.81142,1.37211,3.85756,13.34866,1147.46,1866.1665
62, 16/09/2023 15:42:52,60.059,60.07, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,98.36759,88.99076,2.81628,2.18958,1095.95106,2.19022,91.70149,2.8838,1121.35665,41.27302,41.39149,3.00546,2.67179,3.39989,1.5523,3.58783,1.63859,14.28113,14.71907,2.7207,42.49534,2.24942,1.53967,3.46337,13.61178,1168.13,1885.6354
63, 16/09/2023 15:43:52,60.061,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,95.21904,89.05902,2.80147,2.24704,1097.68925,2.19523,91.73758,2.87978,1121.98269,41.2863,41.44292,2.99462,2.61251,3.4062,1.55164,3.63428,1.61737,14.27747,14.71231,2.53274,42.55808,2.69579,1.48783,4.01088,13.92679,1181.91,1905.334
64, 16/09/2023 15:44:52,60.06,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,96.33505,89.58846,2.81724,2.27067,1106.37758,2.19749,91.78424,2.87798,1122.85051,41.29246,41.50479,2.99376,2.62539,3.40791,1.55082,3.61135,1.59043,14.27116,14.65468,2.71204,41.87105,2.42186,1.47374,3.56918,13.67658,1205.17,1925.4201
65, 16/09/2023 15:45:52,60.058,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,103.39377,90.23454,2.77205,2.35416,1109.61258,2.20387,91.89196,2.87145,1123.28177,41.31231,41.64135,2.97754,2.50901,3.41541,1.54973,3.68744,1.56635,14.25713,14.56378,2.2963,43.28387,2.88585,1.44157,4.16015,12.86326,1166.01,1944.8536
66, 16/09/2023 15:46:52,60.063,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,88.16671,90.58024,2.76691,2.42857,1109.10606,2.21157,91.85523,2.86934,1123.4162,41.30755,41.66623,2.97894,2.52916,3.42218,1.5474,3.71408,1.52933,14.25939,14.50806,2.67014,40.81252,3.15675,1.30569,4.12176,14.49207,1137.21,1963.8072
67, 16/09/2023 15:47:52,60.058,60.06, Pila 6823 norte[Pila 6823 norte], AC mantencion 03-03-2016 .,81.34592,90.23081,2.78881,2.46251,1117.93172,2.21324,91.74546,2.87331,1123.68532,41.2943,41.55885,2.98367,2.60193,3.42174,1.54604,3.70732,1.5055,14.27395,14.53756,3.29951,39.92065,2.40299,1.40518,3.37663,15.77764,1151.23,1982.9944
