Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis]
1, 19/11/2023 07:20:03, 60.06, 0, Pila 8523 sur[Pila 8523 sur], AC mantencion 03-03-2016 ., 96.16441, 89.11694, 2.91576, 2.18651, 1173.88237, 2.19024, 87.37425, 2.92848, 1169.54641, 40.59304, 40.78787, 3.3196, 3.2774, 3.46184, 1.58057, 3.42191, 1.56501, 14.7666, 14.54065, 2.70184, 42.26718, 2.57475, 1.43022, 3.68245, 13.81361, 1171.16, 311.5218
2, 19/11/2023 07:21:03, 60.06, 60.06, Pila 8523 sur[Pila 8523 sur], AC mantencion 03-03-2016 ., 101.90317, 90.34124, 2.89429, 2.19265, 1170.49865, 2.21522, 88.14313, 2.9057, 1168.37588, 40.73125, 41.0265, 3.23368, 3.13909, 3.47914, 1.57056, 3.42055, 1.56001, 14.67289, 14.4152, 2.54453, 42.97648, 2.67082, 1.4079, 3.76026, 13.15057, 1149.34, 330.6774
3, 19/11/2023 07:22:03, 60.058, 60.06, Pila 8523 sur[Pila 8523 sur], AC mantencion 03-03-2016 ., 93.93054, 91.27453, 2.88184, 2.1807, 1160.87541, 2.21454, 88.42781, 2.88993, 1163.99618, 40.75473, 41.1564, 3.21891, 3.07473, 3.48643, 1.57434, 3.40373, 1.56084, 14.62529, 14.30709, 2.61254, 41.1853, 2.20247, 1.64371, 3.62022, 13.75224, 1083.82, 348.741
4, 19/11/2023 07:23:03, 60.061, 60.06, Pila 8523 sur[Pila 8523 sur], AC mantencion 03-03-2016 ., 93.82784, 92.05347, 2.89593, 2.16416, 1154.5753, 2.20382, 88.69127, 2.89523, 1160.95232, 40.82278, 41.35201, 3.17947, 2.97451, 3.47118, 1.57507, 3.36853, 1.55651, 14.61006, 14.26255, 3.00198, 42.11479, 2.00226, 1.58895, 3.1815, 14.32078, 1103.22, 367.1279
5, 19/11/2023 07:24:04, 60.062, 60.06, Pila 8523 sur[Pila 8523 sur], AC mantencion 03-03-2016 ., 102.49771, 93.89934, 2.88876, 2.15389, 1157.75488, 2.19656, 89.33222, 2.89435, 1161.43406, 40.91847, 41.64546, 3.14811, 2.85474, 3.45186, 1.57149, 3.32827, 1.54523, 14.53934, 14.07836, 2.87638, 42.69128, 2.05516, 1.50468, 3.09236, 13.22283, 1170.5, 386.6362
6, 19/11/2023 07:25:04, 60.059, 60.06, Pila 8523 sur[Pila 8523 sur], AC mantencion 03-03-2016 ., 107.60612, 95.65236, 2.87307, 2.1306, 1160.30857, 2.18456, 90.10887, 2.89592, 1161.00793, 41.03649, 41.9148, 3.09476, 2.71581, 3.42469, 1.56768, 3.29339, 1.54576, 14.45746, 13.90321, 2.93155, 43.36673, 1.93416, 1.49171, 2.88521, 12.83114, 1152.43, 405.8434
7, 19/11/2023 07:26:04, 60.061, 60.06, Pila 8523 sur[Pila 8523 sur], AC mantencion 03-03-2016 ., 98.61257, 96.06711, 2.84968, 2.15529, 1151.7357, 2.19208, 90.44518, 2.88732, 1157.66089, 41.03823, 41.80832, 3.11866, 2.8343, 3.42467, 1.56229, 3.30628, 1.53403, 14.39893, 13.79335, 2.69145, 41.07035, 2.3736, 1.44238, 3.42365, 13.09669, 1082.36, 423.8827
8, 19/11/2023 07:27:04, 60.059, 60.06, Pila 8523 sur[Pila 8523 sur], AC mantencion 03-03-2016 ., 107.31183, 97.59877, 2.84599, 2.13533, 1150.38195, 2.17902, 91.09479, 2.89493, 1156.16521, 41.15778, 41.95821, 3.05993, 2.79369, 3.39606, 1.55852, 3.26056, 1.52695, 14.34317, 13.62519, 3.09679, 43.84259, 1.86774, 1.47385, 2.75277, 13.08894, 1122.27, 442.5872
9, 19/11/2023 07:28:04, 60.061, 60.06, Pila 8523 sur[Pila 8523 sur], AC mantencion 03-03-2016 ., 110.27682, 98.97404, 2.78921, 2.17805, 1150.72065, 2.20081, 91.85129, 2.87425, 1157.5451, 41.35158, 42.26844, 2.93046, 2.56886, 3.41579, 1.55206, 3.3173, 1.52306, 14.27881, 13.50078, 2.43949, 45.67896, 2.73961, 1.40765, 3.85641, 12.84163, 1188.38, 462.3935
10, 19/11/2023 07:29:04, 60.059, 60.06, Pila 8523 sur[Pila 8523 sur], AC mantencion 03-03-2016 ., 115.70994, 100.2868, 2.79727, 2.16409, 1145.43337, 2.19493, 92.6782, 2.87484, 1156.87635, 41.48591, 42.52124, 2.87271, 2.42973, 3.39296, 1.54582, 3.27868, 1.51503, 14.19818, 13.40929, 2.89138, 44.68253, 2.0388, 1.39622, 2.84662, 12.26765, 1140.61, 481.4037
