Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "MgO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis]
1, 16/06/2023 10:00:11, 60.063, 0, Pila 4523 sur[Pila 4523 sur], AC mantencion 03-03-2016 ., 99.724, 97.15131, 2.89897, 2.10542, 1116.30375, 2.31225, 101.46274, 2.78588, 1100.01576, 42.07298, 41.65863, 2.94161, 3.02948, 3.28184, 1.41933, 3.18547, 1.51299, 13.09689, 13.62066, 3.13807, 42.34274, 3.03749, 1.71489, 1.60056, 2.74477, 13.63598, 1208.2
2, 16/06/2023 10:01:11, 60.057, 60.06, Pila 4523 sur[Pila 4523 sur], AC mantencion 03-03-2016 ., 93.68592, 96.63321, 2.91057, 2.09485, 1109.56839, 2.3066, 101.17182, 2.78929, 1100.91361, 42.05309, 41.70331, 2.94315, 2.9407, 3.28384, 1.42367, 3.18963, 1.5226, 13.13061, 13.71529, 2.87967, 41.50189, 2.98515, 2.16376, 1.54283, 3.3383, 14.05604, 1125.34
3, 16/06/2023 10:02:11, 60.06, 60.06, Pila 4523 sur[Pila 4523 sur], AC mantencion 03-03-2016 ., 99.86964, 97.56307, 2.88249, 2.11164, 1105.6788, 2.31176, 101.12733, 2.78197, 1101.31622, 42.0547, 41.70914, 2.93467, 2.99356, 3.29518, 1.4254, 3.19492, 1.51301, 13.13252, 13.57053, 2.58802, 42.09982, 2.6916, 2.45429, 1.47511, 3.62035, 13.18712, 1112.8
4, 16/06/2023 10:03:11, 60.062, 60.06, Pila 4523 sur[Pila 4523 sur], AC mantencion 03-03-2016 ., 94.71053, 97.71147, 2.82065, 2.17534, 1108.78676, 2.32092, 100.91391, 2.77286, 1100.5236, 42.04855, 41.71989, 2.91682, 2.97691, 3.31504, 1.42833, 3.28256, 1.50899, 13.15271, 13.51527, 2.52902, 41.85302, 2.365, 2.58675, 1.51852, 3.92803, 13.77441, 1076.33
5, 16/06/2023 10:04:11, 60.058, 60.06, Pila 4523 sur[Pila 4523 sur], AC mantencion 03-03-2016 ., 100.78644, 98.51976, 2.81452, 2.17752, 1116.26967, 2.32419, 100.90999, 2.77266, 1100.32293, 42.02148, 41.67162, 2.94828, 3.11112, 3.31459, 1.42613, 3.25912, 1.49672, 13.14441, 13.38539, 2.76639, 41.1842, 3.9203, 2.43035, 1.35807, 3.30058, 12.88764, 1094.1
6, 16/06/2023 10:05:11, 60.062, 60.06, Pila 4523 sur[Pila 4523 sur], AC mantencion 03-03-2016 ., 103.95888, 99.55252, 2.81919, 2.14238, 1120.13459, 2.31228, 100.99303, 2.77851, 1098.37327, 41.9813, 41.69873, 2.99284, 3.15736, 3.29764, 1.42614, 3.20679, 1.49684, 13.12511, 13.26043, 3.00221, 40.62849, 4.4861, 1.91309, 1.42656, 2.72914, 12.47631, 1032.22
7, 16/06/2023 10:06:11, 60.06, 60.06, Pila 4523 sur[Pila 4523 sur], AC mantencion 03-03-2016 ., 94.69832, 98.67376, 2.80406, 2.15975, 1122.73385, 2.32392, 100.81626, 2.76939, 1096.2853, 41.94589, 41.56778, 3.00071, 3.20085, 3.31505, 1.42649, 3.24858, 1.50415, 13.13118, 13.32695, 2.48258, 40.67155, 3.28141, 2.73663, 1.43865, 3.93704, 13.34561, 1022.67
8, 16/06/2023 10:07:11, 60.058, 60.06, Pila 4523 sur[Pila 4523 sur], AC mantencion 03-03-2016 ., 95.25453, 97.97339, 2.80513, 2.17326, 1121.62455, 2.3373, 100.64926, 2.75729, 1096.77359, 41.9392, 41.46847, 2.9851, 3.24323, 3.3384, 1.42831, 3.26905, 1.50422, 13.1432, 13.38966, 2.41039, 41.69532, 2.45341, 2.77267, 1.48968, 4.13039, 13.54656, 1113.04
9, 16/06/2023 10:08:11, 60.061, 60.06, Pila 4523 sur[Pila 4523 sur], AC mantencion 03-03-2016 ., 77.78896, 96.10037, 2.807, 2.16252, 1123.19317, 2.32866, 99.89921, 2.7595, 1096.59253, 41.8798, 41.38738, 2.98265, 3.14693, 3.35275, 1.43978, 3.31931, 1.53493, 13.22498, 13.62584, 2.82605, 39.69716, 2.89172, 2.08808, 1.85235, 3.86786, 16.16563, 1090.25
10, 16/06/2023 10:09:11, 60.058, 60.06, Pila 4523 sur[Pila 4523 sur], AC mantencion 03-03-2016 ., 89.71148, 95.74095, 2.82073, 2.12998, 1121.75348, 2.32114, 99.5983, 2.75982, 1095.73071, 41.91096, 41.51899, 2.93133, 3.00654, 3.36191, 1.44839, 3.31259, 1.55522, 13.27553, 13.73079, 2.77021, 43.06855, 0.9992, 2.09123, 1.77183, 3.70531, 15.17282, 1063.91
