Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "MgO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis]
1, 30/10/2024 08:34:59, 60.059, 0, Pila 8924 norte[Pila 8924 norte], AC mantencion 03-03-2016 ., 69.92269, 89.94844, 2.87752, 2.3143, 1090.4245, 2.30954, 69.92269, 1016.3, 2.94582, 39.8007, 41.24245, 1.94389, 3.07629, 4.28585, 1.85572, 3.52719, 1.52409, 18.09196, 14.53517, 2.94582, 39.8007, 1.94389, 2.30954, 1.85572, 4.28585, 18.09196, 1016.3, 16.9383
2, 30/10/2024 08:35:59, 60.058, 60.06, Pila 8924 norte[Pila 8924 norte], AC mantencion 03-03-2016 ., 81.99245, 89.39846, 2.83289, 2.35485, 1096.2748, 2.528, 76.01042, 1097.49152, 2.70757, 40.01654, 41.23877, 2.58398, 2.99472, 4.3809, 1.73295, 3.61612, 1.53561, 16.55366, 14.59429, 2.50422, 40.18483, 3.12461, 2.73863, 1.62846, 4.45976, 15.24621, 1168.13, 36.4071
3, 30/10/2024 08:36:59, 60.062, 60.06, Pila 8924 norte[Pila 8924 norte], AC mantencion 03-03-2016 ., 82.15386, 88.66531, 2.81811, 2.37658, 1110.5653, 2.5004, 78.24058, 1159.58163, 2.70219, 40.87604, 41.32978, 2.06344, 2.84558, 4.34207, 1.73655, 3.68065, 1.54872, 16.42558, 14.73693, 2.6928, 42.35254, 1.169, 2.45323, 1.74273, 4.27532, 16.20538, 1266.66, 57.518
4, 30/10/2024 08:38:00, 60.058, 60.06, Pila 8924 norte[Pila 8924 norte], AC mantencion 03-03-2016 ., 79.75671, 87.38895, 2.82448, 2.38637, 1122.8202, 2.34711, 78.63424, 1184.99369, 2.84822, 40.53062, 41.04938, 2.5706, 3.0137, 4.01748, 1.71167, 3.70598, 1.55298, 16.31786, 14.85382, 3.35113, 39.58822, 3.94407, 1.90848, 1.64398, 3.1375, 16.02335, 1254.88, 78.4327
5, 30/10/2024 08:39:00, 60.063, 60.06, Pila 8924 norte[Pila 8924 norte], AC mantencion 03-03-2016 ., 87.01648, 87.79922, 2.82304, 2.35239, 1132.63843, 2.33271, 80.32063, 1196.01005, 2.86459, 40.87475, 41.23199, 2.45732, 2.88183, 3.93944, 1.68878, 3.69166, 1.56932, 16.12258, 14.85195, 2.93128, 42.14761, 2.03399, 2.27535, 1.60292, 3.6472, 15.38956, 1237.89, 99.0641
6, 30/10/2024 08:40:00, 60.059, 60.06, Pila 8924 norte[Pila 8924 norte], AC mantencion 03-03-2016 ., 93.4852, 88.06399, 2.8257, 2.35585, 1141.28341, 2.2777, 82.40994, 1205.15573, 2.92762, 41.03343, 41.22814, 2.57681, 2.91109, 3.75457, 1.6484, 3.67869, 1.56151, 15.81785, 14.80724, 3.30678, 41.75427, 3.13159, 1.98161, 1.45985, 2.89285, 14.39342, 1248.69, 119.8755
7, 30/10/2024 08:41:00, 60.058, 60.06, Pila 8924 norte[Pila 8924 norte], AC mantencion 03-03-2016 ., 95.6499, 88.50903, 2.8248, 2.34857, 1155.00974, 2.24838, 84.26403, 1214.93096, 2.95323, 41.39291, 41.3376, 2.40871, 2.83846, 3.66154, 1.62853, 3.6677, 1.56167, 15.62275, 14.77193, 3.11944, 43.39975, 1.46778, 2.07009, 1.51709, 3.14052, 14.52915, 1270.28, 141.0468
8, 30/10/2024 08:42:00, 60.062, 60.06, Pila 8924 norte[Pila 8924 norte], AC mantencion 03-03-2016 ., 100.71149, 89.37299, 2.82084, 2.34437, 1171.59077, 2.24365, 86.22569, 1225.83588, 2.9198, 41.58676, 41.56346, 2.42061, 2.71223, 3.62934, 1.6176, 3.65476, 1.55895, 15.32003, 14.70703, 2.69245, 42.81002, 2.49577, 2.21187, 1.5472, 3.42221, 13.37989, 1296.99, 162.6633
9, 30/10/2024 08:43:00, 60.057, 60.06, Pila 8924 norte[Pila 8924 norte], AC mantencion 03-03-2016 ., 101.96655, 90.07595, 2.7973, 2.37834, 1189.05987, 2.26821, 87.89294, 1235.79336, 2.90554, 41.68855, 41.56835, 2.49843, 2.75849, 3.5963, 1.58552, 3.66867, 1.54254, 15.05601, 14.57729, 2.78979, 42.41016, 3.06369, 2.4822, 1.35128, 3.35415, 13.12714, 1309.98, 184.4963
10, 30/10/2024 08:44:00, 60.064, 60.06, Pila 8924 norte[Pila 8924 norte], AC mantencion 03-03-2016 ., 87.379, 89.61189, 2.79051, 2.42603, 1196.34392, 2.31372, 87.84167, 1235.47041, 2.9031, 41.6573, 41.5867, 2.52913, 2.70184, 3.6193, 1.56427, 3.71796, 1.53253, 15.04844, 14.65151, 2.88121, 41.37537, 2.80573, 2.78732, 1.37279, 3.82642, 14.98004, 1232.57, 205.0391
