Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis], "MgO"  [CurrentAnalysis.Dry basis]
1, 07/02/2024 16:48:15, 60.061, 0, Pila 0924 Norte[Pila 0924 Norte], AC mantencion 03-03-2016 ., 60.21382, 84.89919, 2.82872, 2.49431, 1045.98378, 2.53828, 60.21382, 2.90396, 904.891, 38.51329, 41.50923, 1.24774, 2.00486, 5.00847, 1.97318, 3.90003, 1.56357, 20.2744, 15.45501, 2.90396, 38.51329, 2.53828, 1.97318, 5.00847, 20.2744, 904.891, 15.0815, 1.24774
2, 07/02/2024 16:49:15, 60.058, 60.06, Pila 0924 Norte[Pila 0924 Norte], AC mantencion 03-03-2016 ., 60.79761, 82.88487, 2.80601, 2.50214, 1036.56483, 2.47609, 60.5259, 2.84206, 980.59423, 38.61805, 41.3679, 1.18261, 1.8879, 5.05815, 2.0428, 4.01315, 1.60388, 20.18133, 15.76144, 2.79007, 38.70878, 2.42552, 2.10314, 5.1012, 20.10064, 1046.08, 32.5161, 1.12616
3, 07/02/2024 16:50:15, 60.062, 60.06, Pila 0924 Norte[Pila 0924 Norte], AC mantencion 03-03-2016 ., 67.67131, 81.21705, 2.82952, 2.45608, 1025.95163, 2.39621, 62.88093, 2.88626, 997.38379, 39.10317, 41.22743, 1.10158, 1.82347, 4.81859, 2.01092, 4.03096, 1.64122, 19.71179, 16.04954, 2.97993, 40.01698, 2.23852, 1.95079, 4.36687, 18.82622, 1029.21, 49.6696, 0.9488
4, 07/02/2024 16:51:15, 60.06, 60.06, Pila 0924 Norte[Pila 0924 Norte], AC mantencion 03-03-2016 ., 68.76363, 79.71999, 2.82005, 2.43677, 1016.47992, 2.37824, 64.25966, 2.84126, 1000.49549, 38.73851, 40.93718, 1.75274, 1.92218, 4.72671, 1.98748, 4.0809, 1.67471, 19.07677, 16.23114, 2.70261, 37.67089, 2.32405, 1.91909, 4.46005, 17.24032, 1009.68, 66.4976, 3.62587
5, 07/02/2024 16:52:15, 60.059, 60.06, Pila 0924 Norte[Pila 0924 Norte], AC mantencion 03-03-2016 ., 81.9023, 79.81367, 2.81184, 2.45709, 1002.42507, 2.43656, 67.15981, 2.8436, 987.2219, 39.06786, 40.88396, 1.93551, 1.97846, 4.58889, 1.88335, 4.09075, 1.66488, 18.40443, 16.18393, 2.85554, 40.40949, 2.7694, 1.44874, 4.01215, 15.5938, 930.294, 82.0025, 2.69448
6, 07/02/2024 16:53:15, 60.061, 60.06, Pila 0924 Norte[Pila 0924 Norte], AC mantencion 03-03-2016 ., 89.37476, 79.89539, 2.80538, 2.4975, 990.76496, 2.54178, 70.23148, 2.80693, 982.27445, 39.45224, 40.93762, 2.06131, 1.94163, 4.53488, 1.78413, 4.11872, 1.64914, 17.73705, 16.18107, 2.59532, 41.31025, 3.30207, 1.29077, 4.26222, 14.41177, 956.834, 97.9497, 2.68189
7, 07/02/2024 16:54:15, 60.061, 60.06, Pila 0924 Norte[Pila 0924 Norte], AC mantencion 03-03-2016 ., 92.18647, 79.82196, 2.82267, 2.48714, 983.819, 2.51703, 72.98042, 2.81539, 984.89775, 39.8291, 40.88813, 2.11407, 2.00003, 4.3824, 1.7411, 4.09056, 1.64468, 17.24003, 16.18867, 2.87569, 41.91183, 2.35009, 1.49564, 3.51489, 14.40873, 1000.31, 114.6216, 2.40982
8, 07/02/2024 16:55:15, 60.059, 60.06, Pila 0924 Norte[Pila 0924 Norte], AC mantencion 03-03-2016 ., 99.75468, 81.58783, 2.77244, 2.575, 973.65755, 2.57781, 75.76016, 2.78172, 986.52738, 40.16892, 40.98333, 2.13368, 2.07613, 4.33093, 1.68008, 4.11403, 1.59768, 16.72093, 15.8354, 2.51751, 42.43534, 3.13896, 1.26872, 3.98245, 13.21991, 997.76, 131.2509, 2.26458
9, 07/02/2024 16:57:15, 60.059, 120.12, Pila 0924 Norte[Pila 0924 Norte], AC mantencion 03-03-2016 ., 93.21956, 83.87158, 2.73966, 2.71201, 967.24723, 2.65571, 79.2649, 2.76626, 995.07627, 40.62952, 41.18171, 2.15471, 2.14075, 4.2408, 1.59686, 4.11945, 1.51897, 16.1485, 15.44737, 2.62399, 41.74926, 3.44507, 1.19832, 4.1283, 13.97701, 1036.76, 165.5091, 2.501
10, 07/02/2024 16:58:15, 60.061, 60.06, Pila 0924 Norte[Pila 0924 Norte], AC mantencion 03-03-2016 ., 101.1024, 84.96941, 2.71758, 2.75309, 967.82055, 2.6752, 81.01903, 2.75296, 998.39402, 40.81375, 41.28611, 2.16139, 2.1413, 4.19354, 1.56756, 4.12152, 1.49705, 15.86008, 15.2689, 2.60814, 42.52069, 2.9015, 1.29145, 3.74716, 13.14141, 1030.37, 182.6819, 2.22288
11, 07/02/2024 16:59:15, 60.059, 60.06, Pila 0924 Norte[Pila 0924 Norte], AC mantencion 03-03-2016 ., 82.4939, 84.06729, 2.74304, 2.7338, 979.73783, 2.68956, 81.14952, 2.74415, 1009.87904, 40.6346, 41.0594, 2.36175, 2.28823, 4.18603, 1.5564, 4.10162, 1.50034, 15.75806, 15.36642, 2.6561, 38.90085, 2.83945, 1.44851, 4.11297, 14.77186, 1122.07, 201.3831, 4.29371
