Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis]
1, 26/08/2023 07:38:59, 60.06, 0, Pila 6623 norte[Pila 6623 norte], AC mantencion 03-03-2016 ., 73.60699, 92.80066, 2.74136, 2.1634, 1114.54176, 2.53727, 73.60699, 2.95477, 1103.8, 38.63131, 41.69137, 3.4208, 2.59945, 4.04642, 1.59479, 3.53627, 1.63459, 16.6685, 14.17516, 2.95477, 38.63131, 2.53727, 1.59479, 4.04642, 16.6685, 1103.8, 18.3967
2, 26/08/2023 07:39:59, 60.062, 60.06, Pila 6623 norte[Pila 6623 norte], AC mantencion 03-03-2016 ., 82.93617, 91.23097, 2.7353, 2.19445, 1114.10207, 2.33823, 78.07819, 2.94771, 1089.20117, 39.70829, 41.60687, 2.95384, 2.50602, 3.84076, 1.64259, 3.61233, 1.64612, 16.16332, 14.38341, 2.94009, 40.80364, 2.14706, 1.69121, 3.63113, 15.64815, 1074.2, 36.3
3, 26/08/2023 07:40:59, 60.058, 60.06, Pila 6623 norte[Pila 6623 norte], AC mantencion 03-03-2016 ., 78.52482, 89.00118, 2.77084, 2.18609, 1113.64046, 2.34937, 78.22432, 2.92852, 1082.93101, 39.622, 41.29399, 3.01498, 2.6016, 3.8528, 1.63993, 3.62913, 1.6601, 16.08554, 14.6556, 2.88974, 39.44664, 2.37212, 1.63451, 3.87725, 15.92751, 1070.17, 54.1361
4, 26/08/2023 07:41:59, 60.062, 60.06, Pila 6623 norte[Pila 6623 norte], AC mantencion 03-03-2016 ., 81.37757, 87.48085, 2.7626, 2.1902, 1114.54383, 2.37336, 78.99178, 2.88262, 1076.05678, 39.95286, 41.19922, 2.76965, 2.53005, 3.91292, 1.64868, 3.69552, 1.6873, 16.032, 14.8706, 2.7477, 40.97487, 2.44591, 1.67573, 4.09869, 15.86638, 1054.89, 71.7176
5, 26/08/2023 07:42:59, 60.058, 60.06, Pila 6623 norte[Pila 6623 norte], AC mantencion 03-03-2016 ., 87.60807, 86.01703, 2.75058, 2.19705, 1119.02718, 2.33111, 80.76367, 2.88304, 1099.04151, 40.20465, 41.04938, 2.7698, 2.50447, 3.83096, 1.64341, 3.76273, 1.71263, 15.78281, 15.06041, 2.88465, 41.09938, 2.17744, 1.6242, 3.5366, 14.88709, 1182.67, 91.4287
6, 26/08/2023 07:43:59, 60.062, 60.06, Pila 6623 norte[Pila 6623 norte], AC mantencion 03-03-2016 ., 90.95166, 84.87829, 2.75852, 2.18598, 1123.19368, 2.26174, 82.45435, 2.90616, 1119.0213, 40.20829, 40.78848, 2.94534, 2.64173, 3.69359, 1.63307, 3.77361, 1.72628, 15.48013, 15.17154, 3.02728, 40.21651, 1.94097, 1.58661, 3.07956, 14.12581, 1209.63, 111.5893
7, 26/08/2023 07:44:59, 60.059, 60.06, Pila 6623 norte[Pila 6623 norte], AC mantencion 03-03-2016 ., 82.50412, 82.8952, 2.81777, 2.13592, 1123.95988, 2.1815, 82.46183, 2.97955, 1125.17458, 40.2129, 40.51759, 3.06169, 2.7594, 3.57386, 1.63826, 3.74032, 1.75115, 15.5298, 15.47367, 3.46374, 40.22485, 1.73723, 1.66701, 2.89598, 15.80505, 1160.67, 130.9338
8, 26/08/2023 07:45:59, 60.059, 60.06, Pila 6623 norte[Pila 6623 norte], AC mantencion 03-03-2016 ., 92.1985, 83.3739, 2.79987, 2.15466, 1132.26744, 2.22873, 83.65034, 2.92727, 1136.63185, 40.19985, 40.51447, 3.168, 2.80022, 3.60097, 1.61571, 3.74958, 1.74022, 15.27059, 15.37074, 2.59389, 40.11191, 2.56629, 1.47081, 3.77451, 13.60574, 1210.96, 151.1165
9, 26/08/2023 07:46:59, 66.068, 60.06, Pila 6623 norte[Pila 6623 norte], AC mantencion 03-03-2016 ., 90.03432, 83.67393, 2.84935, 2.14678, 1139.16521, 2.23395, 84.47153, 2.95186, 1144.72785, 40.29672, 40.45435, 3.18682, 2.92566, 3.5505, 1.58934, 3.66901, 1.70908, 15.17208, 15.32403, 3.12867, 40.91105, 2.27201, 1.42022, 3.22675, 14.53882, 1197.28, 174.397
10, 26/08/2023 07:48:06, 60.06, 66.07, Pila 6623 norte[Pila 6623 norte], AC mantencion 03-03-2016 ., 85.8324, 83.62959, 2.89498, 2.14775, 1141.36075, 2.23978, 84.60803, 3.0011, 1145.758, 40.34941, 40.36691, 3.2114, 3.0464, 3.50016, 1.56272, 3.61219, 1.68185, 15.19423, 15.32611, 3.51843, 40.81425, 2.30236, 1.32453, 3.04954, 15.38989, 1155.09, 193.6484
