Index, Time, Period, Seconds since, Mound, Comment," ""LSF""  [CurrentAnalysis.Dry basis]"," ""LSF""  [Rolling.Analysis1.Dry basis]"," ""SM""  [Rolling.Analysis1.Dry basis]"," ""IM""  [Rolling.Analysis1.Dry basis]"," ""Tph""  [Rolling.Analysis1.Dry basis]"," ""IM""  [CurrentProduct.Dry basis]"," ""LSF""  [CurrentProduct.Dry basis]"," ""SM""  [CurrentProduct.Dry basis]"," ""Tph""  [CurrentProduct.Dry basis]"," ""CaO""  [CurrentProduct.Dry basis]"," ""CaO""  [Rolling.Analysis1.Dry basis]"," ""MgO""  [CurrentProduct.Dry basis]"," ""MgO""  [Rolling.Analysis1.Dry basis]"," ""Al2O3""  [CurrentProduct.Dry basis]"," ""Fe2O3""  [CurrentProduct.Dry basis]"," ""Al2O3""  [Rolling.Analysis1.Dry basis]"," ""Fe2O3""  [Rolling.Analysis1.Dry basis]"," ""SiO2""  [CurrentProduct.Dry basis]"," ""SiO2""  [Rolling.Analysis1.Dry basis]"," ""SM""  [CurrentAnalysis.Dry basis]"," ""CaO""  [CurrentAnalysis.Dry basis]"," ""MgO""  [CurrentAnalysis.Dry basis]"," ""IM""  [CurrentAnalysis.Dry basis]"," ""Fe2O3""  [CurrentAnalysis.Dry basis]"," ""Al2O3""  [CurrentAnalysis.Dry basis]"," ""SiO2""  [CurrentAnalysis.Dry basis]"," ""Tph""  [CurrentAnalysis.Dry basis]"
1, 18/01/2023 20:12:53,60.062,0, Pila 0623 norte[Pila 0623 norte], AC mantencion 03-03-2016 .,92.85894,98.48572,2.87303,2.47933,954.40111,2.37107,92.85894,3.39421,1089.49,42.15477,42.39894,2.68161,2.35857,3.03328,1.27929,3.3815,1.36388,14.63777,13.63363,3.39421,42.15477,2.68161,2.37107,1.27929,3.03328,14.63777,1089.49
2, 18/01/2023 20:13:53,60.059,60.06, Pila 0623 norte[Pila 0623 norte], AC mantencion 03-03-2016 .,99.59326,99.41739,2.93409,2.46948,964.71755,2.3881,96.25109,3.44773,1128.30162,42.50172,42.493,2.57439,2.40573,2.915,1.22064,3.29153,1.33288,14.25858,13.56844,3.50198,42.8254,2.47432,2.40554,1.1659,2.80461,13.90465,1164.61
3, 18/01/2023 20:14:53,60.058,60.06, Pila 0623 norte[Pila 0623 norte], AC mantencion 03-03-2016 .,102.52487,101.3433,2.93994,2.46827,983.87898,2.43665,98.42625,3.19386,1166.62582,43.19351,42.80732,1.88578,2.25798,3.12127,1.28097,3.24666,1.31536,14.06014,13.41209,2.79689,44.46739,0.61101,2.51541,1.39244,3.50256,13.69078,1236.49
4, 18/01/2023 20:15:53,60.062,60.06, Pila 0623 norte[Pila 0623 norte], AC mantencion 03-03-2016 .,104.94193,103.7045,2.98638,2.48841,1001.80084,2.44614,100.06357,3.25654,1182.2666,43.35848,43.04191,1.88901,2.26571,3.0319,1.23946,3.15302,1.26708,13.90987,13.20008,3.45713,43.82586,1.89818,2.47688,1.12177,2.77848,13.48366,1226.77
5, 18/01/2023 20:16:53,60.059,60.06, Pila 0623 norte[Pila 0623 norte], AC mantencion 03-03-2016 .,99.45304,104.82164,3.06444,2.46225,1024.43827,2.3308,99.93577,3.38328,1194.18214,43.27792,43.13773,1.99019,2.31324,2.88774,1.23895,3.04633,1.23721,13.96174,13.12664,3.95259,42.97084,2.37109,1.89548,1.2369,2.34453,14.15594,1239.53
6, 18/01/2023 20:17:53,60.061,60.06, Pila 0623 norte[Pila 0623 norte], AC mantencion 03-03-2016 .,94.94674,105.65441,3.0744,2.53469,1045.71069,2.45248,99.02905,3.34664,1202.33414,43.46295,43.38865,1.71081,2.13492,2.99861,1.22268,3.05533,1.20541,14.12714,13.0992,3.18974,44.35625,0.35368,3.09278,1.14353,3.53669,14.92871,1241.45
7, 18/01/2023 20:18:53,60.054,60.06, Pila 0623 norte[Pila 0623 norte], AC mantencion 03-03-2016 .,100.89022,105.25308,3.13329,2.52947,1067.55058,2.44965,99.30637,3.38451,1204.4054,43.83194,43.57074,1.35884,1.9749,2.98421,1.21822,3.02635,1.19643,14.22317,13.23121,3.61651,46.02195,-0.73052,2.43244,1.1917,2.89874,14.79312,1216.66
8, 18/01/2023 20:19:53,60.063,60.06, Pila 0623 norte[Pila 0623 norte], AC mantencion 03-03-2016 .,96.95479,104.28324,3.16215,2.53032,1089.48323,2.51068,99.00666,3.37004,1208.83476,43.61468,43.52241,1.56125,1.9614,3.01039,1.19904,3.02643,1.19607,14.18594,13.3522,3.27371,42.14765,2.92598,2.97933,1.06963,3.18677,13.93421,1238.92
9, 18/01/2023 20:20:53,60.063,60.06, Pila 0623 norte[Pila 0623 norte], AC mantencion 03-03-2016 .,101.50617,103.07051,3.21433,2.47992,1105.46301,2.45862,99.27647,3.38386,1206.9119,43.58293,43.49223,1.6096,1.92533,2.9717,1.20868,2.99874,1.20921,14.14583,13.52574,3.50188,43.3232,1.99654,2.06993,1.28579,2.66149,13.82287,1191.33
10, 18/01/2023 20:21:53,60.058,60.06, Pila 0623 norte[Pila 0623 norte], AC mantencion 03-03-2016 .,92.16274,101.07563,3.22344,2.48824,1121.52384,2.4842,98.54709,3.33701,1204.98254,43.5376,43.40212,1.54005,1.85086,3.03712,1.22258,3.04667,1.22442,14.21465,13.76761,2.97158,43.098,0.89095,2.69744,1.35164,3.64596,14.85076,1187.36
