Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis]
1, 24/12/2023 07:25:08, 60.062, 0, Pila 9523 Sur[Pila 9523 Sur], AC mantencion 03-03-2016 ., 78.75974, 84.31542, 2.60343, 2.3473, 1201.8391, 2.38222, 89.09452, 2.58668, 1184.88166, 41.18229, 40.41836, 2.65946, 2.93381, 3.93862, 1.65334, 4.04463, 1.7231, 14.46461, 15.01586, 2.62075, 39.27937, 2.45118, 1.72763, 4.23473, 15.62588, 1029.22, 429.5794
2, 24/12/2023 07:26:08, 60.059, 60.06, Pila 9523 Sur[Pila 9523 Sur], AC mantencion 03-03-2016 ., 94.35847, 85.06577, 2.54983, 2.40074, 1191.31569, 2.39744, 89.314, 2.56825, 1185.63853, 41.16179, 40.46582, 2.68777, 2.95466, 3.95875, 1.65124, 4.11357, 1.71346, 14.40785, 14.85796, 2.19946, 40.7219, 2.73349, 1.60624, 4.39063, 13.18985, 1201.87, 449.6106
3, 24/12/2023 07:27:08, 60.067, 60.06, Pila 9523 Sur[Pila 9523 Sur], AC mantencion 03-03-2016 ., 94.40411, 85.78861, 2.55621, 2.3883, 1183.51409, 2.40862, 89.51992, 2.56972, 1185.97117, 41.14925, 40.49765, 2.7262, 3.00666, 3.95162, 1.64061, 4.06727, 1.703, 14.37046, 14.75, 2.60506, 40.86154, 2.70188, 1.40348, 3.79202, 13.53457, 1193.49, 469.502
4, 24/12/2023 07:28:08, 60.055, 60.07, Pila 9523 Sur[Pila 9523 Sur], AC mantencion 03-03-2016 ., 89.16147, 86.59909, 2.55818, 2.42626, 1170.71205, 2.4025, 89.50499, 2.57434, 1186.45403, 41.1931, 40.64779, 2.67252, 2.90988, 3.94746, 1.64306, 4.05931, 1.67307, 14.39188, 14.66443, 2.68463, 42.22993, 2.26242, 1.70108, 3.84856, 14.89872, 1197.81, 489.4655
5, 24/12/2023 07:29:08, 60.06, 60.06, Pila 9523 Sur[Pila 9523 Sur], AC mantencion 03-03-2016 ., 88.05034, 87.16364, 2.56095, 2.43175, 1163.3377, 2.40548, 89.44757, 2.57747, 1185.59762, 41.22671, 40.84623, 2.64379, 2.76252, 3.95038, 1.64224, 4.05141, 1.66605, 14.41481, 14.64213, 2.65592, 42.07577, 2.48182, 1.62144, 4.02412, 14.99416, 1163.99, 508.8654
6, 24/12/2023 07:30:09, 60.058, 60.06, Pila 9523 Sur[Pila 9523 Sur], AC mantencion 03-03-2016 ., 97.25279, 87.7267, 2.57412, 2.41734, 1155.98357, 2.40573, 89.7169, 2.57554, 1185.29397, 41.22377, 40.92201, 2.67166, 2.75384, 3.94094, 1.63815, 4.00817, 1.65809, 14.36915, 14.58563, 2.52241, 41.14463, 2.41265, 1.53288, 3.6983, 13.19519, 1177.42, 528.489
7, 24/12/2023 07:31:09, 60.06, 60.06, Pila 9523 Sur[Pila 9523 Sur], AC mantencion 03-03-2016 ., 95.01753, 87.81109, 2.58324, 2.40559, 1146.80409, 2.39323, 89.89897, 2.57322, 1184.48752, 41.26076, 40.99777, 2.65173, 2.68242, 3.93383, 1.64373, 3.99387, 1.66025, 14.35231, 14.60596, 2.50975, 42.26727, 2.08282, 1.79575, 3.74022, 13.89391, 1162.49, 547.8638
8, 24/12/2023 07:32:09, 60.06, 60.06, Pila 9523 Sur[Pila 9523 Sur], AC mantencion 03-03-2016 ., 98.36639, 88.54735, 2.546, 2.43772, 1143.195, 2.39126, 90.16132, 2.57138, 1182.07705, 41.29606, 41.09532, 2.63836, 2.62596, 3.92729, 1.64235, 4.03576, 1.65555, 14.32167, 14.49009, 2.515, 42.32789, 2.33192, 1.60174, 3.73513, 13.42224, 1110.74, 566.3761
9, 24/12/2023 07:33:09, 60.06, 60.06, Pila 9523 Sur[Pila 9523 Sur], AC mantencion 03-03-2016 ., 83.20775, 88.23114, 2.56955, 2.43337, 1136.24243, 2.40533, 89.94382, 2.57598, 1177.71465, 41.27034, 41.0205, 2.65384, 2.68254, 3.93466, 1.63581, 4.00844, 1.64728, 14.34943, 14.53264, 2.72641, 40.42554, 2.93994, 1.42073, 4.17685, 15.26132, 1034.4, 583.6162
10, 24/12/2023 07:34:09, 60.06, 60.06, Pila 9523 Sur[Pila 9523 Sur], AC mantencion 03-03-2016 ., 79.74596, 87.7827, 2.58936, 2.45188, 1135.39383, 2.40492, 89.59632, 2.59157, 1175.82871, 41.26364, 40.99785, 2.63193, 2.6608, 3.92827, 1.63343, 4.00812, 1.63471, 14.41356, 14.6113, 3.11425, 41.04266, 2.39095, 1.55771, 3.7244, 16.44981, 1116.69, 602.2278
