Index, Time, Period, Seconds since, Mound, Comment," ""LSF""  [CurrentAnalysis.Dry basis]"," ""LSF""  [Rolling.Analysis1.Dry basis]"," ""SM""  [Rolling.Analysis1.Dry basis]"," ""IM""  [Rolling.Analysis1.Dry basis]"," ""Tph""  [Rolling.Analysis1.Dry basis]"," ""IM""  [CurrentProduct.Dry basis]"," ""LSF""  [CurrentProduct.Dry basis]"," ""SM""  [CurrentProduct.Dry basis]"," ""Tph""  [CurrentProduct.Dry basis]"," ""CaO""  [CurrentProduct.Dry basis]"," ""CaO""  [Rolling.Analysis1.Dry basis]"," ""MgO""  [CurrentProduct.Dry basis]"," ""MgO""  [Rolling.Analysis1.Dry basis]"," ""Al2O3""  [CurrentProduct.Dry basis]"," ""Fe2O3""  [CurrentProduct.Dry basis]"," ""Al2O3""  [Rolling.Analysis1.Dry basis]"," ""Fe2O3""  [Rolling.Analysis1.Dry basis]"," ""SiO2""  [CurrentProduct.Dry basis]"," ""SiO2""  [Rolling.Analysis1.Dry basis]"," ""SM""  [CurrentAnalysis.Dry basis]"," ""CaO""  [CurrentAnalysis.Dry basis]"," ""MgO""  [CurrentAnalysis.Dry basis]"," ""IM""  [CurrentAnalysis.Dry basis]"," ""Fe2O3""  [CurrentAnalysis.Dry basis]"," ""Al2O3""  [CurrentAnalysis.Dry basis]"," ""SiO2""  [CurrentAnalysis.Dry basis]"," ""Tph""  [CurrentAnalysis.Dry basis]"
1, 01/01/2023 14:11:30,60.06,0, Pila 0123 Sur[Pila 10322 norte], AC mantencion 03-03-2016 .,85.36614,89.48588,2.90785,2.37234,1114.46983,1.98546,90.27996,2.91912,1085.50721,41.84905,41.98436,2.3845,2.03503,3.35962,1.69211,3.60127,1.51802,14.74662,14.88611,4.26911,41.25781,2.36092,1.65372,1.40812,2.32864,15.95262,1118.86
2, 01/01/2023 14:12:30,60.058,60.06, Pila 0123 Sur[Pila 10322 norte], AC mantencion 03-03-2016 .,87.28462,89.37545,2.96634,2.33612,1114.02926,1.98764,90.22144,2.92716,1086.18093,41.86518,42.04497,2.36242,1.99983,3.35605,1.68846,3.53194,1.51188,14.76609,14.96167,3.38848,42.71772,1.19249,2.11807,1.49516,3.16685,15.79714,1121.64
3, 01/01/2023 14:13:30,60.061,60.06, Pila 0123 Sur[Pila 10322 norte], AC mantencion 03-03-2016 .,88.86168,89.51137,3.01566,2.30483,1117.0484,1.98627,90.19513,2.94083,1087.62135,41.86088,42.06704,2.37307,2.02159,3.34203,1.68257,3.4634,1.50267,14.7765,14.97599,3.82237,41.63558,2.91829,1.90047,1.3807,2.62398,15.30737,1162.18
4, 01/01/2023 14:14:30,60.06,60.06, Pila 0123 Sur[Pila 10322 norte], AC mantencion 03-03-2016 .,81.11225,89.28863,3.08354,2.27769,1123.52306,1.98468,90.01179,2.95603,1089.89898,41.81647,41.94275,2.40391,2.14988,3.32909,1.6774,3.3819,1.48479,14.7993,15.00664,3.90974,39.55174,3.97634,1.88807,1.41361,2.669,15.96195,1205.73
5, 01/01/2023 14:15:30,60.061,60.06, Pila 0123 Sur[Pila 10322 norte], AC mantencion 03-03-2016 .,73.10878,88.315,3.09132,2.29887,1120.21457,1.99242,89.70196,2.95566,1089.10207,41.77038,41.78364,2.4179,2.21092,3.34146,1.67708,3.40775,1.48236,14.83311,15.11692,2.93623,38.92155,3.27556,2.47363,1.6571,4.09905,16.90138,1041.25
6, 01/01/2023 14:16:30,60.06,60.06, Pila 0123 Sur[Pila 10322 norte], AC mantencion 03-03-2016 .,82.30769,87.36162,3.10295,2.26216,1120.94027,1.98843,89.56498,2.95778,1089.91946,41.75675,41.72599,2.4138,2.19241,3.34119,1.68031,3.41251,1.50852,14.85248,15.26967,3.07366,40.97887,2.18126,1.78474,1.86315,3.32524,15.94735,1135.67
7, 01/01/2023 14:17:31,60.057,60.06, Pila 0123 Sur[Pila 10322 norte], AC mantencion 03-03-2016 .,74.25099,86.07423,3.07512,2.25591,1130.23371,1.9916,89.23453,2.95409,1092.73241,41.75093,41.65328,2.38508,2.10384,3.35854,1.68635,3.48265,1.54379,14.90309,15.45689,2.79511,41.37543,0.82479,2.13527,2.01117,4.29438,17.62468,1239.56
8, 01/01/2023 14:18:31,60.061,60.06, Pila 0123 Sur[Pila 10322 norte], AC mantencion 03-03-2016 .,82.10316,85.22752,3.11055,2.20239,1135.36466,1.99031,89.09391,2.95801,1094.58095,41.77746,41.69336,2.34865,2.01543,3.3613,1.68883,3.45987,1.57096,14.93836,15.64868,3.16523,43.25238,0.30956,1.92373,1.82716,3.51496,16.90901,1196.46
9, 01/01/2023 14:19:31,60.062,60.06, Pila 0123 Sur[Pila 10322 norte], AC mantencion 03-03-2016 .,96.68522,85.99985,3.14908,2.15379,1142.66685,1.99156,89.22183,2.95987,1097.05042,41.77744,41.72744,2.36604,2.09116,3.35528,1.68475,3.37107,1.56518,14.91783,15.54469,3.07213,41.768,3.30023,2.06898,1.46487,3.03079,13.81125,1231.66
10, 01/01/2023 14:20:31,60.057,60.06, Pila 0123 Sur[Pila 10322 norte], AC mantencion 03-03-2016 .,112.44969,87.65634,3.1923,2.11377,1154.25897,1.99323,89.55966,2.96364,1098.43423,41.82121,42.05997,2.35339,1.94043,3.34323,1.67729,3.27424,1.549,14.87901,15.39727,3.24066,44.305,1.63133,2.1214,1.25173,2.65541,12.66173,1178.7
