Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis]
1, 01/10/2023 13:00:43, 60.061, 0, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 115.23298, 87.49865, 2.71055, 2.13031, 1171.52706, 2.30981, 115.23298, 2.79038, 1133.02, 44.35514, 40.90517, 1.65082, 2.8113, 3.04113, 1.31662, 3.69932, 1.73652, 12.15978, 14.73412, 2.79038, 44.35514, 2.30981, 1.31662, 3.04113, 12.15978, 1133.02, 18.8837
2, 01/10/2023 13:01:43, 60.06, 60.06, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 116.84246, 88.206, 2.70392, 2.11615, 1174.49747, 2.33023, 116.02922, 2.6693, 1147.59554, 43.50102, 40.9358, 2.37291, 2.84847, 3.08816, 1.32526, 3.67282, 1.73562, 11.78071, 14.62401, 2.55483, 42.67246, 2.34976, 1.33361, 3.13367, 11.41314, 1161.81, 38.2471
3, 01/10/2023 13:02:43, 60.058, 60.06, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 107.52873, 88.86202, 2.70238, 2.11776, 1170.54962, 2.19198, 113.11511, 2.67522, 1140.4319, 43.35002, 40.99953, 2.44071, 2.88048, 3.09452, 1.41174, 3.65408, 1.72544, 12.05523, 14.53752, 2.68661, 43.04048, 1.95596, 1.58873, 3.1075, 12.61694, 1125.83, 57.011
4, 01/10/2023 13:03:44, 60.06, 60.06, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 102.36531, 89.5297, 2.66288, 2.15906, 1163.68688, 2.30357, 110.36029, 2.58188, 1132.57833, 42.99426, 41.05295, 2.60333, 2.87605, 3.29323, 1.42962, 3.70074, 1.71405, 12.19386, 14.41893, 2.34024, 41.89118, 2.6323, 1.48501, 3.90901, 12.62333, 1108.34, 75.4834
5, 01/10/2023 13:04:44, 60.062, 60.06, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 107.06259, 90.72269, 2.63571, 2.21542, 1158.82924, 2.36815, 109.71764, 2.55828, 1125.11991, 42.84958, 41.17069, 2.65402, 2.8504, 3.35448, 1.4165, 3.72445, 1.68114, 12.2055, 14.24758, 2.46447, 42.24018, 2.6519, 1.36145, 3.61043, 12.25303, 1094.25, 93.7208
6, 01/10/2023 13:05:44, 60.059, 60.06, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 81.41648, 90.18583, 2.6278, 2.22803, 1156.28106, 2.28567, 104.01297, 2.5802, 1127.78153, 42.5357, 41.16357, 2.56362, 2.80024, 3.4511, 1.50988, 3.76221, 1.68858, 12.80032, 14.3236, 2.67012, 40.89676, 1.9857, 1.98424, 3.9401, 15.81874, 1140.9, 112.7359
7, 01/10/2023 13:06:44, 60.064, 60.06, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 80.8389, 89.49424, 2.61654, 2.22811, 1158.40807, 2.26921, 100.08124, 2.57069, 1131.09283, 42.28761, 41.1726, 2.51546, 2.72037, 3.56979, 1.57314, 3.80649, 1.70839, 13.22085, 14.42991, 2.52503, 40.76504, 2.19244, 1.95396, 4.28392, 15.75086, 1150.56, 131.9119
8, 01/10/2023 13:07:44, 60.057, 60.06, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 74.64194, 89.34091, 2.59095, 2.22129, 1162.9277, 2.21885, 96.22028, 2.55727, 1140.16897, 41.7856, 41.03488, 2.6523, 2.80103, 3.66152, 1.65019, 3.82971, 1.72409, 13.5835, 14.38963, 2.48466, 38.34184, 1.97108, 2.17238, 4.28193, 16.03678, 1200.03, 151.9124
9, 01/10/2023 13:08:44, 60.059, 60.06, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 82.82463, 88.44691, 2.60091, 2.19285, 1166.21856, 2.18811, 94.52159, 2.58504, 1146.63545, 41.58257, 40.85088, 2.73165, 2.9059, 3.65901, 1.67223, 3.82341, 1.74358, 13.78146, 14.47926, 2.79122, 40.02578, 1.97695, 1.84107, 3.63969, 15.298, 1195.92, 171.8444
10, 01/10/2023 13:09:44, 60.06, 60.06, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 93.45493, 88.01746, 2.5719, 2.19634, 1166.77811, 2.15789, 94.41031, 2.57865, 1150.87072, 41.57534, 40.82404, 2.73741, 2.86987, 3.6553, 1.69392, 3.87935, 1.76629, 13.79377, 14.52001, 2.52503, 41.51259, 1.92513, 1.882, 3.62308, 13.90049, 1187.64, 191.6383
11, 01/10/2023 13:10:44, 60.059, 60.06, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 90.73055, 88.28647, 2.59074, 2.14152, 1167.76913, 2.11939, 94.0595, 2.58992, 1151.97095, 41.58682, 40.95401, 2.69923, 2.7757, 3.63593, 1.71556, 3.8258, 1.78649, 13.85993, 14.53999, 2.70102, 41.70038, 1.78472, 1.92979, 3.44414, 14.51508, 1162.85, 211.0192
12, 01/10/2023 13:11:44, 60.062, 60.06, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 79.88557, 87.99326, 2.59315, 2.11043, 1170.4091, 2.09224, 92.73036, 2.60333, 1154.96027, 41.40795, 40.90509, 2.75756, 2.78599, 3.64109, 1.74028, 3.81373, 1.80709, 14.00946, 14.57565, 2.73919, 39.47043, 1.84166, 2.00702, 3.69625, 15.62234, 1186.85, 230.8
13, 01/10/2023 13:12:44, 60.058, 60.06, Pila 7223 Norte[Pila 7223 Norte], AC mantencion 03-03-2016 ., 74.7681, 89.0569, 2.60039, 2.09547, 1165.00129, 2.07676, 91.05721, 2.60229, 1160.58753, 41.24687, 40.9786, 2.77388, 2.83206, 3.68636, 1.77506, 3.75748, 1.79314, 14.21216, 14.43378, 2.59219, 39.38781, 1.93439, 2.17409, 4.20555, 16.53724, 1224.24, 251.2041
