Index, Time, Period, Seconds since, Mound, Comment," ""LSF""  [CurrentAnalysis.Dry basis]"," ""LSF""  [Rolling.Analysis1.Dry basis]"," ""SM""  [Rolling.Analysis1.Dry basis]"," ""IM""  [Rolling.Analysis1.Dry basis]"," ""Tph""  [Rolling.Analysis1.Dry basis]"," ""IM""  [CurrentProduct.Dry basis]"," ""LSF""  [CurrentProduct.Dry basis]"," ""SM""  [CurrentProduct.Dry basis]"," ""Tph""  [CurrentProduct.Dry basis]"," ""CaO""  [CurrentProduct.Dry basis]"," ""CaO""  [Rolling.Analysis1.Dry basis]"," ""MgO""  [CurrentProduct.Dry basis]"," ""MgO""  [Rolling.Analysis1.Dry basis]"," ""Al2O3""  [CurrentProduct.Dry basis]"," ""Fe2O3""  [CurrentProduct.Dry basis]"," ""Al2O3""  [Rolling.Analysis1.Dry basis]"," ""Fe2O3""  [Rolling.Analysis1.Dry basis]"," ""SiO2""  [CurrentProduct.Dry basis]"," ""SiO2""  [Rolling.Analysis1.Dry basis]"," ""SM""  [CurrentAnalysis.Dry basis]"," ""CaO""  [CurrentAnalysis.Dry basis]"," ""MgO""  [CurrentAnalysis.Dry basis]"," ""IM""  [CurrentAnalysis.Dry basis]"," ""SiO2""  [CurrentAnalysis.Dry basis]"," ""Tph""  [CurrentAnalysis.Dry basis]"
1, 09/01/2023 07:56:32,60.063,0, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,94.90796,93.36972,2.82606,2.30763,1172.74931,2.39427,93.68813,3.01885,1149.06424,41.76287,41.85785,2.86184,2.52167,3.31801,1.38582,3.50135,1.51729,14.20016,14.183,3.24333,43.09671,1.77777,1.78444,14.62382,1158.92
2, 09/01/2023 07:57:32,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,90.38009,93.91333,2.80791,2.32771,1172.68746,2.38793,93.63833,3.01929,1148.38205,41.75859,41.8882,2.85493,2.50104,3.31652,1.38887,3.51232,1.50892,14.20691,14.09918,3.04809,41.4507,2.38831,2.01672,14.65499,1103.44
3, 09/01/2023 07:58:32,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,91.14063,93.75376,2.81875,2.29897,1174.51267,2.38411,93.59779,3.01552,1148.80724,41.77451,41.84332,2.83059,2.52407,3.32141,1.39315,3.48999,1.51807,14.21683,14.11648,2.80208,42.77914,1.27717,2.18091,14.84588,1175.5
4, 09/01/2023 07:59:32,60.061,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,87.72396,94.17577,2.8322,2.34449,1174.67168,2.37569,93.50359,3.02554,1149.12147,41.75499,41.78137,2.8438,2.64357,3.31005,1.3933,3.47422,1.48186,14.23019,14.03661,3.77702,40.5119,3.68196,1.84543,15.07659,1169.27
5, 09/01/2023 08:00:32,60.058,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,77.42646,93.37733,2.86129,2.38802,1169.66247,2.37829,93.25286,3.03159,1148.2672,41.70628,41.61924,2.87047,2.7407,3.3102,1.39184,3.47703,1.45603,14.25469,14.1149,3.46324,38.30041,4.73554,2.57403,15.96784,1088.51
6, 09/01/2023 08:01:32,60.062,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,97.31991,93.81933,2.90182,2.39271,1170.57415,2.38123,93.30923,3.0379,1148.25787,41.68536,41.51113,2.89888,2.92528,3.30157,1.3865,3.41074,1.42547,14.24191,14.03378,3.55674,40.28871,4.7689,2.64257,13.39377,1147.63
7, 09/01/2023 08:02:32,60.06,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,99.41524,93.75569,2.93867,2.40344,1166.03245,2.38747,93.38781,3.03556,1148.09335,41.64692,41.24571,2.94406,3.20925,3.30047,1.38241,3.35765,1.39702,14.21519,13.97238,2.86467,39.03535,5.98854,2.91429,12.40737,1136.75
8, 09/01/2023 08:03:32,60.058,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,112.53038,95.58037,2.99479,2.38831,1161.42877,2.38311,93.628,3.04079,1147.83679,41.67379,41.43637,2.94208,3.23125,3.28737,1.37944,3.24771,1.35984,14.19079,13.79864,3.50849,43.4642,2.80431,2.03387,12.51384,1129.78
9, 09/01/2023 08:04:32,60.062,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,96.01573,95.80584,3.03656,2.37258,1154.74149,2.39071,93.65848,3.03829,1147.72784,41.62226,41.29228,2.99598,3.40798,3.28761,1.37516,3.18317,1.34165,14.16686,13.73991,2.85511,38.04509,6.70435,3.05926,12.50924,1140.02
10, 09/01/2023 08:05:32,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,96.08772,95.83841,3.01109,2.37402,1152.17981,2.39154,93.69233,3.03171,1148.10021,41.62986,41.37444,2.99275,3.36653,3.29372,1.37724,3.21303,1.35341,14.16097,13.74998,2.62287,42.16058,2.76739,2.44398,13.74936,1174.04
11, 09/01/2023 08:06:33,60.061,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,89.38607,94.99137,2.9852,2.39215,1147.45585,2.39459,93.63476,3.02671,1147.8402,41.60429,41.20434,3.00644,3.43979,3.29977,1.37801,3.26033,1.36293,14.15825,13.80137,2.69381,39.71717,4.01656,2.61072,13.95714,1128.73
12, 09/01/2023 08:07:33,60.06,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,82.16186,94.06872,3.01891,2.33864,1144.31446,2.38665,93.47794,3.03052,1146.93135,41.5837,40.9109,3.01703,3.69473,3.29685,1.38137,3.21547,1.37493,14.17745,13.85803,3.3297,39.95307,3.85262,1.86161,15.69248,1075.9
13, 09/01/2023 08:08:33,60.058,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,90.08374,92.75097,3.04632,2.2762,1136.01735,2.37641,93.43568,3.02746,1145.69226,41.58482,40.94641,3.01093,3.56176,3.29737,1.38755,3.21239,1.4113,14.18341,14.08523,2.80185,41.67142,2.50727,1.76114,14.67294,1044.68
14, 09/01/2023 08:09:33,60.061,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,95.53981,92.37894,3.03213,2.27283,1128.58047,2.37549,93.461,3.02265,1144.8078,41.59477,40.93138,2.99264,3.46843,3.30159,1.38985,3.23621,1.42387,14.18059,14.12996,2.6696,42.393,1.49484,2.30991,13.94457,1073.8
15, 09/01/2023 08:10:33,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,98.68273,92.89614,3.00711,2.26575,1122.82046,2.37836,93.52188,3.0138,1143.93893,41.60786,41.04139,2.97806,3.39691,3.31026,1.39183,3.24781,1.43344,14.17113,14.07704,2.40032,42.67932,1.77667,2.58932,13.38945,1073.28
16, 09/01/2023 08:11:33,60.06,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,104.93106,93.44958,2.98322,2.27698,1119.43544,2.37178,93.64407,3.01221,1143.51015,41.58041,40.7914,3.01231,3.66269,3.30271,1.3925,3.23651,1.42141,14.14296,13.89561,2.8722,39.42173,5.68213,1.87712,11.93923,1109.36
17, 09/01/2023 08:12:33,60.062,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,95.92195,93.82397,2.99998,2.26604,1121.61186,2.3649,93.6722,3.01575,1143.4171,41.57669,40.78123,3.02315,3.75774,3.29523,1.3934,3.2022,1.41313,14.13972,13.84591,3.32383,41.27852,3.86314,1.85708,13.88533,1136.09
18, 09/01/2023 08:13:33,60.061,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,97.33631,94.26473,3.03229,2.23609,1121.18792,2.35669,93.7173,3.01852,1143.75184,41.57809,40.70594,3.02202,3.87026,3.2878,1.39509,3.1387,1.40366,14.13537,13.77376,3.25564,41.6867,2.93416,1.77656,13.79833,1169.68
19, 09/01/2023 08:14:33,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,92.62698,94.64916,2.95144,2.24531,1116.57271,2.35162,93.70464,3.01229,1143.25803,41.56693,40.7148,3.02583,3.84951,3.29138,1.39963,3.20682,1.42823,14.13069,13.68006,2.55598,40.62333,3.346,2.01732,13.73559,1102.14
20, 09/01/2023 08:15:39,60.06,66.07, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,102.33608,96.43662,2.90399,2.22019,1117.80244,2.34914,93.79927,3.00897,1142.83767,41.57391,40.96592,3.02121,3.71221,3.29085,1.40088,3.20207,1.44225,14.1173,13.48705,2.73472,42.15828,2.63467,2.15643,12.99519,1107.59
21, 09/01/2023 08:16:39,60.058,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,96.85677,96.40565,2.85137,2.20005,1116.1906,2.34749,93.83496,3.0047,1142.61817,41.58301,41.10481,3.01577,3.56118,3.29384,1.40313,3.25769,1.48073,14.11296,13.511,2.67812,42.34319,2.56072,2.2263,13.75075,1124.27
22, 09/01/2023 08:17:39,60.062,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,97.71883,96.30899,2.8312,2.15817,1117.55242,2.34421,93.8818,2.99915,1142.78045,41.60956,41.43234,2.99364,3.2286,3.2984,1.40704,3.28857,1.52378,14.11233,13.62473,2.59982,43.80727,1.15952,2.1235,14.05939,1156.13
23, 09/01/2023 08:18:39,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,117.02954,96.54468,2.79086,2.14595,1120.33792,2.33829,94.11518,2.99627,1143.09934,41.63066,41.42333,2.98348,3.18248,3.29231,1.408,3.31607,1.54527,14.08343,13.56731,2.73689,43.36272,2.14989,1.87868,11.71121,1169.35
24, 09/01/2023 08:19:39,60.062,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,84.80576,95.72782,2.75019,2.1603,1119.96029,2.34697,94.0029,2.98664,1143.0007,41.61242,41.56376,2.98668,2.94112,3.30779,1.40939,3.40646,1.57684,14.08853,13.70504,2.34771,40.0068,3.26481,3.04433,14.52958,1134.53
25, 09/01/2023 08:20:39,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,81.36866,94.58206,2.77607,2.12796,1117.10334,2.34173,93.83966,2.98649,1142.89584,41.61449,41.53705,2.97357,2.87799,3.31173,1.41423,3.4014,1.59844,14.11403,13.87992,2.97484,41.78218,1.81141,1.98664,16.36886,1133.78
26, 09/01/2023 08:21:39,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,106.52461,95.64424,2.7609,2.11939,1114.92178,2.34327,93.96102,2.98046,1142.38404,41.61525,41.66981,2.97683,2.827,3.31411,1.41431,3.38658,1.5979,14.09284,13.76168,2.45461,41.6845,3.27458,2.4836,12.15732,1095.82
27, 09/01/2023 08:22:40,60.061,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,88.9541,96.12604,2.74184,2.14219,1121.69072,2.34164,93.90315,2.98055,1142.77125,41.5882,41.61054,2.99989,2.91266,3.31324,1.41492,3.3966,1.58557,14.09253,13.66031,2.98837,39.28048,4.96523,2.20774,14.06501,1175.96
28, 09/01/2023 08:23:40,60.058,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,95.58129,96.4895,2.68275,2.23538,1124.60214,2.35104,93.92038,2.9676,1142.24322,41.59491,41.64591,2.98585,2.85687,3.32987,1.41634,3.49685,1.56432,14.08484,13.57786,2.05904,42.20348,1.63436,3.17421,13.33403,1092.98
29, 09/01/2023 08:24:40,60.06,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,97.75908,96.64069,2.69646,2.1703,1134.01099,2.3383,93.96353,2.9665,1143.04836,41.59491,41.59536,2.99213,2.98951,3.32425,1.42165,3.44098,1.58549,14.07871,13.55369,2.87308,41.59333,3.52332,1.52305,13.56032,1211.54
30, 09/01/2023 08:25:40,60.06,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,97.96436,96.60734,2.71268,2.12273,1143.90167,2.33182,94.00826,2.96241,1143.93288,41.59934,41.55515,2.98591,3.02645,3.32444,1.42569,3.3977,1.60063,14.07185,13.55885,2.63792,41.97785,2.45311,1.88646,13.48456,1219.56
31, 09/01/2023 08:26:40,60.06,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,100.63181,96.42524,2.71373,2.09515,1153.51004,2.32095,94.08431,2.9611,1145.12861,41.62463,41.85404,2.96717,2.73249,3.32061,1.43071,3.41364,1.6293,14.06913,13.6852,2.85205,43.76509,1.38105,1.61452,13.83869,1246.34
32, 09/01/2023 08:27:40,60.061,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,93.04578,96.21129,2.6151,2.15769,1162.66406,2.32664,94.07234,2.94554,1146.51851,41.61772,41.83139,2.96628,2.66836,3.33845,1.43488,3.56467,1.65208,14.06003,13.64232,1.99588,41.02146,2.88974,2.71514,13.28037,1263.9
33, 09/01/2023 08:28:40,60.061,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,91.65273,95.81063,2.57917,2.20202,1166.85382,2.32838,94.04522,2.94117,1147.44508,41.60923,41.7724,2.97012,2.6954,3.34387,1.43613,3.6404,1.65321,14.05879,13.6531,2.59623,40.84923,3.31109,2.47209,13.94669,1228.88
34, 09/01/2023 08:29:40,60.058,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,103.86111,96.53638,2.55874,2.22808,1172.90044,2.32927,94.14465,2.93275,1147.97073,41.62524,41.93422,2.96084,2.6148,3.35052,1.43844,3.66518,1.645,14.04483,13.58736,2.27552,43.09116,2.11046,2.40008,12.76568,1195.98
35, 09/01/2023 08:30:40,60.062,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,94.61671,96.05388,2.56334,2.21452,1181.91122,2.32475,94.1499,2.93092,1149.028,41.62958,41.92572,2.95629,2.60895,3.35067,1.4413,3.67041,1.65743,14.04487,13.65705,2.77608,42.01647,2.54949,1.98248,14.0482,1242.96
36, 09/01/2023 08:31:40,60.058,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,114.11728,97.12578,2.5147,2.23261,1189.7171,2.32676,94.34079,2.91876,1150.04687,41.65263,42.02534,2.94525,2.56606,3.35897,1.44363,3.70895,1.66127,14.01761,13.5045,2.01003,43.72171,1.95465,2.48361,11.57014,1241.68
37, 09/01/2023 08:32:40,60.062,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,114.49316,98.1374,2.55584,2.17624,1192.6557,2.31434,94.52535,2.9236,1150.58389,41.66757,41.98105,2.94899,2.70707,3.34349,1.44469,3.58771,1.64858,13.99874,13.38313,3.54281,43.02615,3.29212,1.2436,12.25534,1201.07
38, 09/01/2023 08:33:40,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,104.76947,97.45767,2.54668,2.21966,1190.35926,2.31755,94.61754,2.91999,1150.4058,41.66674,41.86426,2.96043,2.83386,3.34519,1.44341,3.63542,1.63783,13.98267,13.42927,2.56495,41.5735,4.09409,2.66681,12.38598,1132.46
39, 09/01/2023 08:34:40,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,108.53456,99.03008,2.56844,2.15882,1191.30473,2.31427,94.74632,2.91738,1150.4012,41.69531,42.15438,2.93815,2.66924,3.34422,1.44504,3.54609,1.64261,13.97209,13.32685,2.65998,44.54558,0.71404,2.02028,12.91611,1149.94
40, 09/01/2023 08:35:40,60.061,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,98.20283,100.33249,2.54178,2.15628,1188.49311,2.31003,94.77676,2.91401,1149.79823,41.69096,42.12009,2.94327,2.77317,3.34445,1.44779,3.52807,1.63618,13.96467,13.12638,2.57593,41.22359,3.49279,1.93305,13.16776,1085.12
41, 09/01/2023 08:36:40,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,90.21472,99.28231,2.49357,2.18915,1192.79632,2.31676,94.73108,2.89992,1149.97062,41.68582,42.08484,2.93808,2.71888,3.36293,1.45157,3.63908,1.66233,13.96164,13.21944,1.92367,41.14488,2.40588,2.85968,13.64673,1167.32
42, 09/01/2023 08:37:40,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,96.34268,99.80453,2.48539,2.14776,1191.57492,2.30827,94.74628,2.89944,1150.03704,41.68067,42.2103,2.94426,2.62559,3.35889,1.45516,3.62038,1.68565,13.95805,13.18759,2.85069,41.15429,3.57434,1.61814,13.59135,1156.85
43, 09/01/2023 08:38:40,60.06,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,84.82357,98.97858,2.54818,2.06188,1196.40363,2.30101,94.64345,2.90029,1150.26434,41.67066,42.10688,2.94441,2.70578,3.35779,1.45927,3.51857,1.70649,13.97085,13.31438,2.98267,40.6168,2.95872,1.71906,15.29705,1173.47
44, 09/01/2023 08:39:41,60.061,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,96.10957,98.8584,2.51185,2.11233,1198.07099,2.29974,94.65818,2.89333,1151.12557,41.6799,42.1749,2.9323,2.58361,3.36465,1.46305,3.60002,1.70429,13.96812,13.32362,2.32816,42.58924,1.73044,2.19989,13.69511,1235.46
45, 09/01/2023 08:40:41,60.061,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,86.56217,98.06169,2.52868,2.11463,1195.38073,2.29536,94.5787,2.89359,1151.3964,41.66104,42.02553,2.94226,2.68407,3.36381,1.46548,3.59655,1.70079,13.97401,13.39528,2.92049,39.67403,3.98701,1.90376,14.58932,1179.46
46, 09/01/2023 08:41:41,60.06,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,87.75823,97.13875,2.51717,2.13232,1192.6614,2.2897,94.5103,2.89108,1151.94262,41.6528,41.8211,2.94061,2.78107,3.36576,1.46995,3.63676,1.70554,13.98042,13.44749,2.66113,40.77873,2.76776,1.84371,14.64277,1207.75
47, 09/01/2023 08:42:41,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,87.99481,96.77219,2.58728,2.08227,1188.17645,2.28689,94.44525,2.89089,1152.41254,41.64134,41.78471,2.94883,2.84255,3.36614,1.47193,3.53468,1.69752,13.98631,13.53718,2.87232,40.45609,3.79953,2.03187,14.59561,1201.16
48, 09/01/2023 08:43:41,60.062,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,85.90994,96.34082,2.58653,2.06243,1188.01338,2.28523,94.35989,2.88752,1153.12879,41.62248,41.7036,2.95839,2.88613,3.37043,1.47488,3.53397,1.7135,13.99092,13.57275,2.58559,39.66232,3.94888,2.14253,14.46731,1226.59
49, 09/01/2023 08:44:41,60.057,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,94.19161,95.71412,2.65448,2.01723,1188.18825,2.27937,94.35836,2.89181,1153.55343,41.60188,41.45663,2.98157,3.11041,3.36185,1.4749,3.43228,1.70148,13.98699,13.62747,3.43668,39.44736,5.37904,1.67451,13.57229,1198.56
50, 09/01/2023 08:45:41,60.062,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,87.56037,95.21801,2.71983,1.99636,1185.93927,2.27348,94.29383,2.90075,1154.0948,41.57085,41.20179,3.00984,3.34636,3.3499,1.47346,3.34505,1.67557,13.99138,13.65526,4.2061,38.33719,5.93786,1.59342,14.44074,1211.4
51, 09/01/2023 08:46:41,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,90.81652,93.74966,2.83068,1.97946,1179.53956,2.27408,94.26123,2.9066,1154.03851,41.57292,41.06435,3.0109,3.42968,3.34548,1.47114,3.25949,1.64666,14.00001,13.88772,3.67057,41.78116,3.12624,2.3535,14.94472,1147.69
52, 09/01/2023 08:47:41,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,93.50868,92.5044,2.78836,2.09792,1173.56725,2.2825,94.25507,2.90483,1153.65214,41.55252,40.80668,3.03398,3.58489,3.3495,1.46747,3.38843,1.61514,13.99247,13.9518,2.7021,39.18172,5.69095,3.65038,13.11674,1108.12
53, 09/01/2023 08:48:41,60.063,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,109.87773,92.69618,2.79127,2.06981,1168.90688,2.28133,94.36399,2.90238,1152.84486,41.55808,40.84292,3.0355,3.52955,3.34808,1.4676,3.36715,1.62679,13.97697,13.93943,2.58823,42.24623,3.22441,2.13721,12.05038,1051.76
54, 09/01/2023 08:49:41,60.057,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,100.00165,92.19012,2.77923,2.08931,1167.2789,2.2817,94.41103,2.89855,1152.60431,41.58012,40.8125,3.01678,3.54074,3.35229,1.46921,3.40602,1.63021,13.97532,13.99686,2.49874,44.20428,0.78311,2.32053,13.77761,1124.2
55, 09/01/2023 08:50:41,60.06,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,103.53653,92.51977,2.77995,2.11712,1169.5456,2.28256,94.48262,2.89588,1152.36006,41.58936,40.90785,3.01588,3.50293,3.3536,1.46923,3.41496,1.61302,13.96634,13.97755,2.59041,42.68145,2.90895,2.38397,12.90226,1123.25
56, 09/01/2023 08:51:41,60.061,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,91.81416,92.63126,2.86602,2.02698,1166.65022,2.27597,94.46084,2.89551,1152.11109,41.57754,40.84292,3.02374,3.6048,3.35097,1.47233,3.26981,1.61314,13.96589,13.99465,2.85111,40.15038,3.97287,1.64309,13.91107,1122.16
57, 09/01/2023 08:52:41,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,107.08425,93.22854,2.8365,2.06829,1163.95869,2.27517,94.55371,2.89131,1151.80478,41.58585,40.9345,3.02103,3.54828,3.35232,1.47344,3.30719,1.599,13.95276,13.91638,2.4096,42.59921,2.69019,2.18614,12.35177,1114.39
58, 09/01/2023 08:53:41,60.062,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,107.83031,94.71453,2.82712,2.06708,1160.33141,2.26936,94.65228,2.891,1151.52824,41.59928,41.10324,3.01684,3.51981,3.34772,1.47518,3.27774,1.58568,13.943,13.74948,2.85033,43.23443,2.50588,1.65132,12.75341,1117.57
59, 09/01/2023 08:54:41,60.058,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,111.27266,95.62377,2.87907,2.02523,1155.02168,2.26343,94.77596,2.89158,1151.60857,41.61235,41.13647,3.0131,3.5813,3.34123,1.47618,3.17653,1.56847,13.92995,13.66117,2.97051,43.14408,2.57344,1.6174,12.39131,1161.18
60, 09/01/2023 08:55:42,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,98.9585,96.49476,2.84824,2.06393,1155.55451,2.26527,94.80928,2.88806,1151.90776,41.60458,41.20299,3.02212,3.58793,3.34385,1.47614,3.20231,1.55156,13.92042,13.54017,2.50183,40.69576,4.07361,2.48098,12.80806,1187.07
61, 09/01/2023 08:56:42,60.061,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,82.77996,96.13794,2.84209,2.07957,1151.88982,2.26278,94.70429,2.88516,1151.9362,41.58984,41.13648,3.02674,3.64463,3.34828,1.47972,3.22276,1.54973,13.92953,13.56387,2.58618,39.74091,3.59912,2.02539,15.05642,1155.4
62, 09/01/2023 08:57:42,60.06,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,93.84026,96.5938,2.77007,2.13923,1148.77362,2.26822,94.69743,2.87622,1151.97473,41.58252,41.15369,3.0315,3.63219,3.35954,1.48113,3.3115,1.54799,13.92283,13.46112,2.04547,40.67938,3.6192,2.86758,13.097,1156.7
63, 09/01/2023 08:58:42,60.062,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,95.46468,97.34082,2.75521,2.18364,1141.82453,2.27274,94.70321,2.87171,1151.78711,41.57491,41.22242,3.03607,3.60892,3.36537,1.48075,3.32794,1.52403,13.91664,13.3682,2.36888,40.60265,3.61836,2.86905,13.12582,1128
64, 09/01/2023 08:59:42,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,102.9925,97.92013,2.7144,2.18981,1137.83002,2.26843,94.76236,2.87066,1151.70807,41.57262,41.35282,3.04124,3.48794,3.3623,1.48221,3.3656,1.53693,13.90694,13.30742,2.73164,41.28007,3.69789,1.78216,12.67478,1141.73
65, 09/01/2023 09:00:42,60.058,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,109.20647,99.46355,2.64212,2.19212,1137.94548,2.26349,94.87113,2.86967,1152.21498,41.58657,41.70509,3.03514,3.22654,3.35844,1.48375,3.42307,1.56153,13.8955,13.16993,2.74547,43.24392,2.30935,1.74014,12.5337,1212.93
66, 09/01/2023 09:01:42,60.063,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,91.82154,99.56349,2.55308,2.19027,1138.42741,2.2636,94.84676,2.86339,1152.2348,41.5895,41.71633,3.02581,3.13988,3.36613,1.48707,3.52414,1.609,13.89661,13.10532,2.23614,41.95192,1.81661,2.27466,14.03505,1154.75
67, 09/01/2023 09:02:42,60.057,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,101.54882,100.0966,2.53239,2.13012,1138.56287,2.26312,94.89503,2.85938,1151.92152,41.60216,41.98589,3.01657,2.88193,3.36942,1.48884,3.52346,1.65411,13.89162,13.11161,2.38828,43.29668,1.77855,2.2078,13.22098,1110.26
68, 09/01/2023 09:03:42,60.062,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,99.06771,99.47422,2.5107,2.17403,1146.94559,2.2677,94.92706,2.85404,1152.16843,41.60962,42.00837,3.00983,2.81102,3.37648,1.48895,3.59636,1.65424,13.88614,13.18266,2.28498,42.55209,2.15599,2.84239,13.19161,1183.21
69, 09/01/2023 09:04:42,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,110.23391,100.11436,2.51427,2.15708,1150.06136,2.26601,95.03175,2.85179,1152.3142,41.61337,41.87186,3.01477,2.99918,3.3747,1.48927,3.54894,1.64525,13.87098,13.0596,2.55507,42.08146,3.63949,2.05848,11.95198,1170.98
70, 09/01/2023 09:05:42,60.059,60.06, Pila 0323 Sur[Pila 0323 Sur], AC mantencion 03-03-2016 .,88.38521,99.05337,2.51852,2.15028,1149.72327,2.26591,94.97989,2.85007,1152.06155,41.60972,41.76939,3.01266,2.98744,3.378,1.49079,3.56948,1.66,13.8764,13.17057,2.64566,41.117,2.72744,2.25383,14.60857,1117.91
