Index, Time, Period, Seconds since, Mound, Comment, "LSF"  [CurrentAnalysis.Dry basis], "LSF"  [Rolling.Analysis1.Dry basis], "SM"  [Rolling.Analysis1.Dry basis], "IM"  [Rolling.Analysis1.Dry basis], "Tph"  [Rolling.Analysis1.Dry basis], "IM"  [CurrentProduct.Dry basis], "LSF"  [CurrentProduct.Dry basis], "SM"  [CurrentProduct.Dry basis], "Tph"  [CurrentProduct.Dry basis], "CaO"  [CurrentProduct.Dry basis], "CaO"  [Rolling.Analysis1.Dry basis], "MgO"  [CurrentProduct.Dry basis], "MgO"  [Rolling.Analysis1.Dry basis], "Al2O3"  [CurrentProduct.Dry basis], "Fe2O3"  [CurrentProduct.Dry basis], "Al2O3"  [Rolling.Analysis1.Dry basis], "Fe2O3"  [Rolling.Analysis1.Dry basis], "SiO2"  [CurrentProduct.Dry basis], "SiO2"  [Rolling.Analysis1.Dry basis], "SM"  [CurrentAnalysis.Dry basis], "CaO"  [CurrentAnalysis.Dry basis], "MgO"  [CurrentAnalysis.Dry basis], "IM"  [CurrentAnalysis.Dry basis], "Fe2O3"  [CurrentAnalysis.Dry basis], "Al2O3"  [CurrentAnalysis.Dry basis], "SiO2"  [CurrentAnalysis.Dry basis], "Tph"  [CurrentAnalysis.Dry basis], "Tons"  [CurrentProduct.Dry basis]
1, 06/08/2023 13:40:05, 60.06, 0, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 94.68076, 87.65761, 2.78953, 2.23258, 1138.18354, 2.16175, 86.82813, 2.80279, 1138.07733, 40.81423, 41.11807, 2.94015, 2.67949, 3.62732, 1.67796, 3.6703, 1.64397, 14.86959, 14.8243, 2.6034, 41.4347, 2.97329, 2.52837, 1.49087, 3.76948, 13.69482, 1102.04, 151.5472
2, 06/08/2023 13:41:05, 60.058, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 95.61251, 88.41268, 2.81713, 2.15922, 1131.91301, 2.06702, 87.72279, 2.85453, 1130.25735, 41.04743, 41.28304, 2.81711, 2.60581, 3.50401, 1.69519, 3.58571, 1.66065, 14.84129, 14.77965, 3.39285, 43.0092, 1.77837, 1.33821, 1.84039, 2.46282, 14.60016, 1063.39, 169.2703
3, 06/08/2023 13:42:05, 60.061, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 95.33506, 88.8973, 2.82952, 2.13044, 1127.80748, 2.05177, 88.42911, 2.88056, 1126.65052, 41.11498, 41.26308, 2.85119, 2.69335, 3.44575, 1.6794, 3.53609, 1.6598, 14.7633, 14.70183, 3.1588, 41.72349, 3.16225, 1.8977, 1.53463, 2.91226, 14.04683, 1093.14, 187.4893
4, 06/08/2023 13:43:05, 60.059, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 86.29405, 89.1034, 2.84233, 2.119, 1127.81348, 2.04408, 88.23167, 2.9053, 1126.64137, 41.10334, 41.2268, 2.85333, 2.75261, 3.42226, 1.67423, 3.50491, 1.65403, 14.80685, 14.66342, 3.16967, 40.98607, 2.87469, 1.96423, 1.62237, 3.18671, 15.2432, 1126.55, 206.2651
5, 06/08/2023 13:44:06, 66.066, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 93.64078, 89.29447, 2.87155, 2.09284, 1116.91475, 2.02592, 88.68519, 2.92573, 1114.33183, 41.27389, 41.32508, 2.72672, 2.66285, 3.38804, 1.67235, 3.46073, 1.65361, 14.80531, 14.68609, 3.16644, 43.11582, 1.35942, 1.82716, 1.65199, 3.01845, 14.78867, 981.259, 225.3451
6, 06/08/2023 13:45:12, 60.063, 66.07, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 105.53382, 90.09344, 2.8745, 2.08213, 1117.30166, 2.02124, 89.90794, 2.92694, 1117.51785, 41.51715, 41.5848, 2.61276, 2.50152, 3.35794, 1.66133, 3.44296, 1.65357, 14.69113, 14.64997, 2.94258, 44.31298, 1.29819, 1.96239, 1.53395, 3.0102, 13.37152, 1154.82, 244.5921
7, 06/08/2023 13:46:12, 60.058, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 105.7504, 91.12437, 2.90275, 2.06732, 1118.16898, 2.01936, 90.93079, 2.93731, 1118.31861, 41.62591, 41.64825, 2.60777, 2.57485, 3.31742, 1.64281, 3.37215, 1.63117, 14.56971, 14.52337, 3.09514, 42.99989, 2.54335, 1.99113, 1.40591, 2.79936, 13.01592, 1128.73, 263.4043
8, 06/08/2023 13:47:12, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 94.82745, 91.18333, 2.92309, 2.04464, 1118.94276, 2.04464, 91.18333, 2.92309, 1118.94276, 41.64534, 41.64534, 2.61093, 2.61093, 3.33726, 1.6322, 3.33726, 1.6322, 14.52615, 14.52615, 2.73028, 41.91471, 2.65487, 2.43438, 1.48437, 3.61352, 13.91866, 1127.69, 282.1991
9, 06/08/2023 13:48:12, 60.058, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 92.20889, 92.24572, 2.93604, 2.06809, 1118.34377, 2.07839, 91.24661, 2.91721, 1120.87821, 41.58432, 41.76099, 2.67756, 2.60908, 3.35322, 1.61338, 3.30682, 1.59897, 14.48859, 14.4036, 2.83007, 40.68752, 3.65646, 2.68378, 1.33681, 3.58772, 13.93676, 1149.39, 301.3555
10, 06/08/2023 13:49:12, 60.061, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 96.70807, 93.54462, 2.94149, 2.08874, 1112.21106, 2.09318, 91.54261, 2.92097, 1120.38282, 41.50635, 41.74889, 2.80764, 2.77008, 3.33965, 1.59549, 3.26469, 1.563, 14.41542, 14.20058, 2.98821, 40.24876, 4.87955, 2.38364, 1.30985, 3.12222, 13.244, 1112.33, 319.8943
11, 06/08/2023 13:50:12, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 90.59848, 94.197, 2.9819, 2.06384, 1106.82878, 2.08895, 91.49108, 2.93114, 1120.11244, 41.48347, 41.85089, 2.82027, 2.73482, 3.32728, 1.5928, 3.19869, 1.54987, 14.42144, 14.15973, 3.11762, 41.08521, 3.039, 2.01325, 1.54619, 3.11287, 14.52517, 1115.46, 338.4853
12, 06/08/2023 13:51:12, 60.057, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 89.47353, 94.64912, 2.99022, 2.07389, 1103.92864, 2.09102, 91.38939, 2.9308, 1118.25955, 41.42632, 41.78204, 2.86547, 2.84972, 3.32776, 1.59145, 3.17511, 1.53099, 14.41724, 14.07227, 2.92455, 40.35526, 3.71257, 2.13038, 1.5662, 3.33661, 14.3385, 1083.53, 356.5441
13, 06/08/2023 13:52:12, 60.06, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 91.89954, 94.51105, 2.97077, 2.11699, 1101.13003, 2.10968, 91.41446, 2.92316, 1116.32769, 41.5141, 41.92749, 2.76856, 2.69535, 3.35087, 1.58833, 3.23002, 1.52576, 14.43808, 14.12834, 2.78165, 43.27179, 0.82054, 2.50095, 1.52536, 3.81486, 14.85463, 1077.99, 374.5106
14, 06/08/2023 13:53:12, 60.061, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 87.33652, 94.13229, 2.92466, 2.18053, 1099.56855, 2.15192, 91.22096, 2.90464, 1115.64911, 41.46137, 41.79205, 2.80266, 2.77131, 3.39332, 1.57688, 3.30762, 1.51689, 14.43661, 14.11007, 2.57092, 40.3835, 3.4996, 3.17344, 1.34269, 4.26095, 14.40653, 1101.81, 392.8741
15, 06/08/2023 13:54:12, 60.058, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 77.65464, 92.9278, 2.95562, 2.17464, 1100.81677, 2.15473, 90.55273, 2.91258, 1114.49996, 41.41256, 41.73706, 2.78259, 2.70981, 3.40741, 1.58136, 3.31215, 1.52308, 14.53016, 14.2911, 3.07383, 40.32138, 2.33891, 2.21279, 1.6797, 3.71682, 16.58797, 1089.64, 411.0348
16, 06/08/2023 13:55:12, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 87.17462, 92.41571, 2.98367, 2.14639, 1101.77658, 2.1521, 90.40241, 2.91616, 1114.58094, 41.40702, 41.72701, 2.77006, 2.67798, 3.40761, 1.58339, 3.28868, 1.53219, 14.55458, 14.38388, 2.9951, 41.28237, 2.49143, 2.09534, 1.62842, 3.4121, 15.09686, 1116.37, 429.6409
17, 06/08/2023 13:56:12, 60.058, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 97.79661, 92.57557, 2.9797, 2.19786, 1109.64449, 2.14503, 90.70964, 2.93042, 1117.41031, 41.43373, 41.66528, 2.77332, 2.74696, 3.38015, 1.57581, 3.30569, 1.50405, 14.52302, 14.33159, 3.29703, 42.00705, 2.84344, 1.97349, 1.41159, 2.78577, 13.83883, 1179.26, 449.2952
18, 06/08/2023 13:57:12, 60.058, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 89.65763, 92.19086, 2.98107, 2.22174, 1113.62125, 2.14924, 90.66467, 2.93953, 1118.83546, 41.48697, 41.73399, 2.72522, 2.64148, 3.37885, 1.57211, 3.33436, 1.50079, 14.55349, 14.41395, 3.15774, 42.73073, 1.60163, 2.25359, 1.48583, 3.34844, 15.26534, 1152.18, 468.4982
19, 06/08/2023 13:58:12, 60.065, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 91.96034, 92.58583, 2.96396, 2.22072, 1115.74878, 2.14156, 90.71519, 2.93849, 1120.35482, 41.49052, 41.77263, 2.71835, 2.61987, 3.37463, 1.57578, 3.33985, 1.50395, 14.54672, 14.35684, 2.91313, 41.57682, 2.55108, 1.96486, 1.66512, 3.27173, 14.38169, 1157.26, 487.7859
20, 06/08/2023 13:59:12, 60.057, 60.07, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 96.8448, 92.8127, 2.96536, 2.1786, 1132.44167, 2.10741, 90.95189, 2.94736, 1124.41058, 41.52469, 41.72313, 2.70177, 2.68195, 3.34301, 1.58631, 3.30727, 1.51807, 14.5285, 14.30886, 3.18352, 42.33601, 2.30693, 1.41038, 1.83678, 2.59055, 14.09449, 1221.58, 508.1456
21, 06/08/2023 14:00:13, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 97.02603, 92.2804, 2.96392, 2.20402, 1134.22261, 2.11509, 91.1682, 2.94647, 1126.4815, 41.52689, 41.53497, 2.72896, 2.82891, 3.33991, 1.57908, 3.32437, 1.50832, 14.49367, 14.3237, 2.92246, 41.57209, 3.41951, 2.33708, 1.39498, 3.26017, 13.60449, 1179.99, 527.8122
22, 06/08/2023 14:01:13, 60.059, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 84.68497, 90.91018, 2.98711, 2.16168, 1137.9618, 2.09088, 90.92011, 2.96291, 1128.51185, 41.52137, 41.42452, 2.71803, 2.82014, 3.32015, 1.58792, 3.32268, 1.53708, 14.54216, 14.51663, 3.43533, 41.37056, 2.42321, 1.52656, 1.82598, 2.78746, 15.84865, 1182.87, 547.5267
23, 06/08/2023 14:02:13, 60.06, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 86.38879, 90.34247, 2.99705, 2.15752, 1140.918, 2.09972, 90.76057, 2.95985, 1129.9817, 41.48924, 41.33458, 2.73607, 2.86006, 3.33084, 1.58633, 3.32448, 1.54088, 14.55405, 14.5817, 2.87797, 40.5827, 3.24459, 2.35619, 1.54146, 3.63197, 14.88898, 1171.21, 567.0469
24, 06/08/2023 14:03:13, 66.067, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 83.98126, 89.75407, 3.0021, 2.1533, 1133.14247, 2.11409, 90.51654, 2.95818, 1126.84887, 41.45711, 41.32288, 2.7479, 2.82211, 3.34596, 1.58269, 3.33831, 1.55032, 14.57986, 14.67614, 2.91405, 40.54608, 3.08229, 2.55001, 1.47986, 3.77365, 15.30896, 1038.91, 587.248
25, 06/08/2023 14:04:19, 60.058, 66.07, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 83.09336, 88.89881, 2.99566, 2.16686, 1133.52237, 2.12747, 90.28161, 2.95617, 1126.58498, 41.39418, 41.26793, 2.79071, 2.77169, 3.35813, 1.57846, 3.37885, 1.55933, 14.59338, 14.79308, 2.89562, 39.39939, 4.14672, 2.59192, 1.44425, 3.74338, 15.02138, 1118.27, 605.8858
26, 06/08/2023 14:05:19, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 87.75615, 88.71523, 2.98594, 2.17695, 1133.25282, 2.12879, 90.20328, 2.95633, 1126.12953, 41.44101, 41.3901, 2.72711, 2.61632, 3.36533, 1.58086, 3.41052, 1.56665, 14.62255, 14.86152, 2.96137, 42.9876, 0.60325, 2.17062, 1.66043, 3.60416, 15.59039, 1111.23, 624.4063
27, 06/08/2023 14:06:19, 60.055, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 78.08636, 87.9656, 3.00333, 2.18573, 1132.24419, 2.13263, 89.84055, 2.96321, 1124.47982, 41.39179, 41.3477, 2.74247, 2.58802, 3.36978, 1.5801, 3.42247, 1.56582, 14.66753, 14.98147, 3.20293, 39.6163, 3.2911, 2.27262, 1.55239, 3.52799, 16.2721, 1066.53, 642.1819
28, 06/08/2023 14:07:19, 60.061, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 93.84307, 88.10864, 3.02637, 2.1665, 1140.02465, 2.13404, 89.95711, 2.96787, 1126.62087, 41.38203, 41.20928, 2.77244, 2.77748, 3.36059, 1.57476, 3.37327, 1.55702, 14.64745, 14.92088, 3.13097, 41.06087, 3.72045, 2.18399, 1.40509, 3.06871, 14.0073, 1195.62, 662.1089
29, 06/08/2023 14:08:19, 60.063, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 101.77428, 88.95825, 3.04765, 2.1159, 1141.59178, 2.13679, 90.2532, 2.96431, 1126.62278, 41.40532, 41.32848, 2.77675, 2.74129, 3.35636, 1.57075, 3.30579, 1.56235, 14.60548, 14.8364, 2.83172, 42.22156, 2.9279, 2.24326, 1.42993, 3.20771, 13.13248, 1126.69, 680.8871
30, 06/08/2023 14:09:19, 60.058, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 98.60122, 90.34298, 3.04501, 2.11517, 1144.7056, 2.13863, 90.46602, 2.96606, 1126.9659, 41.41219, 41.41166, 2.80067, 2.8264, 3.34814, 1.56555, 3.26385, 1.54307, 14.57432, 14.63712, 3.03427, 41.63977, 3.64168, 2.21214, 1.38232, 3.05787, 13.47274, 1139.27, 699.8749
31, 06/08/2023 14:10:19, 60.061, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 102.2904, 91.28604, 3.03122, 2.12828, 1146.06995, 2.1427, 90.7569, 2.96137, 1127.24931, 41.47029, 41.56412, 2.76434, 2.75584, 3.34875, 1.56287, 3.26141, 1.53242, 14.54515, 14.53114, 2.78544, 43.61595, 1.4222, 2.3033, 1.46371, 3.37136, 13.46776, 1137.71, 718.8367
32, 06/08/2023 14:11:19, 60.061, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 101.04238, 91.46111, 3.0156, 2.13882, 1142.76612, 2.14264, 91.00283, 2.96313, 1127.32261, 41.51025, 41.62944, 2.74093, 2.69048, 3.34113, 1.55935, 3.28034, 1.53371, 14.52076, 14.51725, 3.03664, 43.03049, 1.85023, 2.14045, 1.42536, 3.05092, 13.59286, 1130.12, 737.672
33, 06/08/2023 14:12:19, 60.059, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 115.19927, 92.97775, 2.96958, 2.16508, 1146.64006, 2.15516, 91.53665, 2.95079, 1129.45021, 41.55198, 41.65716, 2.73736, 2.757, 3.34331, 1.5513, 3.28579, 1.51763, 14.44299, 14.26417, 2.48142, 43.06442, 2.60765, 2.71832, 1.259, 3.42235, 11.61637, 1207.44, 757.796
34, 06/08/2023 14:13:19, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 104.47245, 93.77954, 2.96128, 2.19137, 1146.83496, 2.15957, 91.83941, 2.94681, 1130.21405, 41.6294, 41.8633, 2.67942, 2.61385, 3.34459, 1.54873, 3.294, 1.50317, 14.41971, 14.20576, 2.78872, 44.67209, 0.40217, 2.34523, 1.4476, 3.39496, 13.50453, 1160.15, 777.1319
35, 06/08/2023 14:14:19, 60.058, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 94.02953, 93.5832, 2.95587, 2.27378, 1142.07496, 2.16472, 91.89168, 2.9504, 1130.8038, 41.63909, 41.84073, 2.67661, 2.63226, 3.34227, 1.54397, 3.34097, 1.46934, 14.41635, 14.21866, 3.10408, 42.03004, 2.56301, 2.40293, 1.35198, 3.24871, 14.2809, 1154.62, 796.3756
36, 06/08/2023 14:15:19, 60.061, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 90.80621, 93.1647, 2.9663, 2.27717, 1141.28533, 2.16961, 91.86571, 2.95337, 1131.70807, 41.62132, 41.79448, 2.70107, 2.6499, 3.34108, 1.53994, 3.34323, 1.46815, 14.41545, 14.27198, 3.07946, 40.89767, 3.69272, 2.39199, 1.37648, 3.29254, 14.37804, 1168.68, 815.8536
37, 06/08/2023 14:16:20, 60.059, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 88.82404, 93.50162, 2.93664, 2.34972, 1137.33751, 2.17442, 91.7955, 2.95396, 1131.54754, 41.61728, 41.80027, 2.69893, 2.66249, 3.34495, 1.53832, 3.39227, 1.44369, 14.425, 14.20147, 2.97946, 41.4413, 2.60586, 2.39425, 1.46754, 3.51365, 14.84125, 1124.56, 834.5962
38, 06/08/2023 14:17:20, 60.06, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 90.63886, 93.80149, 2.96531, 2.32688, 1136.12151, 2.17131, 91.76797, 2.96165, 1132.0439, 41.66114, 42.00104, 2.6582, 2.50422, 3.34028, 1.53837, 3.35896, 1.44355, 14.44888, 14.24094, 3.31075, 43.56877, 0.88663, 2.0364, 1.54063, 3.13733, 15.48753, 1153.59, 853.8227
39, 06/08/2023 14:18:20, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 88.87958, 94.22754, 2.93552, 2.34173, 1140.22817, 2.18395, 91.70732, 2.95088, 1131.21821, 41.64406, 42.0294, 2.66332, 2.48897, 3.35788, 1.53752, 3.38243, 1.44442, 14.44574, 14.16929, 2.51469, 40.83663, 2.90466, 2.79665, 1.49745, 4.18786, 14.29678, 1092.5, 872.031
40, 06/08/2023 14:19:20, 60.054, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 90.53508, 94.72825, 2.93478, 2.3373, 1143.88918, 2.19082, 91.68066, 2.94941, 1132.12983, 41.66839, 42.24942, 2.64233, 2.3279, 3.36549, 1.53617, 3.38108, 1.44658, 14.45703, 14.16811, 2.88753, 42.75539, 1.70421, 2.51064, 1.47596, 3.70559, 14.96187, 1172.8, 891.5776
41, 06/08/2023 14:20:20, 60.063, 60.05, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 95.26508, 95.25177, 2.90864, 2.3508, 1147.94123, 2.19434, 91.75258, 2.94156, 1132.99325, 41.64032, 42.07287, 2.66607, 2.53349, 3.3702, 1.53586, 3.38077, 1.43813, 14.43147, 14.01646, 2.5983, 40.36205, 3.7469, 2.35607, 1.5215, 3.58475, 13.26756, 1172.39, 911.1175
42, 06/08/2023 14:21:20, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 101.59501, 96.87595, 2.8811, 2.36769, 1155.85686, 2.20073, 91.94988, 2.93818, 1134.21266, 41.66669, 42.27394, 2.65682, 2.46731, 3.37149, 1.53199, 3.3752, 1.42553, 14.40729, 13.83138, 2.78079, 42.86072, 2.2363, 2.52961, 1.35577, 3.42957, 13.30703, 1190.22, 930.9545
43, 06/08/2023 14:22:20, 60.058, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 88.87668, 96.51544, 2.85751, 2.4226, 1156.21399, 2.21556, 91.88521, 2.93468, 1135.60979, 41.63759, 42.22079, 2.67787, 2.4619, 3.38188, 1.52642, 3.43045, 1.41602, 14.40429, 13.84885, 2.77906, 40.28351, 3.6576, 3.04953, 1.2675, 3.86529, 14.26437, 1200.61, 950.9647
44, 06/08/2023 14:23:20, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 87.62946, 95.57277, 2.87162, 2.43409, 1159.32687, 2.21931, 91.7988, 2.93687, 1136.38293, 41.60414, 42.06961, 2.70504, 2.53703, 3.3818, 1.52381, 3.44139, 1.41383, 14.40714, 13.94235, 3.04619, 39.97902, 4.02499, 2.4184, 1.39689, 3.37823, 14.5459, 1173.96, 970.5307
45, 06/08/2023 14:24:20, 60.059, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 88.99935, 94.91616, 2.85029, 2.47058, 1161.84554, 2.22934, 91.74207, 2.93206, 1137.19132, 41.60218, 42.0596, 2.7013, 2.46201, 3.39322, 1.52208, 3.50178, 1.41739, 14.41198, 14.02106, 2.71472, 41.50333, 2.51488, 2.75862, 1.43596, 3.96128, 14.65201, 1177.18, 990.1503
46, 06/08/2023 14:25:20, 60.059, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 86.51776, 93.84702, 2.85523, 2.49736, 1166.47078, 2.23796, 91.63409, 2.93058, 1138.56307, 41.59353, 41.8973, 2.69936, 2.53921, 3.40195, 1.52011, 3.53305, 1.41472, 14.42447, 14.12703, 2.86164, 41.16031, 2.60276, 2.6968, 1.42212, 3.83517, 15.04447, 1206.13, 1010.2525
47, 06/08/2023 14:26:20, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 88.15673, 93.00579, 2.86575, 2.46768, 1171.2066, 2.22937, 91.56533, 2.93523, 1139.78594, 41.57871, 41.75123, 2.70661, 2.62012, 3.39461, 1.52267, 3.52939, 1.43025, 14.43336, 14.21309, 3.18298, 40.82859, 3.07317, 1.82981, 1.65232, 3.02343, 14.88285, 1201.48, 1030.2772
48, 06/08/2023 14:27:20, 60.058, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 100.37109, 92.17007, 2.90584, 2.44838, 1164.41935, 2.23191, 91.71202, 2.93824, 1139.14972, 41.60211, 41.73274, 2.70347, 2.61517, 3.38915, 1.51849, 3.50856, 1.43301, 14.41981, 14.35943, 3.12599, 42.89997, 2.5288, 2.39897, 1.28618, 3.08551, 13.66587, 1103.51, 1048.6691
49, 06/08/2023 14:28:20, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 103.6925, 92.07551, 2.90179, 2.45941, 1160.44748, 2.23636, 91.90348, 2.93449, 1138.42645, 41.63836, 41.66237, 2.68359, 2.69476, 3.39089, 1.51625, 3.51498, 1.42919, 14.39993, 14.34693, 2.71856, 43.71209, 1.54616, 2.51487, 1.38794, 3.4905, 13.26234, 1096.94, 1066.9514
50, 06/08/2023 14:29:20, 60.058, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 93.77233, 92.05072, 2.88207, 2.46655, 1156.90488, 2.24076, 91.93394, 2.93198, 1137.75159, 41.63004, 41.60508, 2.69469, 2.74453, 3.39364, 1.5145, 3.53523, 1.43327, 14.39058, 14.31957, 2.78744, 41.1434, 3.34321, 2.51694, 1.4122, 3.55443, 13.84417, 1098.42, 1085.2584
51, 06/08/2023 14:30:20, 60.059, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 94.6521, 92.289, 2.87849, 2.4554, 1149.96886, 2.24018, 91.97543, 2.93365, 1136.46039, 41.61129, 41.58279, 2.7199, 2.77341, 3.3886, 1.51265, 3.52368, 1.43507, 14.37856, 14.27372, 3.04499, 40.46399, 4.25516, 2.2015, 1.39964, 3.08132, 13.64447, 1056.91, 1102.8735
52, 06/08/2023 14:31:20, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 82.37219, 91.88331, 2.86105, 2.48234, 1145.17164, 2.2489, 91.81781, 2.92988, 1135.02175, 41.58776, 41.50141, 2.7247, 2.80005, 3.4003, 1.51198, 3.56212, 1.43499, 14.39237, 14.29696, 2.71781, 40.06091, 3.03363, 2.82741, 1.46875, 4.15277, 15.27823, 1043.82, 1120.2705
53, 06/08/2023 14:32:20, 60.056, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 81.11585, 91.2359, 2.83461, 2.51523, 1138.92177, 2.25278, 91.6355, 2.92913, 1133.76062, 41.58322, 41.34846, 2.71232, 2.87528, 3.40919, 1.51333, 3.61669, 1.43792, 14.41872, 14.32787, 2.88682, 41.27857, 1.90876, 2.49048, 1.60013, 3.9851, 16.12354, 1053.28, 1137.8251
54, 06/08/2023 14:33:21, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 91.21294, 91.38707, 2.8936, 2.39741, 1137.07059, 2.23432, 91.62891, 2.93668, 1132.65399, 41.58891, 41.41907, 2.71273, 2.86486, 3.39383, 1.51895, 3.5045, 1.46178, 14.42728, 14.37043, 3.49123, 41.95241, 2.73896, 1.28275, 1.87895, 2.41022, 14.97448, 1061.48, 1155.5164
55, 06/08/2023 14:34:21, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 90.70354, 91.40386, 2.91931, 2.29851, 1131.67856, 2.21612, 91.61441, 2.94216, 1132.02136, 41.58601, 41.3256, 2.71825, 2.95825, 3.38026, 1.52531, 3.42695, 1.49094, 14.43296, 14.35685, 3.32414, 41.40178, 3.0666, 1.31003, 1.92623, 2.52342, 14.79124, 1091.85, 1173.7138
56, 06/08/2023 14:35:21, 60.059, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 91.53395, 91.16298, 2.94882, 2.2553, 1129.76725, 2.20853, 91.61308, 2.94327, 1132.23143, 41.61116, 41.51672, 2.69516, 2.78933, 3.37775, 1.52941, 3.40217, 1.50852, 14.4431, 14.48075, 3.01067, 43.16524, 1.26655, 1.807, 1.78324, 3.22231, 15.07007, 1145.15, 1192.7997
57, 06/08/2023 14:36:21, 60.062, 60.06, Pila 6023 Norte[Pila 6023 Norte], AC mantencion 03-03-2016 ., 93.9453, 90.68105, 2.98077, 2.22925, 1130.30289, 2.2073, 91.65269, 2.94806, 1133.30416, 41.65242, 41.60503, 2.66138, 2.67648, 3.37419, 1.52865, 3.38311, 1.5176, 14.45385, 14.6079, 3.25062, 44.12134, 0.64032, 2.13133, 1.48316, 3.1611, 15.0967, 1197.42, 1212.7567
