Index, Time, Period, Seconds since, Mound, Comment," ""LSF""  [CurrentAnalysis.Dry basis]"," ""LSF""  [Rolling.Analysis1.Dry basis]"," ""SM""  [Rolling.Analysis1.Dry basis]"," ""IM""  [Rolling.Analysis1.Dry basis]"," ""Tph""  [Rolling.Analysis1.Dry basis]"," ""IM""  [CurrentProduct.Dry basis]"," ""LSF""  [CurrentProduct.Dry basis]"," ""SM""  [CurrentProduct.Dry basis]"," ""Tph""  [CurrentProduct.Dry basis]"," ""CaO""  [CurrentProduct.Dry basis]"," ""CaO""  [Rolling.Analysis1.Dry basis]"," ""MgO""  [CurrentProduct.Dry basis]"," ""MgO""  [Rolling.Analysis1.Dry basis]"," ""Al2O3""  [CurrentProduct.Dry basis]"," ""Fe2O3""  [CurrentProduct.Dry basis]"," ""Al2O3""  [Rolling.Analysis1.Dry basis]"," ""Fe2O3""  [Rolling.Analysis1.Dry basis]"," ""SiO2""  [CurrentProduct.Dry basis]"," ""SiO2""  [Rolling.Analysis1.Dry basis]"," ""SM""  [CurrentAnalysis.Dry basis]"," ""CaO""  [CurrentAnalysis.Dry basis]"," ""MgO""  [CurrentAnalysis.Dry basis]"," ""IM""  [CurrentAnalysis.Dry basis]"," ""Fe2O3""  [CurrentAnalysis.Dry basis]"," ""Al2O3""  [CurrentAnalysis.Dry basis]"," ""SiO2""  [CurrentAnalysis.Dry basis]"," ""Tph""  [CurrentAnalysis.Dry basis]"
1, 25/01/2023 11:15:23,60.067,0, Pila 0823 norte[Pila 0823 norte], AC mantencion 03-03-2016 .,90.59232,91.49312,3.08905,1.90475,1176.53878,2.05183,89.55088,3.0833,1141.05922,42.06315,42.55183,2.18052,1.82477,3.27608,1.59666,3.16135,1.65972,15.02415,14.89251,3.17626,41.66099,2.6617,1.92739,1.588,3.06071,14.76553,1176.27
2, 25/01/2023 11:16:23,60.057,60.07, Pila 0823 norte[Pila 0823 norte], AC mantencion 03-03-2016 .,82.66132,91.00977,3.02571,1.99307,1173.11023,2.07531,89.37321,3.07151,1140.50251,42.04575,42.42045,2.17728,1.87964,3.30431,1.5922,3.2758,1.64359,15.03968,14.88468,2.67639,41.3382,2.04657,3.14232,1.41268,4.43911,15.66169,1118.41
3, 25/01/2023 11:17:23,60.058,60.06, Pila 0823 norte[Pila 0823 norte], AC mantencion 03-03-2016 .,87.18815,91.1151,3.0255,1.97766,1172.02433,2.07179,89.3208,3.06732,1140.58189,41.98976,42.28081,2.22353,2.01217,3.30412,1.59481,3.2533,1.64502,15.02663,14.81985,2.90551,39.77746,4.04878,1.94169,1.6977,3.29642,14.51045,1143.74
4, 25/01/2023 11:18:24,60.062,60.06, Pila 0823 norte[Pila 0823 norte], AC mantencion 03-03-2016 .,88.50989,91.20715,2.98129,2.01554,1166.33669,2.07497,89.30186,3.05648,1139.85138,41.98962,42.22575,2.21572,2.04845,3.3169,1.59853,3.30885,1.64167,15.02389,14.75893,2.65697,41.98364,1.88607,2.19689,1.75514,3.85586,14.90824,1109.13
5, 25/01/2023 11:19:24,60.06,60.06, Pila 0823 norte[Pila 0823 norte], AC mantencion 03-03-2016 .,88.92089,91.60479,2.97131,1.98783,1160.13544,2.06722,89.29339,3.05012,1139.00283,41.97465,42.23409,2.22242,2.08882,3.31832,1.60521,3.29038,1.65526,15.01734,14.69504,2.79243,41.32285,2.51379,1.78307,1.89569,3.38015,14.73239,1102.24
6, 25/01/2023 11:20:24,60.059,60.06, Pila 0823 norte[Pila 0823 norte], AC mantencion 03-03-2016 .,86.27469,91.35592,2.97935,1.97367,1153.44903,2.05867,89.22347,3.04907,1138.39212,41.98866,42.28662,2.19881,2.01894,3.31873,1.61207,3.28789,1.66588,15.03434,14.75901,3.00552,42.6069,1.15269,1.74121,1.91615,3.33641,15.78668,1111.55
7, 25/01/2023 11:21:24,60.062,60.06, Pila 0823 norte[Pila 0823 norte], AC mantencion 03-03-2016 .,88.15392,91.20988,2.94501,1.97297,1152.22693,2.06016,89.1997,3.04041,1137.6537,42.01443,42.29971,2.16546,1.99095,3.33087,1.6168,3.32804,1.68682,15.04293,14.76882,2.69839,43.18864,0.63758,2.12013,1.83314,3.88649,15.43382,1104.24
8, 25/01/2023 11:22:24,60.058,60.06, Pila 0823 norte[Pila 0823 norte], AC mantencion 03-03-2016 .,86.97569,90.92695,2.91976,1.97674,1153.21332,2.05268,89.15031,3.04227,1137.57369,42.01191,42.28148,2.16783,1.99011,3.32688,1.62075,3.36475,1.70217,15.052,14.79417,3.12621,41.89848,2.2745,1.74998,1.79839,3.14713,15.46074,1133.97
9, 25/01/2023 11:23:24,60.062,60.06, Pila 0823 norte[Pila 0823 norte], AC mantencion 03-03-2016 .,95.77515,90.50945,2.95566,1.95387,1149.69831,2.05037,89.28377,3.03811,1137.05889,42.04232,42.26564,2.15086,1.9927,3.3272,1.62273,3.32979,1.7042,15.03841,14.87879,2.84729,43.4667,1.35588,1.94804,1.71573,3.34232,14.40177,1112.91
10, 25/01/2023 11:24:24,60.059,60.06, Pila 0823 norte[Pila 0823 norte], AC mantencion 03-03-2016 .,85.94571,90.11573,2.93995,1.99248,1145.48172,2.04863,89.2158,3.04001,1136.2127,42.02685,42.20509,2.1547,1.98519,3.32575,1.62341,3.37677,1.69476,15.04548,14.91005,3.13394,41.26552,2.34316,1.96485,1.65648,3.25474,15.39148,1095.01
