Index, Time, Period, Seconds since, Mound, Comment," ""LSF""  [CurrentAnalysis.Dry basis]"," ""LSF""  [Rolling.Analysis1.Dry basis]"," ""SM""  [Rolling.Analysis1.Dry basis]"," ""IM""  [Rolling.Analysis1.Dry basis]"," ""Tph""  [Rolling.Analysis1.Dry basis]"," ""IM""  [CurrentProduct.Dry basis]"," ""LSF""  [CurrentProduct.Dry basis]"," ""SM""  [CurrentProduct.Dry basis]"," ""Tph""  [CurrentProduct.Dry basis]"," ""CaO""  [CurrentProduct.Dry basis]"," ""CaO""  [Rolling.Analysis1.Dry basis]"," ""MgO""  [CurrentProduct.Dry basis]"," ""MgO""  [Rolling.Analysis1.Dry basis]"," ""Al2O3""  [CurrentProduct.Dry basis]"," ""Fe2O3""  [CurrentProduct.Dry basis]"," ""Al2O3""  [Rolling.Analysis1.Dry basis]"," ""Fe2O3""  [Rolling.Analysis1.Dry basis]"," ""SiO2""  [CurrentProduct.Dry basis]"," ""SiO2""  [Rolling.Analysis1.Dry basis]"," ""SM""  [CurrentAnalysis.Dry basis]"," ""CaO""  [CurrentAnalysis.Dry basis]"," ""MgO""  [CurrentAnalysis.Dry basis]"," ""IM""  [CurrentAnalysis.Dry basis]"," ""Fe2O3""  [CurrentAnalysis.Dry basis]"," ""Al2O3""  [CurrentAnalysis.Dry basis]"," ""SiO2""  [CurrentAnalysis.Dry basis]"," ""Tph""  [CurrentAnalysis.Dry basis]"
1, 04/03/2023 07:06:47,60.059,0, Pila 1723 Sur[Pila 1723 Sur], AC mantencion 03-03-2016 .,187.6438,91.63979,3.10746,2.34462,990.49684,3.80642,187.6438,3.07067,769.331,47.97032,41.48804,1.65325,2.73858,2.09418,0.55017,3.2643,1.39225,8.11993,14.47004,3.07067,47.97032,1.65325,3.80642,0.55017,2.09418,8.11993,769.331
2, 04/03/2023 07:07:47,60.058,60.06, Pila 1723 Sur[Pila 1723 Sur], AC mantencion 03-03-2016 .,79.69849,89.80008,3.10784,2.33824,980.3101,2.51785,112.51227,3.201,860.43304,44.4456,41.36421,1.73975,2.68498,2.82959,1.12381,3.31826,1.41913,12.65482,14.72306,3.26071,41.2242,1.81201,2.13305,1.62803,3.47266,16.63187,935.364
3, 04/03/2023 07:08:47,60.061,60.06, Pila 1723 Sur[Pila 1723 Sur], AC mantencion 03-03-2016 .,97.98089,88.92131,3.11037,2.35425,985.37422,2.50427,106.6298,3.11133,945.76762,43.37145,41.15873,2.27265,2.82616,2.9842,1.19165,3.33853,1.41808,12.99245,14.79481,2.9874,41.67086,3.11618,2.48567,1.29902,3.22893,13.52681,1080.41
4, 04/03/2023 07:09:47,60.062,60.06, Pila 1723 Sur[Pila 1723 Sur], AC mantencion 03-03-2016 .,108.2756,89.49018,3.08265,2.36237,981.46679,2.46096,107.05903,3.0678,962.57523,43.26084,41.23028,2.27295,2.7711,2.98782,1.21409,3.35309,1.41938,12.89058,14.71185,2.9502,42.95497,2.2738,2.34915,1.27612,2.9978,12.60893,1008.97
5, 04/03/2023 07:10:47,60.058,60.06, Pila 1723 Sur[Pila 1723 Sur], AC mantencion 03-03-2016 .,112.37336,88.91453,3.06014,2.38443,977.20165,2.41977,108.10705,3.01775,970.00439,42.99458,41.11167,2.62579,2.85191,2.97009,1.22743,3.39619,1.42432,12.66709,14.75142,2.82842,41.98917,3.9538,2.27241,1.27757,2.90316,11.82486,998.241
6, 04/03/2023 07:11:47,66.067,60.06, Pila 1723 Sur[Pila 1723 Sur], AC mantencion 03-03-2016 .,94.00218,88.69411,3.01823,2.39697,978.28187,2.38413,105.02753,2.938,985.44143,42.67269,41.01373,2.70579,2.93934,3.09456,1.29798,3.4437,1.43669,12.90526,14.73013,2.68106,41.39363,3.02274,2.2742,1.57757,3.58773,13.84851,1046.06
7, 04/03/2023 07:12:53,60.058,66.07, Pila 1723 Sur[Pila 1723 Sur], AC mantencion 03-03-2016 .,87.18575,88.72905,2.98918,2.44019,979.75202,2.48526,102.2449,2.86619,989.30732,42.22869,40.94755,2.87421,2.99476,3.2531,1.30896,3.48399,1.42776,13.07573,14.68208,2.52507,39.53654,3.8908,3.06194,1.37493,4.20993,14.10216,1012.27
8, 04/03/2023 07:13:53,60.062,60.06, Pila 1723 Sur[Pila 1723 Sur], AC mantencion 03-03-2016 .,86.45269,89.42287,2.98594,2.43871,975.15434,2.49605,100.1119,2.85699,990.9195,41.87042,40.91611,3.07251,3.09106,3.30755,1.32512,3.45706,1.41758,13.2355,14.55536,2.79929,39.34102,4.47148,2.56529,1.43906,3.69161,14.36227,1002.22
9, 04/03/2023 07:14:53,60.059,60.06, Pila 1723 Sur[Pila 1723 Sur], AC mantencion 03-03-2016 .,91.14601,90.83954,2.92997,2.48455,977.47311,2.46862,99.00986,2.85826,1000.92163,41.61146,40.89251,3.25175,3.2389,3.31229,1.34176,3.47682,1.39938,13.30248,14.28713,2.86735,39.68689,4.5833,2.28434,1.46537,3.34739,13.79989,1075.57
10, 04/03/2023 07:15:53,60.059,60.06, Pila 1723 Sur[Pila 1723 Sur], AC mantencion 03-03-2016 .,99.40887,92.60768,2.8938,2.4719,982.07612,2.42927,99.0518,2.83216,1006.65242,41.7022,41.11116,3.15259,3.19356,3.33028,1.37089,3.46184,1.40048,13.3145,14.07055,2.62634,42.48708,2.29403,2.14771,1.62313,3.48601,13.41829,1056.05
