,id_eq,FCAO,SiO2,Al2O3,Fe2O3,CaO,MgO,SO3,K2O,Na2O,C3S,C2S,C3A,C4AF,A/S," ""CaO""  [CurrentProduct.Dry basis]"," ""SiO2""  [CurrentProduct.Dry basis]"," ""Al2O3""  [CurrentProduct.Dry basis]"," ""Fe2O3""  [CurrentProduct.Dry basis]"," ""MgO""  [CurrentProduct.Dry basis]"," ""CaO""  [Rolling.Analysis1.Dry basis]"," ""SiO2""  [Rolling.Analysis1.Dry basis]"," ""Al2O3""  [Rolling.Analysis1.Dry basis]"," ""Fe2O3""  [Rolling.Analysis1.Dry basis]"," ""MgO""  [Rolling.Analysis1.Dry basis]"
5535,Man_CLK462,1.260762,21.0265,4.995096,2.440216,65.92157,2.812711,1.65992,0.7651065,0.4108899,66.38618556,6.329539380027207,9.108158928,7.425577288,0.7116818787737593,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5536,Aus_CLK463,2.223361,20.55757,4.881394,2.394389,66.1944,2.737959,1.749924,0.7623731,0.3702021,67.97138660700003,0.8329435450927889,8.884387912000001,7.286125727,0.6437469851519403,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5537,Aus_CLK463,2.214031,20.61137,4.896018,2.400184,66.45662,2.731636,1.652336,0.7319426,0.3612604,68.56145577499994,0.5706939099456179,8.913336372,7.303759912,0.6591106917438878,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5538,Man_CLK461,1.332453,20.94063,4.981079,2.483798,65.85572,2.788311,1.730176,0.7439602,0.3826274,66.51071209499999,5.769232568404831,8.997273134,7.558197314000001,0.6513039085126745,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5539,Man_CLK462,1.628482,20.92286,4.982276,2.433097,66.26581,2.831987,1.527346,0.7144076,0.3932265,67.17456740999995,4.308320394659226,9.086231276,7.403914171,0.7302834461498383,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5540,Aus_CLK463,2.211515,20.66835,4.887052,2.390388,66.46133,2.724588,1.629539,0.7232869,0.3653316,68.232066689,0.9902737410223992,8.906151303999998,7.273950684000001,0.667034622707503,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5541,Aus_CLK463,2.223597,20.69113,4.888474,2.396444,66.27908,2.719556,1.649296,0.7280457,0.3629474,67.24960004099992,1.759651056156848,8.899672852000002,7.292379092,0.6596345274035583,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5543,Man_CLK462,1.743974,20.77374,5.039003,2.477242,66.36355,2.862755,1.485338,0.707488,0.3954309,67.79139168200004,3.060766435961618,9.161864485999999,7.538247406,0.748887368506932,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5544,Aus_CLK463,1.98,20.75245,4.902009,2.401932,66.24557,2.722351,1.67049,0.7409751,0.3687866,67.540056248,2.4644612807488,8.926254906,7.309079076000001,0.662363009537521,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5545,Man_CLK461,1.243049,20.97505,5.053124,2.492609,65.81959,2.798851,1.827803,0.7533572,0.380181,65.96940050900005,6.550854372092779,9.173284172000002,7.585009187,0.6191647529093919,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5546,Man_CLK462,1.620034,20.91732,5.04268,2.460187,66.20714,2.921475,1.58549,0.7453674,0.4042806,66.56768487599993,4.776214578264046,9.200465596,7.486349041,0.7291169424842335,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5547,Aus_CLK463,1.999942,20.80709,4.913486,2.40741,66.17599,2.7277,1.64687,0.7428564,0.3693722,66.67541215999996,3.2121565401552274,8.947400179999999,7.3257486300000005,0.6732938866386163,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5548,Man_CLK461,1.317607,20.99886,4.956934,2.456705,65.94041,2.776272,1.817084,0.7653067,0.3901924,66.67432425099999,5.8583434449088045,8.97913024,7.475753315,0.6355231324363424,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5549,Man_CLK462,1.689269,20.94448,4.959874,2.426431,66.47561,2.777574,1.650407,0.740268,0.4010485,67.77691634900002,3.729206146268794,9.038144847999998,7.383629533000001,0.6952813788555231,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5550,Man_CLK461,1.450896,20.89375,4.973903,2.475623,66.00079,2.775583,1.71499,0.7520128,0.3777164,67.03529722999995,4.875322894417657,8.992088833999999,7.533320789000001,0.6573722841631854,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5551,Man_CLK462,1.393778,20.86235,4.963506,2.413347,66.05946,2.785506,1.961008,0.8195624,0.4233336,67.90421190400002,4.305208518315233,9.069907775999997,7.343814921,0.6342334238919083,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5552,Aus_CLK463,1.890185,20.74793,4.883482,2.414891,66.38155,2.71766,1.652151,0.7417153,0.3614232,68.59955270900001,1.928054761526397,8.855231728,7.348513313,0.6643458012971087,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5553,Man_CLK461,1.568715,20.83849,4.957791,2.44157,65.96324,2.778562,1.929922,0.7866283,0.3875984,66.97970223699997,4.396992054331221,9.007009710000002,7.4296975100000004,0.6060337471457172,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5554,Aus_CLK463,1.692332,20.89955,4.880889,2.414838,66.24478,2.718533,1.607897,0.7300427,0.3580406,67.713405166,3.6388977022928017,8.848449954,7.348352034,0.6737376878854521,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5555,Man_CLK461,1.691418,20.8454,5.051455,2.478959,66.05714,2.812908,1.69641,0.7401881,0.3786055,66.12722820200001,4.683068596368017,9.191957122,7.5434722370000005,0.659316170592833,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5556,Man_CLK462,1.396038,20.84863,4.963075,2.429436,66.28255,2.821664,1.691342,0.7355664,0.398831,68.88737102199997,3.5172372126720433,9.041543037999999,7.392773748,0.6743961910767301,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5557,Aus_CLK463,1.89664,20.95931,4.894063,2.403758,66.2006,2.71591,1.57782,0.739877,0.3634299,66.17497598599994,4.34335754806564,8.902108414,7.314635594,0.6962925806765677,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5558,Man_CLK461,2.20294,20.89978,4.953324,2.396867,66.15749,2.790227,1.783359,0.7717186,0.3829634,64.81669460799998,4.256675466508824,9.070809636,7.293666281,0.6453709599775972,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5559,Man_CLK462,1.690338,20.72366,4.970088,2.447589,66.43877,2.850612,1.563285,0.7110882,0.3878657,69.20194721800003,2.0177888460896085,9.029412612,7.448013327,0.7072627945488202,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5560,Aus_CLK463,1.755594,20.96199,4.902545,2.419122,66.18493,2.724736,1.575067,0.7417874,0.360119,66.58606108599993,4.474093680496047,8.898589825999998,7.361388246000001,0.6958295126183646,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5561,Man_CLK461,1.77625,20.77933,5.036544,2.458146,66.23956,2.821985,1.675945,0.7244408,0.3743413,67.15657563799995,3.456573351932846,9.187658568,7.480138278000001,0.6560873978323823,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5562,Man_CLK461,1.69988,20.8622,5.042524,2.482483,66.42418,2.847346,1.460345,0.6813362,0.3535646,67.51427837800004,3.6588553673648008,9.162327364,7.5541957690000014,0.7094713802844225,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5563,Man_CLK462,1.741069,20.83958,4.97514,2.403662,66.36713,2.851052,1.664249,0.7473053,0.3996781,67.85165915100002,3.212985664120005,9.117124896,7.314343466000001,0.6920347784842608,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5564,Aus_CLK463,1.85339,20.9614,4.911741,2.410521,66.31026,2.726244,1.585755,0.742997,0.3683687,66.65315670199998,4.121437819715226,8.937512117999999,7.335215403000001,0.6985015490749382,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5565,Aus_CLK463,1.60873,20.91,4.91,2.42,65.32,2.73,1.92,0.81,0.35,64.00660016999998,6.721719744000019,8.91686,7.36406,0.5942576069549302,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5566,Man_CLK461,1.336246,20.85,4.81,2.4,65.98,2.78,1.86,0.71,0.37,68.95914253399995,3.650344400000023,8.6857,7.3032,0.581545523649272,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5567,Man_CLK462,1.876629,21.17,4.98,2.45,65.95,2.83,1.53,0.66,0.38,62.99155334100003,7.41012973600003,9.0516,7.455350000000001,0.6875978485651868,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5571,Man_CLK461,1.34,20.83,4.82,2.41,65.95,2.77,1.87,0.7,0.38,68.89225,3.6319389840000156,8.69528,7.333630000000001,0.5807846318161631,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5572,Man_CLK462,1.01,20.82,4.97,2.41,66.35,2.84,1.65,0.76,0.41,70.93237999999997,3.077678504000012,9.092779999999998,7.333630000000001,0.7126307689107965,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5574,Man_CLK461,1.38,20.87,5.04,2.47,66.16,2.91,1.72,0.7,0.33,67.71656,4.510713024000012,9.17676,7.516210000000001,0.5939250770139344,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5575,Man_CLK462,1.103939,21.22,4.97,2.47,65.71,2.94,1.72,0.7,0.39,64.818714331,8.54812596,8.991259999999999,7.516210000000001,0.6389363298271377,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5576,Aus_CLK463,1.684634,21.05,4.95,2.41,65.94,2.76,1.55,0.71,0.37,64.903194986,6.2135951039999995,9.03978,7.333630000000001,0.6978546283791264,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5578,Man_CLK462,1.472209,21.31,4.87,2.39,66.36,2.74,1.62,0.68,0.36,66.067837161,6.732800720000007,8.86162,7.27277,0.6439750205478871,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5579,Aus_CLK463,1.849394,20.98,5.01,2.43,66.03,2.82,1.57,0.71,0.38,64.69916702599994,5.66081908000001,9.164939999999998,7.394490000000001,0.6971833756650302,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5580,Man_CLK461,1.634796,20.9007,4.936213,2.444099,66.25079,2.801456,1.462565,0.694101,0.3660439,67.54985106999997,3.9422823621616274,8.945548942000002,7.437393257,0.726831945928262,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5581,Man_CLK462,1.64868,20.84243,4.93732,2.431939,66.11921,2.785813,1.624932,0.7441782,0.3906367,67.41047109999997,3.8377305027680606,8.969057212,7.400390377,0.6999619084213247,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5582,Aus_CLK463,1.658442,20.89651,4.919103,2.427374,66.0033,2.714607,1.588532,0.7356234,0.3628892,66.61676214399999,4.561571211825644,8.928506142,7.386499082,0.6888791646107,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5583,Man_CLK461,1.533521,20.73055,4.859153,2.395364,66.32523,2.775466,1.638571,0.7190893,0.3654653,70.14570696500004,1.8071805970336143,8.823799562,7.289092652,0.6612829243586512,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5585,Aus_CLK463,1.79497,20.85638,4.89768,2.414725,65.98285,2.715785,1.578885,0.7262877,0.3585353,66.44470048999997,4.15702215345604,8.8931373,7.3480081749999995,0.6844978481889109,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5587,Aus_CLK463,1.654515,20.85113,4.913107,2.416383,65.95735,2.709342,1.572427,0.7396668,0.3586705,66.84657276899998,4.270158071070412,8.931213514,7.353053469000001,0.6946613767988964,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5589,Man_CLK462,1.99,20.92886,4.946209,2.443752,66.32268,2.790388,1.591266,0.6561074,0.3709549,66.11580685800001,4.013970866564797,8.972625466,7.436337336,0.6517079862617013,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5590,Man_CLK462,1.278822,21.20103,4.937198,2.466162,66.11945,2.858173,1.51989,0.6398511,0.3753406,66.14366076399995,6.9574124031856,8.910828596000002,7.504530966000001,0.6769335802409896,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5591,Aus_CLK463,2.010874,20.89633,4.914309,2.413741,66.03049,2.712665,1.55084,0.7420897,0.3606995,65.34577124399999,4.437514779828838,8.938869078,7.345013863,0.7073485413099216,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5592,Man_CLK461,1.412176,20.79701,4.928762,2.411964,66.24744,2.826938,1.821828,0.7340871,0.385158,69.32655210799994,2.9883620425824375,8.980176212,7.339606452000001,0.6157184120781618,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5593,Man_CLK462,1.121045,21.31544,4.842557,2.418172,66.22068,2.721801,1.558561,0.6998745,0.3799321,67.03298619900006,7.099077555006403,8.741229026,7.358497396000001,0.6967150083200856,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5594,Aus_CLK463,1.916006,20.87418,4.896467,2.403905,65.9935,2.709406,1.587376,0.7466305,0.360209,65.88366061799998,4.25958202064642,8.90823029,7.3150829150000005,0.6931035994103291,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5595,Man_CLK461,1.824025,20.67903,4.919196,2.446562,66.73232,2.863726,1.305995,0.6087083,0.3560739,70.53529855699996,0.4733798981792461,8.896286496000002,7.444888166000001,0.7484713268960934,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5596,Man_CLK462,1.717508,20.8312,4.854856,2.38601,65.92467,2.733463,1.691257,0.7542915,0.3754023,67.04331959400005,3.871131223227181,8.82823948,7.260628430000001,0.6659781909444198,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5597,Aus_CLK463,2.325757,20.78124,4.900029,2.401373,65.9942,2.711565,1.607844,0.7461918,0.3561949,64.904449241,3.473428238892808,8.921953733999999,7.3073780390000005,0.6808267304816108,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5600,Aus_CLK463,1.79,20.88924,4.911289,2.422292,66.21047,2.744607,1.446916,0.6912899,0.3508836,67.03959230799997,3.8177090630848127,8.916397786,7.371034556000001,0.7195199044348799,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5602,Man_CLK461,1.36,20.97693,4.748418,2.360391,66.24166,2.739446,1.667952,0.7169777,0.3696712,69.43333860599995,3.583873917873646,8.589526128,7.182669813,0.6518106540285549,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5603,Man_CLK462,1.67,20.85095,4.930436,2.444159,65.86827,2.958495,1.633975,0.7419428,0.3878192,66.26612075199996,4.659978062931259,8.930138372000002,7.437575837000001,0.6926988184144836,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5604,Aus_CLK463,1.57,20.91665,4.926236,2.444659,65.79905,2.70687,1.56715,0.7305396,0.3608633,65.919606732,5.416866379619236,8.918162372000001,7.439097337000001,0.6938492769060799,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5605,Man_CLK461,1.05,20.7123,4.949236,2.442731,65.71594,2.816169,1.95157,0.7402046,0.3838377,69.09948896200002,4.029096223307214,8.982374548,7.433230433000001,0.5765797861798607,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5606,Man_CLK462,1.32,20.89106,4.99001,2.442784,65.85512,2.887548,1.71764,0.7778991,0.3989617,66.93434922,5.345768716672019,9.090335971999998,7.433391712000001,0.6851441964303482,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5607,Aus_CLK463,1.75,20.99872,4.855133,2.407152,65.98289,2.692045,1.618208,0.750828,0.3613563,65.84281233600001,5.157285529961598,8.793201266,7.324963536,0.6830201968720193,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5608,Man_CLK461,1.24,20.93452,4.855118,2.411912,66.03757,2.795932,1.819096,0.7092026,0.3829843,68.62283858600004,4.44226515096161,8.785107596,7.339448216000001,0.6034590649276589,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5609,Man_CLK462,1.82,20.71812,5.037363,2.448563,65.65082,2.798901,1.792952,0.8043835,0.394701,65.05510649599998,4.732069247657627,9.206043353999998,7.450977209,0.6658702045737339,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5610,Aus_CLK463,1.88,20.95685,4.905867,2.426404,65.89659,2.70769,1.593243,0.7511171,0.3620994,64.91210566400004,5.340118241318386,8.895071982,7.383547372,0.6944788886583813,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5611,Man_CLK461,1.402127,20.76966,4.994061,2.481745,65.79067,2.951687,1.850983,0.7089193,0.398082,67.17734540500004,4.562173240283194,9.03514911,7.551950035000001,0.6034576049679939,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5612,Man_CLK462,1.778027,20.96238,4.892248,2.406879,66.50611,2.768457,1.390059,0.6786582,0.3580507,67.88597885900003,3.4256584564255945,8.892017932,7.324132797000001,0.7478692271582121,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5613,Aus_CLK463,1.756002,20.94757,4.884974,2.418139,66.12313,2.73415,1.497011,0.7188994,0.3523462,66.56185198600002,4.449761851276811,8.853689912,7.358396977000001,0.7123992640403181,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5615,Man_CLK462,1.555159,21.09227,4.964231,2.426543,66.11539,2.773884,1.473615,0.7168759,0.3725939,65.703788053,6.128761652235205,9.049501394,7.383970349000001,0.7402703362254154,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5616,Aus_CLK463,1.590985,21.03018,4.874734,2.400692,66.23959,2.728015,1.451234,0.7011634,0.3554931,67.17365038299998,4.73185801634083,8.856074236000001,7.305305756,0.7272676788885781,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5617,Man_CLK461,1.233803,20.89923,5.011375,2.458161,65.56828,2.885554,1.890186,0.736564,0.3994637,65.88992038700002,6.421834203680028,9.120935338,7.480183923,0.6043320662524582,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5618,Man_CLK462,1.596278,20.80388,5.017664,2.445726,66.07983,2.79545,1.625822,0.7579917,0.3908124,67.19699726000002,4.0491873697488145,9.158641207999999,7.442344218000001,0.7069490901618167,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5620,Man_CLK461,1.503517,21.16,5.02,2.45,65.96,2.79,1.82,0.71,0.38,64.35848229299995,7.496136080000028,9.157599999999999,7.455350000000001,0.6014164284582953,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5621,Aus_CLK463,1.924238,21.01,4.91,2.41,65.92,2.97,1.59,0.72,0.38,64.419067102,5.728278384000006,8.933779999999999,7.333630000000001,0.6937663761584715,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5622,Man_CLK462,1.457685,20.91,5.03,2.49,66.24,2.84,1.72,0.67,0.4,67.46056436499998,4.5799328800000225,9.116419999999998,7.577070000000001,0.6315940687299485,41.41669,14.469,3.38783,1.56081,2.78952,0.7343286058881868,0.8406350093902213,0.23897160339570184,0.14326362701582077,0.2873384725167352
5624,Man_CLK462,1.36983,21.0,5.1,2.48,66.16,2.84,1.53,0.71,0.4,66.35258207000001,5.943641696000007,9.318839999999998,7.54664,0.7322773538607847,41.43356,14.46857,3.37388,1.56571,2.82999,0.8081880405596233,0.8054537616158308,0.24818909748712317,0.15666209790087196,0.3808095328001513
5625,Aus_CLK463,1.650643,20.98,4.95,2.43,66.21,2.8,1.54,0.7,0.34,66.64414234699991,4.803926296000057,9.005939999999999,7.394490000000001,0.6717236092665057,41.43356,14.46857,3.37388,1.56571,2.82999,0.8081880405596233,0.8054537616158308,0.24818909748712317,0.15666209790087196,0.3808095328001513
5627,Man_CLK461,1.916911,20.96,4.95,2.4,66.46,2.62,1.65,0.7,0.33,66.77281531899997,3.8317631360000135,9.0567,7.3032,0.6191218984630104,41.43356,14.46857,3.37388,1.56571,2.82999,0.8081880405596233,0.8054537616158308,0.24818909748712317,0.15666209790087196,0.3808095328001513
5628,Man_CLK462,1.682783,21.08,4.9,2.4,66.51,2.81,1.54,0.7,0.38,67.35340040700001,4.456854855999985,8.924200000000003,7.3032,0.7052384814910553,41.43356,14.46857,3.37388,1.56571,2.82999,0.8081880405596233,0.8054537616158308,0.24818909748712317,0.15666209790087196,0.3808095328001513
5630,Man_CLK461,1.384418,21.09,5.11,2.48,66.21,2.47,1.59,0.68,0.41,65.74556432199995,6.614803768000044,9.34534,7.54664,0.6967016744149908,41.43356,14.46857,3.37388,1.56571,2.82999,0.8081880405596233,0.8054537616158308,0.24818909748712317,0.15666209790087196,0.3808095328001513
5631,Man_CLK462,1.532888,21.06,5.0,2.44,66.52,2.83,1.41,0.68,0.35,67.42733295199999,4.804092032000007,9.12152,7.42492,0.73073496984477,41.43356,14.46857,3.37388,1.56571,2.82999,0.8081880405596233,0.8054537616158308,0.24818909748712317,0.15666209790087196,0.3808095328001513
5632,Aus_CLK463,1.661616,21.07,4.81,2.4,66.42,2.77,1.44,0.65,0.33,67.75380126400002,4.191129744000001,8.6857,7.3032,0.6798596812323648,41.43356,14.46857,3.37388,1.56571,2.82999,0.8081880405596233,0.8054537616158308,0.24818909748712317,0.15666209790087196,0.3808095328001513
5633,Aus_CLK463,1.95,21.11,4.87,2.41,65.86,2.79,1.62,0.72,0.38,63.57864999999999,6.569869759999968,8.82778,7.333630000000001,0.6809188506740553,41.43356,14.46857,3.37388,1.56571,2.82999,0.8081880405596233,0.8054537616158308,0.24818909748712317,0.15666209790087196,0.3808095328001513
5634,Man_CLK461,1.18,21.03,5.06,2.5,66.27,2.62,1.41,0.63,0.37,67.58530999999992,5.682680504000011,9.178999999999998,7.6075,0.7188578493650123,41.43356,14.46857,3.37388,1.56571,2.82999,0.8081880405596233,0.8054537616158308,0.24818909748712317,0.15666209790087196,0.3808095328001513
