,id_eq,FCAO,SiO2,Al2O3,Fe2O3,CaO,MgO,SO3,K2O,Na2O,C3S,C2S,C3A,C4AF,A/S," ""CaO""  [CurrentProduct.Dry basis]"," ""SiO2""  [CurrentProduct.Dry basis]"," ""Al2O3""  [CurrentProduct.Dry basis]"," ""Fe2O3""  [CurrentProduct.Dry basis]"," ""MgO""  [CurrentProduct.Dry basis]"," ""CaO""  [Rolling.Analysis1.Dry basis]"," ""SiO2""  [Rolling.Analysis1.Dry basis]"," ""Al2O3""  [Rolling.Analysis1.Dry basis]"," ""Fe2O3""  [Rolling.Analysis1.Dry basis]"," ""MgO""  [Rolling.Analysis1.Dry basis]"
2726,Man_CLK461,1.59,20.67582,4.973324,2.400323,66.18813,2.888035,1.811317,0.6945494,0.3957907,68.99950270799997,2.3415099973248417,9.117962083999998,7.304182889000001,0.6082886373615332,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2727,Man_CLK462,1.87,20.64558,5.048193,2.409773,66.14533,2.802337,1.784187,0.7303674,0.4208218,67.39872446599998,2.602513551089622,9.300375534,7.332939239,0.6527259460827182,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2728,Aus_CLK463,2.0,20.77677,4.856694,2.343495,66.44735,2.692798,1.595214,0.6850044,0.3980504,68.48324170800001,1.761224361724807,8.90504556,7.131255285,0.6874287007510874,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2729,Man_CLK462,1.96,20.64826,4.978707,2.366614,66.23026,2.746157,1.829917,0.7237474,0.4118159,67.88624081400002,1.966010162158426,9.189262662,7.201606402000001,0.6269850429725845,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2730,Aus_CLK463,2.0,20.73477,4.900352,2.354747,66.41444,2.694417,1.573881,0.6758647,0.3985476,68.35908029400002,1.7344777324464076,9.001700876,7.165495121000001,0.692211779506796,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2731,Man_CLK461,1.41,20.85727,4.962563,2.386628,66.55131,2.87016,1.312073,0.6586822,0.3804739,69.923644736,2.717363633401604,9.112617374000001,7.262509004,0.8014147537986147,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2732,Man_CLK462,1.34,20.99285,4.918497,2.381566,66.56993,2.767332,1.429446,0.6427688,0.3918303,69.55728280399995,3.5974363029024303,9.004407378000002,7.247105338,0.7363865165012966,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2733,Aus_CLK463,2.0,20.70461,4.934861,2.360146,66.60789,2.713224,1.628522,0.6873842,0.3997108,69.13627921199998,1.0616901487072354,9.084014618,7.181924278,0.6759280505605548,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2734,Man_CLK461,1.48,20.78961,5.039616,2.423921,66.42137,2.846477,1.776772,0.7034409,0.404696,69.05293395199996,2.965265260851247,9.253708067999998,7.375991603,0.6308414886545672,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2735,Man_CLK462,1.6,21.02403,4.892755,2.358206,66.52302,2.763909,1.527502,0.6810662,0.4082757,68.27722375000003,3.8540036892399954,8.975716198,7.176020858,0.7243448213811491,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2736,Man_CLK461,1.23,20.81632,4.995914,2.412473,65.99657,2.839403,1.668783,0.690412,0.3940226,68.44828782799999,4.26577846679681,9.157267784,7.341155339,0.6567666011192469,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2737,Man_CLK462,1.16,20.7929,5.128817,2.44335,66.29523,2.841066,1.458795,0.6689949,0.4144105,69.190098224,3.853992932054389,9.457216849999998,7.435114050000001,0.756844236173403,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2738,Aus_CLK463,1.88,20.66318,4.922129,2.350653,66.50888,2.683731,1.588022,0.6781222,0.3992879,69.63570606799999,0.9346822065408205,9.066336974,7.153037079,0.6878591544349711,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2739,Man_CLK461,1.04,20.90091,4.945434,2.375944,66.28372,2.826957,1.650094,0.6725782,0.3827501,70.13924258799995,3.8161625818528293,9.085302851999998,7.229997592,0.6461923232843692,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2740,Man_CLK462,1.67,20.60768,5.16118,2.443448,66.36131,2.831257,1.539018,0.6726567,0.4068402,68.57301713000003,2.2222003453680017,9.542812983999998,7.435412264000001,0.7130708568764212,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2741,Aus_CLK463,1.94,20.65515,4.955173,2.36366,66.35939,2.699125,1.632657,0.6948561,0.3986882,68.60331067600004,1.506229536265586,9.13189573,7.19261738,0.6773028754440127,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2743,Man_CLK462,1.92,20.71889,4.983449,2.365673,66.58582,2.826618,1.463129,0.6589116,0.3976819,68.92926644799999,1.504494329868848,9.203421134,7.198742939000001,0.7339843344442664,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2744,Aus_CLK463,1.9,20.67835,4.888336,2.336744,66.52474,2.695169,1.672307,0.7005622,0.40464,69.75047137199998,0.8301724032032425,9.000319551999999,7.110711992,0.6687404154670334,41.74929,14.34669,3.2535,1.49548,2.69117,0.7819037394679922,0.7663315524064194,0.26299725702550486,0.15729063455973902,0.46447703345036184
2745,Man_CLK461,1.02,20.86083,5.069431,2.487103,65.82973,2.867027,1.795207,0.7303801,0.4243644,67.685108082,5.6140755411792185,9.225813873999998,7.568254429,0.6512714427073415,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2746,Man_CLK462,1.89,20.49687,5.033333,2.394236,66.53101,2.903241,1.692226,0.6710986,0.4050875,70.13965113599991,0.046983653241653656,9.287285138,7.285660148,0.6463919671887489,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2747,Man_CLK461,1.71,20.8002,4.981447,2.382776,66.8231,2.862012,1.597604,0.7187806,0.4071515,70.12117947400002,1.483375017054449,9.169177558000001,7.250787368,0.711743926784306,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2748,Man_CLK462,1.88,20.98603,4.99323,2.382419,66.74881,2.781643,1.399713,0.6393151,0.3978752,67.63571920000005,3.369083249760017,9.201006551999999,7.2497010170000005,0.7555015294460495,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2749,Aus_CLK463,1.95,20.64719,4.975233,2.376625,66.54028,2.732136,1.609835,0.6748071,0.4083691,69.20619683599998,0.997879273161594,9.16311795,7.232069875000001,0.6840650040913254,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2750,Man_CLK461,1.61,20.83031,5.001487,2.407722,66.77386,2.893052,1.412683,0.6592373,0.392991,69.92868593399997,2.022033753630403,9.180074926,7.326698046000001,0.7561060638281331,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2751,Man_CLK462,2.0,20.82257,5.011549,2.376265,66.63946,2.766325,1.571528,0.6908027,0.4120165,67.83006452799997,2.3852898263168427,9.259964469999998,7.2309743950000005,0.7123967151954969,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2752,Aus_CLK463,1.98,20.65071,4.96737,2.362117,66.57371,2.711857,1.619344,0.6851613,0.4082363,69.26697844000002,0.8699825991039916,9.166828535999999,7.187922031,0.6853840296620313,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2753,Man_CLK461,1.75,20.73932,4.984398,2.389169,66.32714,2.849988,1.672523,0.70508,0.4046308,68.373007506,2.504806493713609,9.166180751999999,7.270241267,0.670945836422518,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2754,Man_CLK462,1.65,20.80124,5.110839,2.440383,66.43472,2.792364,1.348904,0.630647,0.3929975,67.82480702799998,3.4030098143168246,9.414595314,7.426085469000001,0.7738240819590767,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2755,Aus_CLK463,1.57,20.81463,5.014047,2.378494,66.11404,2.668091,1.654665,0.7080199,0.3900599,67.48198467400002,3.9457171201744288,9.262812702,7.237757242,0.6683366267091936,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2756,Man_CLK461,1.27,20.86137,5.065991,2.480888,66.40067,2.891162,1.399218,0.6537334,0.3855165,69.01954819200003,3.8411315021952106,9.227213654,7.549342184000001,0.7531417521966699,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2757,Man_CLK462,1.83,20.70082,5.020613,2.370767,66.50656,2.760429,1.55338,0.6896892,0.410983,68.85336881599996,1.7863494294496505,9.293286686000002,7.214243981,0.7192510377861077,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2758,Aus_CLK463,1.98,20.95846,4.981193,2.337849,66.61034,2.687618,1.358399,0.6867764,0.3777311,67.01903949599996,3.44814698845763,9.244520942,7.114074507,0.7890800279839907,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2759,Man_CLK461,1.39,20.69543,5.027316,2.430183,66.19093,2.869355,1.473425,0.6788118,0.3831096,69.27064745199993,2.807412752451249,9.210517763999999,7.395046869000001,0.7275885355241709,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2760,Aus_CLK463,1.6,20.84903,4.952633,2.36058,66.48652,2.667566,1.525533,0.6896452,0.3798249,69.05297702600005,2.7670504178255726,9.130376089999999,7.183244940000001,0.7060015943723756,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2761,Man_CLK462,2.21,20.53956,5.02728,2.349277,66.63604,2.736483,1.763204,0.6859602,0.4132115,69.04501968999998,0.012393878104070666,9.347315316000001,7.148849911,0.6334899670859839,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2762,Aus_CLK463,1.78,20.87392,4.927646,2.341058,66.452,2.661577,1.582632,0.7048777,0.3766292,68.18628123199998,2.9394361228191954,9.097191764,7.123839494,0.6861159613756954,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2763,Man_CLK461,1.66,20.87014,4.970901,2.399219,66.87759,2.969965,1.524995,0.6797888,0.3939489,70.06234880199999,1.881832976011225,9.113409101999999,7.300823417,0.7127005799132394,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2764,Aus_CLK463,2.0,20.71338,4.923502,2.332591,66.68565,2.678044,1.595985,0.693778,0.3746016,69.50190158399997,0.8110082212704484,9.100536327999999,7.098074413,0.672817266407851,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2765,Man_CLK461,2.3,20.85649,4.949069,2.409893,66.97238,2.869749,1.334042,0.5443037,0.3585486,68.07794244800003,1.3741906434688076,9.037493893999999,7.333304399,0.694041526674626,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2766,Aus_CLK463,1.43,20.95301,4.937773,2.33828,66.61787,2.675364,1.555077,0.6570716,0.3674406,69.62124335599992,3.158558566473637,9.128728689999999,7.115386040000001,0.6644859229261523,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2768,Man_CLK462,1.44,20.73073,4.985772,2.386072,66.35791,2.719877,1.466464,0.672263,0.3823297,69.82076435399999,2.340051541582433,9.175061976,7.260817096,0.7265554207710149,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2770,Man_CLK461,0.94,20.72794,4.873124,2.444156,65.98228,2.792264,1.877984,0.6498259,0.3801749,71.02198776800003,2.961430868060816,8.778266647999999,7.437566708,0.5556977999884195,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2771,Man_CLK462,1.5,20.8275,5.010187,2.378767,66.22372,2.715269,1.569107,0.6933134,0.3826487,68.14119104400002,3.7002914926464143,9.252121786,7.238587981,0.6907076544246661,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2772,Aus_CLK463,1.85,20.79663,5.035141,2.400933,66.01072,2.650671,1.610399,0.7011966,0.3794623,65.88449169200003,4.239334353795215,9.280745014,7.306039119000001,0.6746103531008997,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2773,Aus_CLK463,1.68,20.69542,5.04002,2.391773,66.06077,2.650113,1.6313,0.712129,0.3794518,67.52983291999995,3.230017469392024,9.309173084,7.278165239000001,0.6716621466615612,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2774,Man_CLK461,1.41,20.90895,4.899766,2.389135,66.12621,2.734687,1.693587,0.7230085,0.3912301,68.21857987200002,4.151831126803231,8.941963479999998,7.270137805,0.6614005747781413,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2775,Man_CLK462,1.49,20.75346,5.150594,2.423985,65.87991,2.722076,1.696291,0.7283307,0.3996796,66.337038568,4.879783064540831,9.547691480000001,7.376186355000001,0.6694438205454387,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2778,Aus_CLK463,1.72,20.7805,4.99618,2.389977,66.56946,2.635132,1.458845,0.6610285,0.3669988,69.08834731000006,2.1753520775759796,9.196035916,7.272700011,0.710236032970047,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2779,Man_CLK461,1.45,20.75261,5.056048,2.416434,66.24828,2.842072,1.81551,0.726343,0.3928769,68.65193079599997,3.2538379137376126,9.309920872,7.353208662000001,0.6197168788951974,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2780,Man_CLK462,1.4,20.99563,5.137746,2.434021,66.28586,2.811712,1.409155,0.6814041,0.3816634,66.587520402,5.6615255749711935,9.496663368,7.406725903000001,0.7610144279405244,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2781,Aus_CLK463,1.96,20.83348,4.926972,2.325169,66.50397,2.654187,1.706831,0.744507,0.3815138,67.99966430399996,2.411469221302461,9.122289852,7.075489267,0.6596428408501757,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2782,Man_CLK461,1.54,21.07812,5.035973,2.446584,66.68713,2.837288,1.182503,0.5800285,0.3632409,67.68997249599995,4.636371809257611,9.205708322,7.444955112000001,0.8138154508526537,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2784,Aus_CLK463,1.46,20.79,4.99,2.34,66.59,2.64,1.68,0.73,0.41,70.27121000000007,2.108432071999971,9.26422,7.12062,0.684707651076903,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2785,Man_CLK461,1.11,20.96183,4.996275,2.450074,65.77068,2.777858,1.788317,0.6949939,0.3858998,66.85513901000003,6.253366593096004,9.094603541999998,7.455575182,0.6091869595934153,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2786,Man_CLK462,1.88,20.72286,5.150508,2.415635,66.18605,2.766446,1.448488,0.6791782,0.374611,66.24072275599997,3.666960177113637,9.56159178,7.350777305,0.732759285722812,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2787,Aus_CLK463,1.99,20.67698,4.976006,2.352506,66.6116,2.662783,1.474326,0.6565051,0.3567204,69.13659371199999,1.0129493039072557,9.205975748,7.158675758,0.6911715127981364,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2788,Aus_CLK463,1.62,20.8364,4.97916,2.368009,66.59151,2.664677,1.512665,0.6640783,0.3668214,69.30612745999998,2.4784402724160017,9.188102772,7.205851387,0.6865306969887363,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2790,Man_CLK462,1.97,20.47786,5.174527,2.438812,66.37736,2.790451,1.606019,0.6989746,0.3834644,68.320653014,1.1190411744784399,9.586026646,7.421304916,0.6784880964630856,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2791,Man_CLK461,1.27,20.97503,4.934663,2.408605,66.00696,2.749281,1.760818,0.6882809,0.3748021,67.53856497600005,5.284248460345594,9.001497289999998,7.329385015000001,0.6073237504538402,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2792,Man_CLK462,2.3,20.74247,4.962546,2.328954,66.70213,2.718879,1.484681,0.6664396,0.3698874,67.86951098199997,1.2045360014192568,9.210156731999998,7.087007022,0.703488966864937,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2793,Aus_CLK463,1.56,20.89072,4.979,2.385348,66.32681,2.640227,1.441866,0.6477055,0.3576026,68.03624186999993,3.7764471455120443,9.158341184000001,7.258613964,0.7023270075594228,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2794,Man_CLK461,1.08,20.89809,5.043461,2.417622,65.92349,2.769936,1.869967,0.7078654,0.375618,67.81319333200001,5.4400027045792,9.274555225999999,7.356823746000001,0.5813509144250388,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2795,Aus_CLK463,1.93,20.78546,5.00786,2.373285,66.4727,2.671998,1.467056,0.6847679,0.361154,67.74723467,2.5563636691920166,9.255230779999998,7.221906255,0.7148918328814199,41.76785,14.35135,3.25482,1.48181,2.69908,1.1093209493990268,1.1789574460941676,0.3272897516733913,0.16524698006563146,0.41643398536504744
2796,Man_CLK462,1.85,20.56,4.98,2.38,66.2,2.71,1.49,0.64,0.37,68.85381000000005,4.3917176959999935,9.17004,7.24234,0.6859732925520399,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2797,Man_CLK461,1.58,21.03998,4.9925,2.364917,66.22378,2.775403,1.597715,0.6870356,0.36387,66.33953407000004,5.422948681831976,9.228685436,7.196442431000001,0.6598303366717624,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2798,Man_CLK462,1.86,20.7431,5.008803,2.352716,66.34664,2.711892,1.582188,0.6948515,0.3755005,67.86402900599995,2.5617892701136284,9.292532478,7.1593147880000005,0.6799948886712278,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2799,Aus_CLK463,1.74,20.74058,4.95131,2.343258,66.40378,2.649067,1.519838,0.6888148,0.3646473,69.00408085999999,2.0630487994560482,9.156178963999999,7.130534094000001,0.6952964769030765,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2800,Man_CLK461,1.57,20.85,4.91,2.35,66.01,2.88,1.72,0.71,0.37,67.52936000000005,4.01107584799999,9.0353,7.151050000000001,0.6288806244114221,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2801,Man_CLK462,1.89,20.8,5.0,2.37,66.39,2.7,1.48,0.7,0.41,67.52040000000001,2.8917133040000067,9.23996,7.2119100000000005,0.7599844181862027,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2802,Aus_CLK463,2.36,20.57279,4.946593,2.34029,66.50261,2.663488,1.589841,0.6746685,0.3656882,68.19353483599997,0.2893501019616167,9.14870077,7.12150247,0.6579536566123859,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2804,Man_CLK462,1.95,20.7842,5.01598,2.350651,66.56123,2.734604,1.521059,0.6745784,0.3643236,68.01361275999999,2.290372370096037,9.315045507999999,7.153030993000001,0.686498186025447,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2805,Aus_CLK463,1.77,20.6496,4.949385,2.334264,66.56506,2.608807,1.645638,0.6870203,0.3726441,70.25576331000003,0.7658050271760359,9.166295562,7.103165352,0.6474870077342454,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2806,Man_CLK461,1.15,20.63595,5.103765,2.470351,65.89367,2.895828,1.717461,0.6710374,0.3572288,68.91856536999994,3.639573291112036,9.345143358,7.517278093,0.6009079953904294,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2807,Man_CLK462,1.66,20.49382,5.100081,2.389123,65.94202,2.742751,1.794156,0.7771779,0.3944025,68.26028137199997,2.1624032052032476,9.472818534000002,7.270101289,0.6523036188675362,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2808,Aus_CLK463,1.8,20.56993,4.98917,2.365176,66.39175,2.621211,1.583351,0.6577499,0.3623877,69.72210051000003,0.847851481496015,9.219422707999998,7.197230568,0.648866979712164,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2809,Man_CLK461,1.64,20.77,5.02,2.34,66.17,2.78,1.88,0.73,0.38,67.77907,3.37835325599999,9.34372,7.12062,0.5912761576541714,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2810,Man_CLK462,2.0,20.68,5.03,2.35,66.32,2.72,1.72,0.74,0.39,67.52667999999997,5.276270208000007,9.353299999999999,7.151050000000001,0.658728511915213,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2811,Aus_CLK463,1.83,20.67571,4.939155,2.355831,66.58971,2.606686,1.499945,0.6401467,0.3577313,69.95130178999999,0.8860784238640278,9.102694698,7.168793732999999,0.6709542525367316,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2812,Man_CLK461,1.51,20.86227,5.03576,2.372546,66.19534,2.815679,1.764313,0.72145,0.3831095,67.55779067999997,4.20938269324801,9.330416168,7.219657478,0.6281962660308446,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2813,Man_CLK462,1.47,20.98972,5.030705,2.380124,66.10545,2.704871,1.714438,0.7029881,0.382947,66.40919144000006,5.564131605904002,9.304198442,7.242717332,0.6371842586148777,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2814,Aus_CLK463,1.98,20.76093,4.993842,2.336523,66.4946,2.606735,1.609268,0.6649584,0.3677467,67.96601015399997,2.16743381406242,9.280284383999998,7.110039489000001,0.6465261929777598,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
2815,Man_CLK461,1.26,20.90825,5.090936,2.379192,66.20152,2.802384,1.668717,0.692542,0.3750901,67.87107531199997,4.87265602686719,9.465387536,7.239881256000001,0.6432394903479514,41.79749,14.37098,3.30677,1.47982,2.65136,0.89394596375236,0.9273102313437709,0.26724299427181186,0.13896446655614558,0.4696419303229889
